Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	A	um	lam	t10	t50	t90	t_window	t_inflection	y_inflection	auc	R2	RMSE	normalized_RMSE	AIC	BIC
SPAC17H9.08	leu5	viable	V	3.399	0.304	5.298	5.981	10.919	18.669	12.688	9.412	1.25	10.512	0.964125	0.17	0.068374	-11.705	-12.877
SPAC17H9.09c	ras1	viable	V	0.306	0.027	0.001	0.695	5.715	13.593	12.898	4.182	0.112	2.215	0.597797	0.096	0.271672	-17.416	-18.588
SPAC17H9.10c	ddb1	viable	V	3.594	0.354	1.484	2.105	6.59	13.628	11.524	5.221	1.322	23.317	0.993897	0.095	0.028801	-17.546	-18.718
SPAC17H9.12c	cyc2	viable	V	0.73	0.122	3.991	4.356	6.992	11.129	6.773	6.187	0.269	4.455	0.985452	0.038	0.048919	-26.777	-27.948
SPAC17H9.13c	pro2	viable	V	2.665	0.446	9.905	10.27	12.906	17.043	6.773	12.101	0.98	3.048	0.915368	0.165	0.105295	-12.031	-13.203
SPAC17H9.14c	pdi2	viable	V	0.401	0.024	-0.0	1.006	8.285	19.706	18.7	6.063	0.148	2.193	0.218171	0.171	0.334051	-11.659	-12.831
SPAC17H9.17c	mdm10	inviable	E	7.754	0.603	3.466	4.251	9.932	18.846	14.595	8.197	2.853	30.863	0.991503	0.198	0.034863	-10.206	-11.378
SPAC17H9.18c	SPAC17H9.18c	viable	Not_determined	-0.17	0.01	-0.0	1.006	8.285	19.706	18.7	6.063	-0.063	-0.019	-0.004703	0.077	0.321707	-19.612	-20.784
SPAC17H9.19c	cdt2	viable	V	4.191	0.435	1.321	1.91	6.168	12.848	10.938	4.868	1.542	28.736	0.995969	0.091	0.024149	-17.932	-19.104
SPAC17H9.20	psc3	inviable	E	6.438	0.745	2.156	2.683	6.498	12.485	9.801	5.334	2.369	42.171	0.999232	0.064	0.010774	-21.538	-22.709
SPAC1805.01c	ppk6	viable	V	0.502	0.034	0.0	0.902	7.429	17.671	16.769	5.437	0.185	2.997	0.847417	0.064	0.147051	-21.563	-22.735
SPAC1805.03c	trm13	viable	V	-0.023	0.004	-0.0	0.364	3.001	7.137	6.773	2.196	-0.009	-0.001	-0.638489	0.079	0.481598	-19.325	-20.496
SPAC1805.04	nup132	viable	V	1.473	0.188	8.64	9.119	12.581	18.015	8.896	11.524	0.542	2.339	0.987012	0.04	0.041677	-26.259	-27.431
SPAC1805.05	cki3	viable	V	-0.236	-0.034	1.019	1.441	4.493	9.282	7.841	3.561	-0.087	-2.008	0.295414	0.164	0.363419	-12.063	-13.234
SPAC1805.06c	hem2	viable	V	5.819	0.833	2.572	2.999	6.084	10.926	7.927	5.142	2.141	40.457	0.994746	0.163	0.028289	-12.15	-13.322
SPAC1805.07c	dad2	viable	V	1.549	0.126	4.18	4.931	10.364	18.888	13.956	8.705	0.57	5.591	0.984108	0.053	0.045936	-23.355	-24.527
SPAC1805.08	dlc1	viable	V	0.039	0.007	0.0	0.364	3.001	7.138	6.773	2.196	0.014	0.389	-0.052419	0.102	0.377067	-16.847	-18.018
SPAC1805.10	ccz1	viable	V	0.34	0.021	0.0	1.006	8.285	19.706	18.699	6.063	0.125	1.856	0.440589	0.105	0.272876	-16.558	-17.73
SPAC1805.11c	rps2602	viable	V	7.229	1.211	1.957	2.322	4.958	9.095	6.773	4.153	2.66	58.488	0.916793	0.88	0.118328	4.727	3.555
SPAC1805.12c	ubi2	viable	V	2.212	0.198	2.393	3.075	8.008	15.747	12.672	6.502	0.814	11.77	0.999037	0.022	0.01175	-32.255	-33.427
SPAC1805.13	rpl14	viable	V	6.28	1.052	-0.0	0.364	3.001	7.138	6.773	2.196	2.31	62.726	0.582351	1.601	0.234367	10.709	9.537
SPAC1805.14	SPAC1805.14	viable	V	0.56	0.038	0.0	0.911	7.503	17.847	16.936	5.491	0.206	3.321	0.917682	0.051	0.116699	-23.714	-24.886
SPAC1805.15c	pub2	viable	V	-0.041	0.007	0.0	0.381	3.135	7.456	7.075	2.294	-0.015	-0.002	-1.358809	0.064	0.564505	-21.522	-22.693
SPAC1805.16c	SPAC1805.16c	viable	V	0.053	-0.003	0.0	1.006	8.285	19.706	18.7	6.063	0.02	0.006	-0.387703	0.031	0.413944	-28.857	-30.029
SPAC1805.17	crm1	inviable	E	6.661	1.008	1.241	1.644	4.562	9.139	7.494	3.671	2.45	56.244	0.992483	0.219	0.032253	-9.178	-10.35
SPAC1805.18	pop6	unknown	Not_determined	5.918	0.634	1.059	1.629	5.752	12.221	10.592	4.493	2.177	42.805	0.995633	0.136	0.024967	-13.973	-15.145
SPAC1834.01	erf1	inviable	E	6.231	0.853	0.285	0.731	3.957	9.019	8.288	2.972	2.292	55.934	0.972808	0.378	0.05736	-3.735	-4.906
SPAC1834.02	aro1	inviable	E	6.392	1.071	-0.0	0.364	3.001	7.138	6.773	2.196	2.352	63.849	0.966357	0.437	0.065921	-2.269	-3.441
SPAC1834.05	alg9	viable	V	1.929	0.314	8.327	8.703	11.417	15.677	6.975	10.589	0.71	4.195	0.946056	0.148	0.082563	-13.137	-14.308
SPAC1834.06c	pmo25	inviable	E	7.009	0.697	1.737	2.351	6.79	13.757	11.406	5.435	2.578	44.223	0.999508	0.052	0.008373	-23.51	-24.682
SPAC1834.07	klp3	viable	V	-0.018	0.003	0.0	0.364	3.0	7.135	6.771	2.195	-0.007	-0.001	-3.572903	0.092	0.783238	-17.899	-19.071
SPAC1834.08	mak1	viable	V	0.046	0.008	0.001	0.374	3.075	7.314	6.94	2.251	0.017	0.455	0.811428	0.007	0.156673	-43.327	-44.499
SPAC1834.09	whr1	viable	V	-0.033	0.004	0.0	0.461	3.793	9.023	8.562	2.776	-0.012	-0.002	-0.734296	0.052	0.524886	-23.572	-24.744
SPAC1834.10c	SPAC1834.10c	viable	V	0.243	0.041	-0.0	0.364	3.001	7.138	6.773	2.196	0.089	2.425	0.418213	0.096	0.248371	-17.396	-18.567
SPAC1834.11c	sec18	inviable	E	6.644	1.113	-0.0	0.364	3.001	7.138	6.773	2.196	2.444	66.357	0.967908	0.437	0.068118	-2.277	-3.449
SPAC1851.02	slc1	viable	V	1.284	0.111	4.887	5.595	10.715	18.749	13.154	9.152	0.472	4.216	0.92521	0.102	0.097345	-16.817	-17.988
SPAC1851.03	ckb1	condition-dependent	V	6.006	0.776	8.735	9.208	12.628	17.996	8.788	11.584	2.21	9.294	0.958199	0.272	0.075279	-7.028	-8.2
SPAC1851.04c	ric1	viable	V	6.015	0.469	3.644	4.428	10.097	18.993	14.565	8.366	2.213	23.214	0.994999	0.116	0.026753	-15.525	-16.697
SPAC186.01	pfl9	viable	V	1.011	0.169	0.614	0.978	3.615	7.751	6.773	2.81	0.372	9.505	0.266267	0.72	0.312819	2.721	1.549
SPAC186.02c	SPAC186.02c	viable	V	0.947	0.104	0.0	0.556	4.573	10.878	10.323	3.347	0.348	7.86	0.693004	0.218	0.185083	-9.214	-10.386
SPAC186.03	SPAC186.03	viable	V	0.069	0.004	-0.0	1.006	8.284	19.704	18.698	6.062	0.026	0.379	-0.056612	0.67	0.373395	1.999	0.827
SPAC186.04c	SPAC186.04c	unknown	Not_determined	0.287	0.048	-0.0	0.364	3.001	7.138	6.773	2.196	0.106	2.869	-0.057137	0.182	0.336434	-11.037	-12.209
SPAC186.05c	gdt1	viable	V	0.018	-0.003	0.0	0.364	3.001	7.138	6.773	2.196	0.007	0.001	-0.082139	0.2	0.375265	-10.112	-11.284
SPAC186.06	SPAC186.06	viable	V	1.612	0.27	-0.0	0.364	3.001	7.138	6.773	2.196	0.593	16.101	0.13931	0.721	0.307886	2.73	1.558
SPAC186.07c	SPAC186.07c	viable	V	0.238	0.04	-0.0	0.364	3.001	7.138	6.773	2.196	0.088	2.382	0.233531	0.111	0.296049	-15.954	-17.126
SPAC186.09	pdc102	viable	V	0.386	0.065	-0.0	0.364	3.001	7.138	6.773	2.196	0.142	3.859	-0.050324	0.238	0.358976	-8.355	-9.526
SPAC18B11.02c	pus9	viable	V	-0.05	0.003	0.0	1.006	8.285	19.706	18.7	6.063	-0.019	-0.006	-0.221619	0.051	0.405694	-23.736	-24.908
SPAC18B11.03c	SPAC18B11.03c	viable	V	-0.011	0.002	0.0	0.364	3.001	7.137	6.773	2.196	-0.004	-0.0	-1.302653	0.131	0.617109	-14.339	-15.51
SPAC18B11.04	ncs1	viable	V	-0.04	0.002	0.0	1.002	8.251	19.625	18.623	6.038	-0.015	-0.004	-0.653664	0.148	0.481609	-13.115	-14.287
SPAC18B11.05	gpi18	inviable	E	5.901	0.762	2.56	3.033	6.45	11.814	8.781	5.407	2.171	38.908	0.985678	0.266	0.045941	-7.225	-8.397
SPAC18B11.06	lcp5	inviable	E	6.953	1.165	0.95	1.315	3.951	8.088	6.773	3.146	2.558	63.13	0.992172	0.235	0.03391	-8.486	-9.658
SPAC18B11.07c	rhp6	viable	V	4.975	0.429	1.564	2.272	7.39	15.422	13.151	5.828	1.83	29.121	0.986349	0.183	0.044439	-10.992	-12.164
SPAC18B11.08c	pat10	viable	V	0.113	-0.009	0.0	0.752	6.188	14.718	13.966	4.528	0.041	0.01	-0.002979	0.063	0.329035	-21.671	-22.842
SPAC18B11.09c	SPAC18B11.09c	viable	V	-0.027	-0.002	0.0	0.723	5.955	14.164	13.441	4.358	-0.01	-0.188	-0.013577	0.176	0.365931	-11.393	-12.564
SPAC18B11.11	SPAC18B11.11	condition-dependent	E	2.185	0.162	3.013	3.836	9.783	19.116	15.28	7.968	0.804	9.068	0.98297	0.077	0.049546	-19.614	-20.786
SPAC18G6.01c	aim18	viable	V	-0.066	0.004	0.0	0.989	8.141	19.364	18.375	5.957	-0.024	-0.007	-0.387513	0.159	0.459979	-12.379	-13.551
SPAC18G6.02c	chp1	viable	V	0.179	0.02	0.0	0.543	4.471	10.634	10.091	3.272	0.066	1.508	0.943587	0.015	0.079428	-35.989	-37.161
SPAC18G6.03	ypt3	inviable	E	6.249	1.047	0.805	1.169	3.806	7.943	6.773	3.001	2.299	57.619	0.993576	0.19	0.030289	-10.602	-11.774
SPAC18G6.05c	gcn1	viable	V	1.141	0.191	1.073	1.438	4.074	8.211	6.773	3.269	0.42	10.221	0.767128	0.248	0.181007	-7.959	-9.13
SPAC18G6.07c	mra1	inviable	E	7.078	0.75	0.631	1.207	5.377	11.921	10.714	4.104	2.604	53.562	0.993197	0.201	0.030517	-10.041	-11.212
SPAC18G6.10	lem2	viable	V	2.053	0.212	6.783	7.375	11.658	18.378	11.004	10.35	0.755	4.954	0.925643	0.139	0.096696	-13.75	-14.922
SPAC18G6.11c	rrn3	inviable	E	6.401	1.072	0.978	1.343	3.979	8.116	6.773	3.174	2.355	57.942	0.953464	0.538	0.07838	-0.19	-1.362
SPAC18G6.12c	SPAC18G6.12c	viable	V	-0.27	-0.045	0.0	0.364	3.001	7.138	6.773	2.196	-0.099	-2.698	0.348737	0.121	0.293705	-15.119	-16.291
SPAC18G6.13	SPAC18G6.13	viable	V	1.111	0.143	8.69	9.165	12.606	18.005	8.84	11.556	0.409	1.741	0.975389	0.04	0.058534	-26.238	-27.41
SPAC18G6.15	mal3	viable	V	0.253	0.042	-0.0	0.364	3.001	7.138	6.773	2.196	0.093	2.527	0.576134	0.072	0.230612	-20.35	-21.522
SPAC1952.01	gab1	inviable	E	6.975	0.855	1.767	2.265	5.869	11.525	9.26	4.769	2.566	49.783	0.999908	0.024	0.003698	-31.13	-32.302
SPAC1952.02	tma23	viable	V	0.35	-0.023	1.07	2.011	8.817	19.496	17.485	6.739	0.129	0.069	-0.278944	0.264	0.384273	-7.304	-8.475
SPAC1952.03	otu2	viable	V	1.012	0.17	5.384	5.748	8.384	12.521	6.773	7.58	0.372	4.839	0.601387	0.298	0.233017	-6.113	-7.285
SPAC1952.04c	SPAC1952.04c	unknown	Not_determined	-0.118	-0.02	-0.0	0.364	3.001	7.138	6.773	2.196	-0.043	-1.178	-0.122717	0.235	0.351469	-8.491	-9.663
SPAC1952.05	gcn5	viable	V	3.236	0.229	2.351	3.214	9.454	19.246	16.032	7.549	1.19	14.411	0.847437	0.37	0.137098	-3.949	-5.121
SPAC1952.06c	SPAC1952.06c	viable	V	-0.015	0.002	0.0	0.364	3.001	7.138	6.773	2.196	-0.005	-0.001	-2.176442	0.081	0.615037	-19.11	-20.282
SPAC1952.07	rad1	viable	V	2.242	0.316	9.286	9.72	12.854	17.773	8.054	11.897	0.825	2.975	0.978161	0.071	0.054639	-20.416	-21.587
SPAC1952.09c	ach1	viable	V	0.348	-0.021	0.0	0.995	8.193	19.487	18.492	5.995	0.128	0.039	0.001196	0.122	0.322356	-14.997	-16.169
SPAC1952.10c	SPAC1952.10c	viable	V	0.032	0.002	0.0	1.006	8.285	19.706	18.7	6.063	0.012	0.177	0.030468	0.071	0.318421	-20.45	-21.621
SPAC1952.12c	csn71	viable	V	0.172	0.029	-0.0	0.364	3.001	7.138	6.773	2.196	0.063	1.719	-0.104489	0.199	0.369035	-10.168	-11.339
SPAC1952.13	ned1	inviable	E	7.564	0.697	1.467	2.129	6.922	14.443	12.314	5.459	2.782	47.031	0.99881	0.085	0.012745	-18.656	-19.828
SPAC1952.14c	mrpl25	inviable	E	5.887	0.747	4.847	5.328	8.807	14.267	8.938	7.745	2.166	26.192	0.995274	0.138	0.027184	-13.771	-14.942
SPAC1952.15c	rec24	viable	V	0.017	-0.003	0.0	0.364	2.999	7.134	6.77	2.195	0.006	0.001	-0.170867	0.083	0.354273	-18.859	-20.03
SPAC1952.16	rga9	viable	V	-0.083	0.005	-0.0	1.006	8.285	19.706	18.7	6.063	-0.031	-0.009	-0.149673	0.063	0.348817	-21.625	-22.796
SPAC1952.17c	tbc13	viable	V	0.98	0.164	2.038	2.402	5.039	9.176	6.773	4.234	0.36	7.849	0.853315	0.168	0.17196	-11.817	-12.989
SPAC19A8.01c	sec73	viable	V	0.021	-0.003	0.0	0.364	3.001	7.138	6.773	2.196	0.008	0.001	-3.659626	0.084	0.811597	-18.721	-19.893
SPAC19A8.02	ltc2	viable	V	-0.079	0.005	0.0	0.89	7.329	17.431	16.541	5.363	-0.029	-0.008	-2.697523	0.093	0.678342	-17.759	-18.93
SPAC19A8.03	ymr1	viable	V	11.487	1.924	10.511	10.875	13.512	17.648	6.773	12.707	4.226	9.372	0.988993	0.231	0.04052	-8.655	-9.827
SPAC19A8.04	erg5	viable	V	0.456	0.028	0.0	0.979	8.057	19.165	18.186	5.896	0.168	2.549	0.931415	0.037	0.102719	-27.002	-28.174
SPAC19A8.05c	sst4	viable	V	0.286	0.048	-0.0	0.364	3.001	7.138	6.773	2.196	0.105	2.856	0.286843	0.131	0.292211	-14.332	-15.504
SPAC19A8.06	pbr1	inviable	E	7.529	0.813	1.092	1.657	5.744	12.158	10.502	4.496	2.77	54.506	0.976415	0.409	0.055356	-2.949	-4.121
SPAC19A8.07c	imp4	inviable	E	6.108	0.829	0.957	1.407	4.66	9.765	8.358	3.667	2.247	50.754	0.992692	0.193	0.031366	-10.433	-11.605
SPAC19A8.08	upf2	viable	V	0.527	0.088	0.0	0.364	3.001	7.138	6.773	2.196	0.194	5.266	0.918384	0.057	0.09893	-22.72	-23.891
SPAC19A8.09	yos1	inviable	E	7.094	0.774	0.037	0.596	4.645	10.998	10.402	3.409	2.61	58.397	0.979921	0.348	0.049322	-4.558	-5.73
SPAC19A8.10	rfp1	viable	V	0.217	0.036	1.019	1.391	4.084	8.309	6.918	3.262	0.08	1.938	0.56062	0.088	0.244448	-18.249	-19.42
SPAC19A8.11c	irc6	viable	V	3.441	0.299	1.986	2.688	7.769	15.742	13.053	6.218	1.266	19.049	0.964188	0.21	0.069804	-9.608	-10.78
SPAC19A8.12	dcp2	inviable	E	8.081	0.624	3.523	4.314	10.037	19.016	14.702	8.29	2.973	31.641	0.985015	0.27	0.045166	-7.082	-8.253
SPAC19A8.13	usp101	inviable	E	7.021	0.918	3.286	3.753	7.132	12.434	8.681	6.1	2.583	41.816	0.999229	0.073	0.011043	-20.212	-21.384
SPAC19A8.14	pth2	viable	V	0.239	0.04	-0.0	0.364	3.001	7.138	6.773	2.196	0.088	2.39	0.336751	0.101	0.262759	-16.936	-18.108
SPAC19A8.15	trp2	inviable	E	6.168	1.033	0.241	0.605	3.242	7.379	6.773	2.437	2.269	60.21	0.97745	0.349	0.055858	-4.538	-5.71
SPAC19A8.16	prl65	viable	Not_determined	-0.008	0.001	0.0	0.364	3.001	7.138	6.773	2.196	-0.003	-0.0	-0.14382	0.036	0.370202	-27.371	-28.543
SPAC19B12.01	ceo5	inviable	E	6.264	1.049	1.438	1.802	4.439	8.575	6.773	3.634	2.304	53.878	0.986092	0.288	0.045119	-6.461	-7.632
SPAC19B12.02c	gas1	condition-dependent	E	6.455	0.817	0.56	1.042	4.533	10.011	8.969	3.468	2.375	54.224	0.975083	0.371	0.058148	-3.927	-5.099
SPAC19B12.03	bgs3	inviable	E	6.782	0.708	0.359	0.943	5.172	11.807	10.864	3.881	2.495	52.547	0.989913	0.233	0.036485	-8.566	-9.738
SPAC19B12.05c	fcp1	inviable	E	6.424	0.764	2.405	2.918	6.634	12.464	9.546	5.5	2.363	41.265	0.9995	0.052	0.008754	-23.611	-24.783
SPAC19B12.06c	rbd4	viable	V	-0.014	0.001	0.0	0.899	7.401	17.604	16.705	5.416	-0.005	-0.001	-0.342384	0.078	0.433735	-19.501	-20.673
SPAC19B12.07c	SPAC19B12.07c	viable	V	0.015	-0.003	0.0	0.364	3.001	7.138	6.773	2.196	0.006	0.001	-1.367744	0.1	0.554076	-17.053	-18.224
SPAC19B12.08	atg4	viable	V	0.247	0.041	0.0	0.364	3.001	7.138	6.773	2.196	0.091	2.468	0.941816	0.024	0.08355	-31.341	-32.512
SPAC19B12.09	srp14	unknown	Not_determined	7.362	0.638	4.94	5.644	10.741	18.739	13.094	9.185	2.708	23.988	0.996878	0.109	0.020979	-16.175	-17.347
SPAC19B12.10	sst2	viable	V	-0.015	0.002	0.0	0.364	3.001	7.138	6.773	2.196	-0.005	-0.001	-3.344093	0.075	0.769931	-19.842	-21.014
SPAC19D5.01	pyp2	viable	V	-0.167	-0.028	0.0	0.364	3.001	7.138	6.773	2.196	-0.061	-1.668	0.024069	0.396	0.369555	-3.269	-4.44
SPAC19D5.03	cid1	viable	V	0.11	-0.007	0.0	0.954	7.852	18.677	17.723	5.746	0.041	0.012	-0.688472	0.125	0.454384	-14.798	-15.97
SPAC19D5.04	ptr1	inviable	E	6.375	0.946	1.229	1.641	4.618	9.29	7.65	3.709	2.345	53.431	0.994959	0.171	0.026523	-11.663	-12.834
SPAC19D5.05c	imp3	inviable	E	-0.47	-0.079	2.875	3.24	5.876	10.013	6.773	5.071	-0.173	-3.379	0.9802	0.029	0.062782	-29.555	-30.727
SPAC19D5.06c	din1	viable	V	-0.041	0.007	-0.0	0.364	2.999	7.133	6.769	2.194	-0.015	-0.002	-0.036147	0.044	0.341392	-25.149	-26.321
SPAC19D5.07	uga1	viable	V	0.49	0.082	1.716	2.081	4.717	8.854	6.773	3.912	0.18	4.084	0.742515	0.122	0.209849	-15.078	-16.25
SPAC19D5.09c	Tf2-8	unknown	Not_determined	-0.069	0.004	0.0	1.006	8.285	19.706	18.7	6.063	-0.026	-0.008	-0.131696	0.095	0.43022	-17.576	-18.748
SPAC19D5.11c	ctf8	viable	V	0.002	-0.0	-0.0	0.891	7.336	17.45	16.559	5.368	0.001	0.0	-0.000447	0.191	0.320414	-10.557	-11.728
SPAC19E9.01c	nup40	viable	V	0.913	0.055	0.0	1.006	8.285	19.706	18.7	6.063	0.336	4.992	0.557452	0.208	0.221819	-9.72	-10.892
SPAC19E9.02	fin1	viable	V	0.871	0.058	0.0	0.919	7.565	17.994	17.075	5.536	0.321	5.132	0.954677	0.051	0.07274	-23.818	-24.99
SPAC19E9.03	pas1	viable	V	-0.011	0.002	0.0	0.364	3.001	7.137	6.773	2.196	-0.004	-0.0	-1.355706	0.132	0.590834	-14.223	-15.395
SPAC19G12.01c	cut20	inviable	E	6.675	0.828	2.579	3.072	6.633	12.222	9.15	5.546	2.456	42.871	0.999969	0.014	0.002166	-37.039	-38.21
SPAC19G12.02c	pms1	viable	V	-0.036	0.002	-0.0	1.006	8.285	19.706	18.7	6.063	-0.013	-0.004	-0.12399	0.21	0.382434	-9.609	-10.78
SPAC19G12.03	cda1	viable	V	0.044	-0.003	0.0	0.801	6.597	15.691	14.89	4.827	0.016	0.004	-0.087987	0.275	0.352068	-6.924	-8.096
SPAC19G12.04	dal1	viable	V	-0.013	0.002	0.0	0.364	3.001	7.138	6.773	2.196	-0.005	-0.001	-0.889337	0.139	0.497345	-13.75	-14.922
SPAC19G12.05	mce1	viable	V	0.024	-0.002	0.0	0.659	5.425	12.904	12.245	3.97	0.009	0.002	-1.837403	0.108	0.614995	-16.291	-17.463
SPAC19G12.07c	rsd1	inviable	E	7.243	0.731	3.981	4.586	8.964	15.833	11.247	7.627	2.664	32.195	0.999821	0.031	0.005212	-28.799	-29.971
SPAC19G12.08	scs7	viable	V	2.299	0.195	3.193	3.912	9.118	17.287	13.375	7.529	0.846	10.298	0.991793	0.063	0.034512	-21.693	-22.864
SPAC19G12.09	SPAC19G12.09	viable	V	0.171	-0.01	0.0	1.002	8.25	19.624	18.622	6.038	0.063	0.019	-0.029444	0.048	0.384758	-24.266	-25.438
SPAC19G12.10c	cpy1	viable	V	0.22	0.037	0.0	0.364	3.001	7.138	6.773	2.196	0.081	2.197	0.967704	0.014	0.068714	-36.385	-37.556
SPAC19G12.11	coq9	condition-dependent	V	1.566	0.223	5.612	6.04	9.138	14.0	7.959	8.193	0.576	6.453	0.999702	0.01	0.007023	-40.379	-41.551
SPAC19G12.12	dlp1	condition-dependent	V	1.403	0.085	0.0	1.006	8.285	19.706	18.7	6.063	0.516	7.666	0.609133	0.289	0.22768	-6.416	-7.588
SPAC19G12.13c	poz1	viable	V	-0.061	0.004	0.0	0.992	8.166	19.424	18.432	5.976	-0.023	-0.007	-0.182017	0.211	0.406337	-9.545	-10.717
SPAC19G12.14	its3	inviable	E	6.447	1.08	0.886	1.25	3.886	8.023	6.773	3.082	2.372	58.94	0.993242	0.201	0.030466	-10.026	-11.197
SPAC19G12.15c	tpp1	viable	V	0.533	0.038	2.574	3.423	9.565	19.202	15.779	7.69	0.196	2.321	0.909063	0.051	0.120122	-23.749	-24.921
SPAC19G12.16c	adg2	viable	V	-0.017	0.003	-0.0	0.364	2.998	7.131	6.767	2.194	-0.006	-0.001	-0.544513	0.05	0.423266	-24.053	-25.225
SPAC19G12.17	erh1	viable	Not_determined	-0.293	-0.049	-0.0	0.364	3.001	7.138	6.773	2.196	-0.108	-2.922	0.028088	0.277	0.342725	-6.828	-8.0
SPAC1A6.01c	rqt4	viable	V	-0.069	0.004	0.0	1.003	8.258	19.643	18.64	6.043	-0.026	-0.008	-0.300601	0.105	0.405687	-16.531	-17.703
SPAC1A6.03c	plb3	viable	V	0.526	0.032	0.0	1.006	8.285	19.706	18.7	6.063	0.194	2.877	0.657303	0.103	0.230941	-16.686	-17.857
SPAC1A6.04c	plb1	viable	V	-0.015	0.003	-0.0	0.364	2.999	7.133	6.769	2.195	-0.006	-0.001	-2.899994	0.106	0.777669	-16.466	-17.637
SPAC1A6.05c	ptl3	viable	V	-0.217	-0.036	-0.0	0.364	3.001	7.138	6.773	2.196	-0.08	-2.163	0.1749	0.101	0.361712	-16.899	-18.07
SPAC1A6.06c	meu31	viable	V	3.175	0.532	-0.0	0.364	3.001	7.138	6.773	2.196	1.168	31.717	-0.059485	2.438	0.422726	14.913	13.741
SPAC1A6.08c	mug125	viable	V	0.027	-0.004	0.0	0.364	3.001	7.138	6.773	2.196	0.01	0.001	-0.668713	0.109	0.480927	-16.193	-17.364
SPAC1A6.09c	lag1	viable	V	-0.016	0.001	-0.0	0.832	6.851	16.295	15.463	5.013	-0.006	-0.001	-0.841778	0.055	0.558753	-23.048	-24.22
SPAC1A6.10	tcd1	viable	V	-0.016	0.003	0.0	0.364	3.001	7.138	6.773	2.196	-0.006	-0.001	-0.485316	0.121	0.433619	-15.086	-16.257
SPAC1A6.11	SPAC1A6.11	unknown	Not_determined	0.051	0.009	0.001	0.365	3.001	7.138	6.773	2.197	0.019	0.509	-0.120535	0.075	0.361695	-19.92	-21.092
SPAC1B1.01	deb1	inviable	E	6.236	0.715	0.97	1.503	5.356	11.401	9.898	4.179	2.294	47.427	0.998193	0.094	0.015927	-17.658	-18.83
SPAC1B1.02c	SPAC1B1.02c	viable	V	0.033	0.003	0.0	0.763	6.282	14.942	14.179	4.597	0.012	0.221	0.062495	0.072	0.338225	-20.352	-21.524
SPAC1B1.03c	kap95	inviable	E	6.482	1.086	0.778	1.143	3.779	7.916	6.773	2.974	2.384	59.933	0.994744	0.178	0.02755	-11.253	-12.425
SPAC1B1.04c	pan3	viable	V	1.358	0.12	3.675	4.369	9.385	17.257	12.888	7.854	0.5	5.751	0.998481	0.016	0.015186	-35.367	-36.538
SPAC1B2.02c	ugo1	viable	V	2.521	0.212	4.607	5.332	10.576	18.804	13.472	8.975	0.927	8.603	0.998097	0.03	0.016502	-29.171	-30.342
SPAC1B2.03c	elo2	condition-dependent	V	7.493	0.626	0.709	1.44	6.727	15.022	13.582	5.113	2.756	48.067	0.993977	0.181	0.027784	-11.069	-12.241
SPAC1B2.04	cox6	viable	V	1.67	0.115	1.988	2.873	9.273	19.317	16.444	7.319	0.614	7.71	0.843871	0.198	0.146066	-10.177	-11.349
SPAC1B2.05	mcm5	inviable	E	6.324	0.919	1.87	2.291	5.33	10.1	7.809	4.402	2.326	48.597	0.987177	0.275	0.042723	-6.902	-8.073
SPAC1B3.01c	SPAC1B3.01c	viable	V	-0.058	0.004	-0.0	1.006	8.285	19.706	18.7	6.063	-0.021	-0.007	-0.427136	0.099	0.407219	-17.09	-18.262
SPAC1B3.03c	wis2	condition-dependent	V	2.001	0.143	0.694	1.55	7.738	17.448	15.898	5.849	0.736	11.419	0.992486	0.05	0.031078	-23.988	-25.159
SPAC1B3.04c	guf1	viable	V	-0.002	0.0	0.0	0.361	2.976	7.08	6.718	2.178	-0.001	-0.0	-0.272003	0.065	0.405471	-21.353	-22.525
SPAC1B3.05	not3	viable	V	1.428	0.102	1.759	2.615	8.811	18.533	15.918	6.92	0.525	7.012	0.915599	0.121	0.117637	-15.145	-16.317
SPAC1B3.06c	SPAC1B3.06c	viable	V	0.179	0.03	0.0	0.364	3.001	7.138	6.773	2.196	0.066	1.789	0.275491	0.095	0.341321	-17.551	-18.722
SPAC1B3.07c	vps28	viable	V	-0.094	0.006	0.0	0.998	8.219	19.551	18.552	6.015	-0.035	-0.011	-0.206359	0.188	0.372817	-10.718	-11.89
SPAC1B3.08	SPAC1B3.08	viable	V	-0.085	0.014	0.0	0.364	3.001	7.138	6.773	2.196	-0.031	-0.004	-0.07146	0.086	0.341597	-18.564	-19.736
SPAC1B3.09c	noc202	inviable	E	6.063	0.973	1.104	1.485	4.237	8.557	7.073	3.397	2.231	53.249	0.99797	0.104	0.016962	-16.662	-17.834
SPAC1B3.10c	hrd302	viable	V	0.404	0.068	2.816	3.181	5.817	9.954	6.773	5.012	0.149	2.929	0.220845	0.307	0.339778	-5.815	-6.987
SPAC1B3.11c	ypt4	viable	V	-0.034	0.005	0.0	0.403	3.321	7.899	7.495	2.43	-0.013	-0.002	-0.229177	0.115	0.430437	-15.597	-16.769
SPAC1B3.13	nan1	inviable	E	6.426	0.934	1.383	1.804	4.843	9.613	7.81	3.915	2.364	52.418	0.997977	0.109	0.017035	-16.16	-17.332
SPAC1B3.14	vma3	condition-dependent	E	5.213	0.446	0.263	0.977	6.145	14.254	13.277	4.567	1.918	35.916	0.986983	0.188	0.040276	-10.7	-11.872
