Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	YES0	YES1	YES2	YES3	YES4
SPAC23A1.12c	frs1	inviable	E	0.0	2.8	6.748	6.143	6.259
SPAC23A1.14c	SPAC23A1.14c	viable	V	0.0	-0.032	-0.09	-0.064	0.258
SPAC23A1.15c	sec20	viable	V	0.0	2.491	4.856	5.977	6.433
SPAC23A1.17	bbc1	viable	V	0.0	0.078	0.11	0.206	0.209
SPAC23A1.18c	mrp51	inviable	E	0.0	-0.052	0.475	3.272	5.527
SPAC23A1.19c	hrq1	condition-dependent	E	0.0	0.046	0.316	0.247	0.612
SPAC23A1.20	new11	unknown	Not_determined	0.0	0.053	0.165	0.176	0.052
SPAC23C11.01	ice2	viable	V	0.0	0.071	0.136	0.058	0.155
SPAC23C11.03	mpp10	inviable	E	0.0	2.502	5.181	6.247	6.646
SPAC23C11.04c	pnk1	viable	V	0.0	0.404	0.409	0.753	0.581
SPAC23C11.05	ipp1	inviable	E	0.0	1.676	5.356	6.238	6.421
SPAC23C11.06c	SPAC23C11.06c	viable	V	0.0	0.191	0.061	-0.015	-0.037
SPAC23C11.07	SPAC23C11.07	viable	V	0.0	-0.05	0.271	0.145	-0.074
SPAC23C11.08	php3	viable	V	0.0	0.223	1.308	1.406	1.5
SPAC23C11.09	ala1	inviable	E	0.0	2.851	5.486	6.174	6.156
SPAC23C11.10	mpn1	viable	V	0.0	0.203	0.82	0.184	0.657
SPAC23C11.11	cka1	inviable	E	0.0	0.859	1.4	4.131	6.448
SPAC23C11.13c	hpt1	viable	V	0.0	1.918	3.317	3.768	4.849
SPAC23C11.14	zhf1	viable	V	0.0	0.156	0.277	0.332	0.702
SPAC23C11.15	pst2	condition-dependent	V	0.0	0.446	0.949	1.594	2.166
SPAC23C11.16	plo1	condition-dependent	E	0.0	1.671	3.986	5.285	5.91
SPAC23C11.17	mdm38	inviable	E	0.0	2.113	4.886	6.241	6.419
SPAC23C4.02	crn1	viable	V	0.0	0.049	-0.016	0.094	0.049
SPAC23C4.03	hrk1	viable	V	0.0	0.059	0.064	0.018	0.091
SPAC23C4.05c	les1	viable	V	0.0	-0.005	-0.03	0.114	0.18
SPAC23C4.06c	efm6	viable	V	0.0	-0.048	-0.004	0.076	-0.041
SPAC23C4.07	tht2	viable	V	0.0	-0.155	-0.003	-0.088	-0.095
SPAC23C4.08	rho3	condition-dependent	V	0.0	0.085	0.338	0.324	0.587
SPAC23C4.09c	SPAC23C4.09c	viable	V	0.0	-0.1	-0.09	0.355	0.222
SPAC23C4.10	sec2	inviable	E	0.0	2.236	4.765	5.789	5.763
SPAC23C4.11	atp18	viable	V	0.0	0.348	1.0	1.215	1.583
SPAC23C4.12	hhp2	viable	V	0.0	0.217	0.273	0.356	0.421
SPAC23C4.13	bet1	inviable	E	0.0	2.513	5.024	6.02	6.613
SPAC23C4.14	alg1	inviable	E	0.0	1.026	4.116	5.038	6.0
SPAC23C4.15	rpb5	inviable	E	0.0	1.208	2.205	5.736	6.831
SPAC23C4.16c	atg15	viable	V	0.0	0.129	0.052	0.052	0.184
SPAC23C4.17	trm402	viable	V	0.0	-0.166	-0.132	-0.08	0.047
SPAC23C4.18c	rad4	inviable	E	0.0	2.105	4.988	5.835	6.752
SPAC23C4.19	spt5	inviable	E	0.0	1.325	4.764	4.767	6.752
SPAC23D3.01	pdp3	viable	V	0.0	0.184	-0.05	0.113	0.034
SPAC23D3.02	rfc2	inviable	E	0.0	0.178	1.524	4.125	5.274
SPAC23D3.03c	SPAC23D3.03c	viable	V	0.0	-0.157	-0.127	-0.27	-0.099
SPAC23D3.04c	gpd2	viable	V	0.0	-0.426	-0.282	-0.006	-0.027
SPAC23D3.06c	nup146	inviable	E	0.0	2.951	5.11	5.777	6.642
SPAC23D3.07	pup1	inviable	E	0.0	1.936	4.641	5.587	6.52
SPAC23D3.08	usp108	inviable	E	0.0	0.088	0.382	1.155	2.073
SPAC23D3.09	arp42	viable	V	0.0	0.349	0.832	1.462	2.538
SPAC23D3.10c	eng2	viable	V	0.0	-0.03	-0.004	-0.066	0.083
SPAC23D3.11	ayr1	viable	V	0.0	0.127	-0.11	-0.077	-0.055
SPAC23D3.12	pho842	viable	V	0.0	0.283	0.601	0.488	0.035
SPAC23D3.13c	SPAC23D3.13c	viable	V	0.0	0.109	0.113	0.155	0.224
SPAC23D3.14c	aah2	viable	Not_determined	0.0	-0.096	0.444	0.126	-0.165
SPAC23D3.16	lam4	viable	Not_determined	0.0	1.271	3.814	5.354	6.161
SPAC23E2.01	fep1	viable	V	0.0	0.199	0.228	0.967	1.227
SPAC23E2.02	lsd2	inviable	E	0.0	0.261	1.097	2.921	4.608
SPAC23E2.03c	sms1	viable	V	0.0	-0.074	0.326	0.008	0.148
SPAC23G3.01	rpb2	inviable	E	0.0	2.484	5.422	5.844	6.597
SPAC23G3.02c	sib1	viable	V	0.0	0.017	0.028	0.045	0.494
SPAC23G3.03	sib2	viable	V	0.0	0.008	-0.034	-0.035	0.015
SPAC23G3.04	ies4	viable	V	0.0	0.09	0.19	0.259	0.188
SPAC23G3.05c	SPAC23G3.05c	viable	V	0.0	0.112	-0.007	-0.016	-0.083
SPAC23G3.06	nop58	inviable	E	0.0	2.171	5.089	6.191	6.37
SPAC23G3.07c	snf30	viable	V	0.0	0.184	0.184	0.293	0.214
SPAC23G3.08c	ubp7	viable	V	0.0	-0.125	0.072	0.03	-0.071
SPAC23G3.09	taf4	inviable	E	0.0	0.77	3.762	4.738	4.874
SPAC23G3.10c	ssr3	condition-dependent	V	0.0	0.17	0.924	2.434	3.805
SPAC23G3.11	rpn6	inviable	E	0.0	1.596	4.618	5.304	6.447
SPAC23G3.12c	htr12	viable	V	0.0	0.065	0.191	0.314	0.22
SPAC23H3.02c	ini1	inviable	E	0.0	0.786	3.251	4.554	6.142
SPAC23H3.03c	npr2	viable	V	0.0	0.296	1.089	2.932	4.836
SPAC23H3.04	SPAC23H3.04	viable	V	0.0	0.259	0.353	0.122	0.102
SPAC23H3.05c	swd1	viable	V	0.0	0.218	0.067	0.554	0.843
SPAC23H3.06	apl6	viable	V	0.0	-0.02	0.368	0.414	0.635
SPAC23H3.08c	bub3	viable	V	0.0	-0.016	-0.051	0.082	0.111
SPAC23H3.09c	gly1	viable	V	0.0	1.287	3.52	3.9	5.632
SPAC23H3.10	ssr2	inviable	E	0.0	0.449	1.492	3.049	5.262
SPAC23H3.11c	max1	viable	V	0.0	0.439	0.507	0.369	0.327
SPAC23H3.12c	SPAC23H3.12c	viable	V	0.0	-0.036	0.249	0.157	0.201
SPAC23H3.13c	gpa2	viable	V	0.0	0.447	1.149	1.502	2.265
SPAC23H3.14	avl9	viable	V	0.0	-0.009	0.015	0.009	0.154
SPAC23H4.01c	osh3	viable	V	0.0	-0.074	-0.155	-0.132	-0.116
SPAC23H4.02	ppk9	viable	V	0.0	0.068	0.217	0.019	0.218
SPAC23H4.04	slm3	inviable	E	0.0	0.196	0.22	1.698	3.745
SPAC23H4.06	gln1	inviable	E	0.0	2.633	4.667	5.47	5.901
SPAC23H4.07c	srp102	inviable	E	0.0	1.696	4.34	5.979	6.896
SPAC23H4.08	iwr1	viable	V	0.0	0.082	0.39	0.794	1.024
SPAC23H4.09	cdb4	viable	V	0.0	0.054	-0.08	0.051	0.011
SPAC23H4.10c	thi4	viable	V	0.0	-0.137	-0.04	0.006	-0.683
SPAC23H4.11c	cnl2	inviable	E	0.0	-0.088	1.683	4.212	5.438
SPAC23H4.12	alp13	condition-dependent	V	0.0	0.005	0.496	1.061	1.272
SPAC23H4.13c	SPAC23H4.13c	unknown	Not_determined	0.0	-0.23	0.252	0.08	-0.314
SPAC23H4.14	vam6	viable	V	0.0	0.24	0.987	2.079	3.773
SPAC23H4.15	tsr1	inviable	E	0.0	2.738	3.651	5.469	5.759
SPAC23H4.16c	not11	viable	V	0.0	0.075	-0.052	0.153	-0.113
SPAC23H4.17c	srb10	viable	V	0.0	0.216	-0.182	0.233	-0.076
SPAC23H4.18c	rbx1	inviable	E	0.0	0.269	2.257	4.596	5.298
SPAC23H4.21	SPAC23H4.21	unknown	Not_determined	0.0	0.032	-0.293	0.038	-0.122
SPAC24B11.05	SPAC24B11.05	viable	V	0.0	-0.172	-0.008	-0.13	0.056
SPAC24B11.06c	sty1	viable	V	0.0	0.045	0.11	0.387	0.772
SPAC24B11.07c	SPAC24B11.07c	viable	V	0.0	-0.149	-0.006	0.041	0.114
SPAC24B11.09	mpc2	viable	V	0.0	1.259	0.929	1.495	2.304
SPAC24B11.10c	cfh1	viable	V	0.0	0.179	0.072	0.273	0.208
SPAC24B11.11c	sid2	inviable	E	0.0	0.161	2.888	4.962	5.665
SPAC24B11.12c	dnf2	viable	V	0.0	0.272	1.002	1.073	1.04
SPAC24B11.13	hem3	viable	V	0.0	0.634	4.169	5.407	6.667
SPAC24B11.14	SPAC24B11.14	unknown	Not_determined	0.0	0.068	0.156	0.013	0.077
SPAC24C9.03	mvd1	inviable	E	0.0	1.45	6.627	5.934	6.428
SPAC24C9.04	med9	inviable	E	0.0	0.175	0.102	0.69	0.823
SPAC24C9.06c	aco1	inviable	E	0.0	0.869	2.542	4.25	5.656
SPAC24C9.07c	bgs2	viable	V	0.0	0.121	0.216	0.235	0.288
SPAC24C9.08	cps1	viable	V	0.0	-0.104	-0.076	-0.051	0.003
SPAC24C9.09	SPAC24C9.09	inviable	E	0.0	0.205	0.776	3.145	4.878
SPAC24C9.10c	mrp4	inviable	E	0.0	-0.032	1.142	3.802	5.722
SPAC24C9.11	sgd1	inviable	E	0.0	2.982	4.4	5.822	6.465
SPAC24C9.12c	shm1	viable	V	0.0	0.048	0.085	0.027	0.306
SPAC24C9.13c	mrp10	inviable	E	0.0	0.175	1.174	3.68	6.081
SPAC24C9.14	otu1	viable	V	0.0	-0.108	-0.08	-0.047	-0.084
SPAC24C9.15c	spn5	viable	V	0.0	0.018	-0.062	-0.103	-0.115
SPAC24H6.01c	gup1	inviable	E	0.0	0.41	2.903	4.67	5.731
SPAC24H6.02c	zim17	viable	V	0.0	0.06	-0.011	0.008	-0.066
SPAC24H6.03	cul3	viable	V	0.0	0.111	0.124	0.116	0.164
SPAC24H6.04	hxk1	viable	V	0.0	-0.071	-0.091	0.068	-0.161
SPAC24H6.05	cdc25	inviable	E	0.0	1.953	3.857	5.324	6.01
SPAC24H6.06	sld3	inviable	E	0.0	2.388	3.976	4.524	5.521
SPAC24H6.08	SPAC24H6.08	viable	V	0.0	0.199	0.08	0.037	0.174
SPAC24H6.09	gef1	viable	V	0.0	0.075	-0.0	0.033	0.065
SPAC24H6.10c	aro4	viable	V	0.0	0.182	0.124	0.074	0.111
SPAC24H6.11c	vsb1	viable	V	0.0	-0.086	-0.106	-0.068	-0.093
SPAC24H6.12c	uba3	inviable	E	0.0	0.502	1.54	3.48	5.705
SPAC24H6.13	SPAC24H6.13	viable	V	0.0	0.101	0.172	0.128	0.369
SPAC25A8.01c	fft3	condition-dependent	V	0.0	0.415	0.526	0.888	1.726
SPAC25A8.02	atg14	viable	V	0.0	0.035	-0.014	-0.223	0.382
SPAC25A8.03c	SPAC25A8.03c	viable	V	0.0	-0.029	-0.016	-0.03	-0.035
SPAC25B8.02	sds3	inviable	E	0.0	-0.096	0.317	0.429	0.522
SPAC25B8.03	psd2	viable	V	0.0	-0.019	-0.094	-1.033	-0.016
SPAC25B8.04c	mss51	viable	V	0.0	-0.037	0.246	0.472	0.837
SPAC25B8.05	deg1	viable	V	0.0	0.196	0.788	1.047	2.017
SPAC25B8.06c	dia4	condition-dependent	E	0.0	0.275	0.605	3.654	5.287
SPAC25B8.07c	rcf1	viable	V	0.0	-0.2	-0.22	-0.124	0.089
SPAC25B8.08	SPAC25B8.08	viable	V	0.0	0.003	-0.111	0.032	-0.09
SPAC25B8.09	SPAC25B8.09	viable	V	0.0	-0.073	-0.032	0.057	-0.042
SPAC25B8.10	SPAC25B8.10	viable	V	0.0	0.586	-0.039	0.381	0.566
SPAC25B8.11	SPAC25B8.11	viable	V	0.0	-0.005	-0.171	-0.102	-0.031
SPAC25B8.13c	isp7	viable	V	0.0	0.13	0.023	0.021	0.286
SPAC25B8.14	mal2	inviable	E	0.0	-0.008	1.452	3.993	5.431
SPAC25B8.15c	tyw3	viable	V	0.0	0.388	0.373	2.602	3.21
SPAC25B8.16	pop100	inviable	E	0.0	1.652	4.539	5.855	6.394
SPAC25B8.17	ypf1	viable	V	0.0	0.277	0.58	0.185	0.525
SPAC25B8.19c	loz1	viable	V	0.0	0.473	0.84	0.758	1.328
SPAC25B8.20	smp1	viable	Not_determined	0.0	0.346	0.391	0.524	-0.1
SPAC25G10.01	SPAC25G10.01	viable	V	0.0	0.726	0.654	0.048	-0.13
SPAC25G10.02	cce1	viable	V	0.0	0.112	-0.164	-0.16	-0.094
SPAC25G10.03	zip1	condition-dependent	V	0.0	2.018	2.502	3.449	4.868
SPAC25G10.04c	rec10	viable	V	0.0	0.072	-0.042	0.016	-0.016
SPAC25G10.05c	his1	viable	V	0.0	0.138	0.127	0.015	0.028
SPAC25G10.06	rps2801	viable	V	0.0	1.511	3.562	4.086	4.303
SPAC25G10.07c	cut7	condition-dependent	E	0.0	1.178	4.433	6.02	5.979
SPAC25G10.08	tif302	inviable	E	0.0	2.525	5.993	6.29	6.174
SPAC25G10.09c	pan1	viable	V	0.0	2.025	4.413	5.569	6.08
SPAC25H1.02	jmj1	viable	V	0.0	0.213	0.251	0.079	0.198
SPAC25H1.04	mug105	viable	V	0.0	0.039	0.079	0.198	0.202
SPAC25H1.05	meu29	viable	V	0.0	0.52	1.122	1.605	2.275
SPAC25H1.06	pcf3	viable	V	0.0	0.209	0.225	0.252	0.132
SPAC25H1.07	emc1	viable	V	0.0	-0.052	0.271	0.196	0.235
SPAC25H1.09	mde5	viable	V	0.0	-0.298	-0.012	-0.1	-0.129
SPAC25H1.10c	atp19	viable	Not_determined	0.0	0.309	0.196	0.119	0.371
SPAC26A3.01	sxa1	viable	V	0.0	0.334	0.053	0.097	0.177
SPAC26A3.02	myh1	viable	V	0.0	0.01	-0.144	-0.068	-0.077
SPAC26A3.03c	rmi1	inviable	E	0.0	-0.248	0.072	0.365	0.181
SPAC26A3.05	chc1	inviable	E	0.0	1.668	4.6	6.416	6.263
SPAC26A3.06	bud23	viable	V	0.0	-0.145	-0.329	0.269	-0.35
SPAC26A3.09c	rga2	viable	V	0.0	0.043	0.018	0.128	0.157
SPAC26A3.10	cnt6	viable	V	0.0	-0.088	0.008	-0.055	0.022
SPAC26A3.11	SPAC26A3.11	viable	V	0.0	-0.201	-0.122	-0.105	0.102
SPAC26A3.12c	dhp1	inviable	E	0.0	4.09	4.923	5.749	7.234
SPAC26A3.13c	Tf2-4	unknown	Not_determined	0.0	0.852	0.598	0.214	0.191
SPAC26A3.14c	atg44	viable	V	0.0	0.606	0.477	0.131	0.605
SPAC26A3.15c	nsp1	inviable	E	0.0	3.089	6.274	5.883	5.54
SPAC26A3.16	dsk2	viable	V	0.0	0.168	0.083	-0.006	-0.026
SPAC26A3.17c	rmt2	viable	V	0.0	0.111	0.111	0.103	0.067
SPAC26F1.01	sec74	viable	V	0.0	-0.268	-0.18	-0.245	-0.135
SPAC26F1.02	pnn1	viable	V	0.0	-0.114	-0.32	0.855	-0.144
SPAC26F1.03	pda1	inviable	E	0.0	1.082	2.362	3.508	5.158
SPAC26F1.04c	etr1	viable	V	0.0	-0.088	-0.041	-0.132	0.777
SPAC26F1.05	mug106	viable	V	0.0	0.054	0.034	0.152	0.046
SPAC26F1.06	gpm1	inviable	E	0.0	2.527	5.324	5.603	6.561
SPAC26F1.07	SPAC26F1.07	viable	V	0.0	0.098	-0.013	0.144	0.125
SPAC26F1.08c	SPAC26F1.08c	viable	V	0.0	0.015	0.077	0.048	0.08
SPAC26F1.09	gyp51	viable	V	0.0	0.092	0.036	0.145	0.189
SPAC26F1.10c	pyp1	viable	V	0.0	0.404	1.368	1.575	1.484
SPAC26F1.12c	hgh1	viable	V	0.0	0.191	0.426	0.233	0.392
SPAC26F1.13c	lrs1	inviable	E	0.0	4.875	5.04	6.502	5.147
SPAC26F1.14c	aif1	viable	V	0.0	0.368	-0.064	0.378	0.377
SPAC26H5.02c	mgs1	viable	V	0.0	0.011	0.104	0.126	0.103
SPAC26H5.03	pcf2	viable	V	0.0	0.24	0.041	0.112	0.153
SPAC26H5.04	gid5	viable	V	0.0	0.01	0.706	0.095	-0.019
SPAC26H5.05	mga2	viable	V	0.0	0.182	2.171	2.473	4.368
SPAC26H5.06	pot1	condition-dependent	E	0.0	0.207	0.836	2.42	4.25
SPAC26H5.07c	SPAC26H5.07c	viable	V	0.0	0.083	0.013	1.855	0.078
SPAC26H5.09c	SPAC26H5.09c	viable	V	0.0	0.025	0.065	0.01	0.04
SPAC26H5.11	mug56	viable	V	0.0	-0.008	0.069	0.037	0.028
SPAC26H5.12	rpo41	inviable	E	0.0	0.389	3.07	5.096	5.559
SPAC26H5.13c	kei1	inviable	E	0.0	3.456	5.534	6.265	7.836
SPAC27D7.02c	grp1	viable	V	0.0	0.195	-0.033	0.015	-0.063
SPAC27D7.03c	mei2	viable	V	0.0	-0.069	-0.114	-0.078	-0.097
SPAC27D7.04	omt2	viable	V	0.0	-0.251	-0.221	-0.254	-0.286
SPAC27D7.08c	mtl16	viable	V	0.0	0.01	0.341	0.223	1.092
SPAC27D7.11c	SPAC27D7.11c	viable	V	0.0	0.254	-0.07	-0.242	0.045
SPAC27D7.12c	but1	viable	V	0.0	0.051	-0.238	-0.193	-0.15
SPAC27D7.13c	ssm4	viable	V	0.0	-0.018	-0.149	-0.033	-0.054
SPAC27D7.14c	tpr1	viable	V	0.0	0.55	1.731	3.009	4.405
SPAC27E2.01	SPAC27E2.01	viable	V	0.0	-0.028	-0.104	-0.177	0.098
SPAC27E2.02	yih1	viable	V	0.0	0.152	0.416	0.359	0.613
SPAC27E2.03c	SPAC27E2.03c	viable	V	0.0	1.258	1.316	3.422	2.495
SPAC27E2.04c	mug155	unknown	Not_determined	0.0	0.242	-0.02	-0.115	-0.104
SPAC27E2.05	cdc1	inviable	E	0.0	0.78	3.993	5.454	6.3
SPAC27E2.06c	msm1	inviable	E	0.0	0.13	0.291	1.986	5.077
SPAC27E2.07	pvg2	viable	V	0.0	-0.767	-0.618	-0.581	-0.415
SPAC27E2.08	Tf2-6	unknown	Not_determined	0.0	-0.002	0.194	0.036	0.421
SPAC27E2.09	mak2	viable	V	0.0	0.005	0.037	0.001	0.111
SPAC27E2.10c	rfc3	inviable	E	0.0	0.377	1.088	4.348	5.735
SPAC27E2.12	SPAC27E2.12	viable	Not_determined	0.0	0.271	-0.002	-0.157	-0.148
SPAC27E2.14	SPAC27E2.14	unknown	Not_determined	0.0	-0.054	-0.128	-0.13	-0.139
SPAC27F1.02c	cdc8	inviable	E	0.0	0.34	2.549	3.592	7.398
SPAC27F1.04c	nuf2	inviable	E	0.0	0.977	3.53	5.296	5.682
SPAC27F1.05c	SPAC27F1.05c	viable	V	0.0	-0.084	-0.02	-0.039	-0.024
SPAC27F1.06c	ani2	viable	V	0.0	0.42	-0.003	0.796	0.295
SPAC27F1.07	ost1	inviable	E	0.0	1.315	4.325	5.64	6.193
SPAC27F1.08	pdt1	viable	V	0.0	-0.009	0.055	-0.005	0.184
SPAC27F1.09c	prp10	inviable	E	0.0	4.878	5.861	6.024	7.021
SPAC27F1.10	SPAC27F1.10	viable	V	0.0	-0.05	-0.264	-0.128	-0.149
SPAC29A4.02c	SPAC29A4.02c	viable	V	0.0	0.195	0.356	0.337	0.425
SPAC29A4.03c	mrps9	inviable	E	0.0	0.209	0.824	3.761	5.18
SPAC29A4.04c	cbf5	inviable	E	0.0	1.861	6.971	5.876	5.932
SPAC29A4.06c	SPAC29A4.06c	inviable	E	0.0	1.883	4.2	4.632	5.331
SPAC29A4.07	srb6	inviable	E	0.0	0.024	1.675	2.376	4.351
SPAC29A4.08c	prp19	inviable	E	0.0	1.582	4.155	5.014	5.787
SPAC29A4.09	rrp17	viable	V	0.0	0.49	1.25	2.425	2.765
SPAC29A4.10	rrn5	inviable	E	0.0	0.472	3.341	4.299	4.399
SPAC29A4.11	rga3	viable	V	0.0	-0.017	-0.107	-0.211	-0.064
SPAC29A4.14c	pex3	viable	V	0.0	0.383	0.293	0.081	0.356
SPAC29A4.15	srs1	inviable	E	0.0	6.468	6.369	6.048	6.685
SPAC29A4.16	hal4	condition-dependent	V	0.0	0.964	2.577	1.803	2.849
SPAC29A4.17c	fun14	viable	V	0.0	0.081	0.139	-0.048	0.203
SPAC29A4.18	prw1	condition-dependent	V	0.0	0.002	1.289	1.924	3.206
SPAC29A4.19c	cta5	viable	V	0.0	0.123	0.077	0.01	0.083
SPAC29A4.20	elp3	viable	V	0.0	1.45	2.365	3.291	4.675
SPAC29A4.23	SPAC29A4.23	unknown	Not_determined	0.0	0.002	0.248	0.136	0.044
SPAC29B12.01	ino80	inviable	E	0.0	0.85	2.5	3.506	4.991
SPAC29B12.02c	set2	viable	V	0.0	0.09	0.137	0.325	0.402
SPAC29B12.03	spd1	viable	V	0.0	0.172	0.15	0.181	0.309
SPAC29B12.04	snz1	viable	V	0.0	0.842	1.965	3.431	3.977
SPAC29B12.05c	mtq1	viable	V	0.0	0.088	0.032	0.0	-0.076
SPAC29B12.06c	rcd1	viable	V	0.0	-0.255	0.198	-0.038	0.347
SPAC29B12.07	sec16	inviable	E	0.0	1.326	4.958	4.978	6.228
SPAC29B12.08	clr5	viable	V	0.0	-0.79	-0.454	-0.104	-0.364
SPAC29B12.10c	pgt1	viable	V	0.0	-0.036	-0.086	-0.067	0.004
SPAC29B12.11c	SPAC29B12.11c	viable	V	0.0	-0.131	-0.108	-0.192	-0.137
SPAC29B12.12	hot13	viable	V	0.0	0.086	-0.054	-0.121	-0.227
SPAC29B12.14c	SPAC29B12.14c	viable	V	0.0	-0.148	0.011	-0.056	-0.122
SPAC29E6.01	pof11	viable	V	0.0	0.273	0.091	0.017	0.04
SPAC29E6.02	prp3	inviable	E	0.0	1.837	4.246	5.22	6.454
SPAC29E6.03c	uso1	inviable	E	0.0	1.639	4.669	5.952	6.43
SPAC29E6.04	nnf1	inviable	E	0.0	0.798	3.52	5.193	6.897
SPAC29E6.05c	mxr1	viable	V	0.0	-0.068	0.724	-0.127	-0.184
SPAC29E6.06c	SPAC29E6.06c	inviable	E	0.0	2.905	5.271	6.088	6.236
SPAC29E6.07	SPAC29E6.07	viable	V	0.0	0.019	-0.286	0.066	-0.241
SPAC29E6.08	tbp1	inviable	E	0.0	3.322	5.268	5.499	5.788
SPAC29E6.09	SPAC29E6.09	viable	V	0.0	0.024	-0.06	0.012	-0.08
SPAC29E6.10c	nst1	viable	V	0.0	0.676	0.467	1.302	1.543
SPAC2C4.03c	smd2	inviable	E	0.0	1.867	5.814	5.272	6.248
SPAC2C4.05	cor1	viable	V	0.0	-0.068	0.34	0.73	1.174
SPAC2C4.06c	rcm1	viable	V	0.0	0.06	-0.044	0.008	-0.055
SPAC2C4.07c	dis32	viable	V	0.0	0.087	-0.102	-0.004	0.097
SPAC2C4.08	SPAC2C4.08	viable	V	0.0	-0.193	-0.647	-0.04	-0.53
SPAC2C4.09	SPAC2C4.09	viable	V	0.0	-0.154	0.062	-0.112	-0.022
SPAC2C4.10c	csc4	viable	V	0.0	-0.223	-0.058	0.031	0.045
SPAC2C4.12c	tpt1	inviable	E	0.0	1.477	4.444	5.79	6.406
SPAC2C4.15c	ubx2	viable	V	0.0	0.053	0.28	0.132	0.162
SPAC2C4.16c	rps801	viable	V	0.0	1.26	3.351	5.799	5.549
SPAC2C4.17c	msy2	viable	V	0.0	0.024	0.108	-0.039	-0.005
SPAC2E12.02	hsf1	inviable	E	0.0	4.005	5.651	6.237	6.701
SPAC2E12.03c	SPAC2E12.03c	viable	V	0.0	0.584	0.526	0.563	0.272
SPAC2E12.05	wtf1	unknown	Not_determined	0.0	-0.112	-0.073	-0.081	0.067
SPAC2E1P3.01	SPAC2E1P3.01	viable	V	0.0	0.044	0.169	0.741	0.114
SPAC2E1P3.02c	amt3	viable	V	0.0	-0.08	0.074	0.016	0.058
SPAC2E1P3.03c	Tf2-3	unknown	Not_determined	0.0	1.029	-0.409	1.133	0.214
SPAC2E1P3.04	cao1	viable	V	0.0	-0.105	-0.095	-0.224	-0.04
SPAC2E1P5.01c	mns1	viable	V	0.0	0.241	0.303	-0.155	0.29
SPAC2E1P5.03	erj5	viable	V	0.0	-0.022	0.017	-0.078	0.006
SPAC2E1P5.04c	cwg2	inviable	E	0.0	0.573	4.052	5.403	5.868
SPAC2E1P5.05	rrp9	inviable	E	0.0	2.432	5.231	5.722	6.458
SPAC2F3.01	imt1	viable	V	0.0	-0.018	-0.094	0.021	0.082
SPAC2F3.02	sec67	viable	V	0.0	0.244	0.411	1.117	0.749
SPAC2F3.03c	rpa49	inviable	E	0.0	0.91	3.329	4.778	6.291
SPAC2F3.04c	rim1	inviable	E	0.0	0.161	0.038	1.032	2.025
SPAC2F3.05c	SPAC2F3.05c	viable	V	0.0	0.168	0.097	-0.129	0.0
SPAC2F3.06c	kap104	condition-dependent	E	0.0	0.744	1.971	3.387	4.431
SPAC2F3.07c	SPAC2F3.07c	viable	V	0.0	-0.145	0.102	0.726	0.151
SPAC2F3.08	sut1	viable	V	0.0	0.123	-0.108	0.094	-0.074
SPAC2F3.09	hem1	condition-dependent	E	0.0	1.422	3.828	5.627	5.886
SPAC2F3.10	vps54	inviable	E	0.0	0.556	2.05	3.246	5.072
SPAC2F3.11	ppx1	viable	V	0.0	-0.26	-0.009	0.281	0.376
SPAC2F3.13c	qtr2	viable	V	0.0	0.241	-0.003	0.276	0.34
SPAC2F3.14c	saf2	inviable	E	0.0	1.001	3.024	4.264	5.306
SPAC2F3.15	lsk1	viable	V	0.0	0.232	0.161	0.436	0.54
SPAC2F3.16	SPAC2F3.16	viable	V	0.0	0.174	-0.132	0.142	0.122
SPAC2F3.17c	lsm6	inviable	E	0.0	1.678	3.52	5.557	6.025
SPAC2F3.18c	SPAC2F3.18c	viable	V	0.0	-0.037	0.17	-0.152	0.082
SPAC2F7.02c	psr1	viable	V	0.0	0.027	-0.064	0.056	-0.133
SPAC2F7.03c	pom1	viable	V	0.0	0.506	1.217	1.285	0.82
SPAC2F7.04	med1	viable	V	0.0	0.07	-0.072	0.116	0.158
SPAC2F7.05c	tif5	inviable	E	0.0	3.257	5.765	5.209	6.928
SPAC2F7.06c	pol4	viable	V	0.0	0.01	0.229	-0.046	0.051
SPAC2F7.07c	cph2	viable	V	0.0	0.333	1.155	1.611	1.54
SPAC2F7.08c	snf5	viable	V	0.0	0.197	0.614	0.867	1.179
SPAC2F7.09c	gep3	viable	V	0.0	0.047	0.162	0.273	0.318
SPAC2F7.10	akr1	viable	V	0.0	0.048	0.15	0.22	0.302
SPAC2F7.11	nrd1	viable	V	0.0	0.121	0.439	0.492	0.305
SPAC2F7.13c	wrs1	inviable	E	0.0	2.867	4.588	4.976	5.524
SPAC2F7.15	rsm24	inviable	E	0.0	0.676	1.801	4.622	6.67
SPAC2F7.16c	pld1	viable	Not_determined	0.0	0.016	0.07	-0.022	0.028
SPAC2F7.17	mrf1	viable	V	0.0	0.179	0.296	0.71	0.757
SPAC2G11.02	urb2	inviable	E	0.0	1.54	3.644	5.241	6.208
SPAC2G11.03c	vps45	viable	V	0.0	0.254	0.752	1.051	2.23
SPAC2G11.04	rbm17	viable	V	0.0	-0.034	-0.154	-0.03	-0.108
SPAC2G11.05c	alx1	viable	V	0.0	4.501	-0.006	0.449	0.118
SPAC2G11.06	vps4	viable	V	0.0	0.334	1.769	2.597	4.13
