gene_systematic_id	gene_name	type	evidence	qualifier	extension	reference	taxon	date
SPAC4G9.22		RNA	RNA-sequencing evidence	increased	during(GO:0006970)	PMID:33313903	4896	2021-01-11
SPAC4H3.01		RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC4H3.03c		protein	mass spectrometry evidence	increased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC4H3.03c		RNA	expression microarray evidence	increased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC4H3.03c		RNA	expression microarray evidence	increased	during(GO:0034605)	PMID:12529438	4896	2021-11-30
SPAC4H3.03c		RNA	expression microarray evidence	increased	during(GO:0071470)	PMID:12529438	4896	2021-11-30
SPAC4H3.03c		RNA	expression microarray evidence	increased	in presence of(CHEBI:50292)	PMID:12529438	4896	2021-11-30
SPAC4H3.03c		RNA	expression microarray evidence	increased	in presence of(CHEBI:25255)	PMID:12529438	4896	2021-11-30
SPAC4H3.03c		RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC4H3.03c		RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC4H3.03c		RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC4H3.03c		RNA	RNA-sequencing evidence	increased	during(GO:0042542)	PMID:33313903	4896	2021-01-11
SPAC4H3.03c		RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC4H3.03c		RNA	RNA-sequencing evidence	increased	during(GO:0006974)	PMID:33313903	4896	2021-01-11
SPAC4H3.03c		RNA	RNA-sequencing evidence	increased	during(GO:0006970)	PMID:33313903	4896	2021-01-11
SPAC4H3.03c		RNA	RNA-sequencing evidence	increased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC4H3.04c		protein	mass spectrometry evidence	increased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC4H3.04c		protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC4H3.04c		RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC4H3.04c		RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC4H3.04c		RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC4H3.04c		RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC4H3.06	rss1	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC4H3.07c	rdl2	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC4H3.07c	rdl2	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC4H3.08	fox2	protein	high throughput evidence used in manual assertion	decreased	during(GO:0031142)	PMID:39705284	4896	2025-04-04
SPAC4H3.08	fox2	protein	mass spectrometry evidence	increased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC4H3.08	fox2	protein	high throughput evidence used in manual assertion	increased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC4H3.08	fox2	RNA	expression microarray evidence	increased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC4H3.08	fox2	RNA	expression microarray evidence	increased	during(GO:0034605)	PMID:12529438	4896	2021-11-30
SPAC4H3.08	fox2	RNA	expression microarray evidence	increased	during(GO:0071470)	PMID:12529438	4896	2021-11-30
SPAC4H3.08	fox2	RNA	expression microarray evidence	increased	in presence of(CHEBI:50292)	PMID:12529438	4896	2021-11-30
SPAC4H3.08	fox2	RNA	expression microarray evidence	increased	in presence of(CHEBI:25255)	PMID:12529438	4896	2021-11-30
SPAC4H3.08	fox2	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC4H3.08	fox2	RNA	expression microarray evidence	increased	during(GO:0016036)	PMID:23231582	4896	2021-02-03
SPAC4H3.08	fox2	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC4H3.08	fox2	RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC4H3.08	fox2	RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC4H3.08	fox2	RNA	RNA-sequencing evidence	increased	during(GO:0006974)	PMID:33313903	4896	2021-01-11
SPAC4H3.08	fox2	RNA	RNA-sequencing evidence	increased	during(GO:0006970)	PMID:33313903	4896	2021-01-11
SPAC4H3.09		RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC4H3.09		RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC4H3.10c	pyk1	protein	mass spectrometry evidence	decreased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC4H3.10c	pyk1	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC4H3.10c	pyk1	ribosomal density	ribosome profiling evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC4H3.10c	pyk1	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC4H3.11c	ppc89	protein	high throughput evidence used in manual assertion	increased	during(GO:0007135)	PMID:39367033	4896	2024-11-01
SPAC4H3.11c	ppc89	RNA	experimental evidence	increased	during(GO:0051321)	PMID:16303567	4896	2010-01-03
SPAC4H3.13	pcc1	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC4H3.17		RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC4H3.17		RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC513.01c	eft201	protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC513.01c	eft201	protein	western blot evidence used in manual assertion	unchanged	during(GO:0034599)	PMID:18065650	4896	2017-09-29
SPAC513.01c	eft201	protein	western blot evidence used in manual assertion	unchanged	during(GO:0006995)	PMID:18065650	4896	2017-09-29
SPAC513.01c	eft201	protein	western blot evidence used in manual assertion	unchanged	during(GO:0071470)	PMID:18065650	4896	2017-09-29
SPAC513.01c	eft201	ribosomal density	ribosome profiling evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC513.01c	eft201	ribosomal density	ribosome profiling evidence	decreased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC513.01c	eft201	ribosomal density	ribosome profiling evidence	decreased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC513.01c	eft201	RNA	RNA-sequencing evidence	increased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC513.02		protein	mass spectrometry evidence	increased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC513.02		protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC513.02		protein	high throughput evidence used in manual assertion	increased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC513.02		RNA	expression microarray evidence	increased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC513.02		RNA	expression microarray evidence	increased	during(GO:0034605)	PMID:12529438	4896	2021-11-30
SPAC513.02		RNA	expression microarray evidence	increased	during(GO:0071470)	PMID:12529438	4896	2021-11-30
SPAC513.02		RNA	expression microarray evidence	increased	in presence of(CHEBI:50292)	PMID:12529438	4896	2021-11-30
SPAC513.02		RNA	expression microarray evidence	increased	in presence of(CHEBI:25255)	PMID:12529438	4896	2021-11-30
SPAC513.02		RNA	expression microarray evidence	increased	during(GO:0016036)	PMID:23231582	4896	2021-02-03
SPAC513.02		RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC513.02		RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC513.02		RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC513.02		RNA	RNA-sequencing evidence	increased	during(GO:0042542)	PMID:33313903	4896	2021-01-11
SPAC513.02		RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC513.02		RNA	RNA-sequencing evidence	increased	during(GO:0006974)	PMID:33313903	4896	2021-01-11
SPAC513.02		RNA	RNA-sequencing evidence	increased	during(GO:0006970)	PMID:33313903	4896	2021-01-11
SPAC513.03	mfm2	RNA	expression microarray evidence	decreased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC513.03	mfm2	RNA	expression microarray evidence	decreased	during(GO:0034605)	PMID:12529438	4896	2021-11-30
SPAC513.03	mfm2	RNA	expression microarray evidence	decreased	during(GO:0071470)	PMID:12529438	4896	2021-11-30
SPAC513.03	mfm2	RNA	expression microarray evidence	decreased	in presence of(CHEBI:50292)	PMID:12529438	4896	2021-11-30
SPAC513.03	mfm2	RNA	expression microarray evidence	decreased	in presence of(CHEBI:25255)	PMID:12529438	4896	2021-11-30
SPAC513.03	mfm2	RNA	RNA-sequencing evidence	decreased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC513.03	mfm2	RNA	northern assay evidence used in manual assertion	increased	in(CL:0002674),during(GO:0006995)	PMID:8196631	4896	2012-02-08
SPAC513.03	mfm2	RNA	northern assay evidence used in manual assertion	increased	in(CL:0002674),during(GO:0071444)	PMID:8196631	4896	2012-02-08
SPAC513.05	ams1	protein	mass spectrometry evidence	increased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC513.05	ams1	protein	high throughput evidence used in manual assertion	increased	during(GO:0007135)	PMID:39367033	4896	2024-11-01
SPAC513.05	ams1	protein	high throughput evidence used in manual assertion	increased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC513.05	ams1	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC513.06c	dhd1	protein	high throughput evidence used in manual assertion	decreased	during(GO:0031142)	PMID:39705284	4896	2025-04-04
SPAC513.06c	dhd1	protein	high throughput evidence used in manual assertion	increased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC513.06c	dhd1	RNA	expression microarray evidence	increased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC513.07		protein	mass spectrometry evidence	decreased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC513.07		protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC513.07		protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC513.07		RNA	expression microarray evidence	increased	in presence of(CHEBI:47600)	PMID:22840777	4896	2012-10-18
SPAC513.07		RNA	expression microarray evidence	increased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC513.07		RNA	expression microarray evidence	increased	during(GO:0034605)	PMID:12529438	4896	2021-11-30
SPAC513.07		RNA	expression microarray evidence	increased	during(GO:0071470)	PMID:12529438	4896	2021-11-30
SPAC513.07		RNA	expression microarray evidence	increased	in presence of(CHEBI:50292)	PMID:12529438	4896	2021-11-30
SPAC513.07		RNA	expression microarray evidence	increased	in presence of(CHEBI:25255)	PMID:12529438	4896	2021-11-30
SPAC513.07		RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC513.07		RNA	expression microarray evidence	increased	during(GO:0016036)	PMID:23231582	4896	2021-02-03
SPAC513.07		RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC513.07		RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC513.07		RNA	RNA-sequencing evidence	increased	during(GO:0042542)	PMID:33313903	4896	2021-01-11
SPAC513.07		RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC513.07		RNA	RNA-sequencing evidence	increased	during(GO:0006970)	PMID:33313903	4896	2021-01-11
SPAC521.02	wss1	protein	mass spectrometry evidence	decreased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC521.03		protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC521.03		RNA	expression microarray evidence	increased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC521.03		RNA	expression microarray evidence	increased	during(GO:0034605)	PMID:12529438	4896	2021-11-30
SPAC521.03		RNA	expression microarray evidence	increased	during(GO:0071470)	PMID:12529438	4896	2021-11-30
SPAC521.03		RNA	expression microarray evidence	increased	in presence of(CHEBI:50292)	PMID:12529438	4896	2021-11-30
SPAC521.03		RNA	expression microarray evidence	increased	in presence of(CHEBI:25255)	PMID:12529438	4896	2021-11-30
SPAC521.03		RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC521.03		RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC521.04c	sst1	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC521.04c	sst1	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC521.04c	sst1	RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC521.05	rps802	protein	mass spectrometry evidence	decreased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC521.05	rps802	ribosomal density	ribosome profiling evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC521.05	rps802	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC56E4.02c	alg13	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC56E4.02c	alg13	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC56E4.03		protein	mass spectrometry evidence	decreased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC56E4.03		protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC56E4.03		protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC56E4.03		RNA	expression microarray evidence	increased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC56E4.03		RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC56E4.03		RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC56E4.03		RNA	RNA-sequencing evidence	increased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC56E4.04c	cut6	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC56E4.04c	cut6	protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC56E4.04c	cut6	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC56E4.04c	cut6	RNA	quantitative PCR	fluctuates	during(GO:0000278)	PMID:27687771	4896	2016-12-06
SPAC56E4.04c	cut6	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC56E4.04c	cut6	RNA	RNA-sequencing evidence	increased	in presence of(CHEBI:171741)	PMID:38780300	4896	2024-09-18
SPAC56E4.05	snd2	protein	mass spectrometry evidence	increased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC56E4.05	snd2	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC56E4.05	snd2	RNA	experimental evidence	increased	during(GO:0051321)	PMID:16303567	4896	2010-01-03
SPAC56E4.06c	ggt2	protein	reporter gene assay evidence	increased	during(GO:0006995)	PMID:16202243	4896	2014-08-06
SPAC56E4.06c	ggt2	protein	reporter gene assay evidence	increased	during(GO:0071500)	PMID:16202243	4896	2014-08-06
SPAC56E4.06c	ggt2	protein	reporter gene assay evidence	increased	during(GO:0034599)	PMID:16202243	4896	2014-08-06
SPAC56E4.06c	ggt2	protein	reporter gene assay evidence	increased	in presence of(CHEBI:29321)	PMID:16202243	4896	2014-08-06
SPAC56E4.06c	ggt2	protein	reporter gene assay evidence	increased	during(GO:0070301)	PMID:16202243	4896	2014-08-06
SPAC56E4.06c	ggt2	protein	reporter gene assay evidence	increased	during(GO:0042149)	PMID:16202243	4896	2014-08-06
SPAC56E4.06c	ggt2	RNA	northern assay evidence used in manual assertion	increased	in presence of(CHEBI:29321)	PMID:16202243	4896	2014-08-06
SPAC56E4.06c	ggt2	RNA	northern assay evidence used in manual assertion	increased	during(GO:0071500)	PMID:16202243	4896	2014-08-06
SPAC56E4.06c	ggt2	RNA	northern assay evidence used in manual assertion	increased	during(GO:0042149)	PMID:16202243	4896	2014-08-06
SPAC56E4.06c	ggt2	RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC56E4.07		RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC56F8.03	tif52	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC56F8.03	tif52	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC56F8.05c	mug64	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC56F8.05c	mug64	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC56F8.05c	mug64	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC56F8.05c	mug64	RNA	experimental evidence	increased	during(GO:0051321)	PMID:16303567	4896	2010-01-03
SPAC56F8.06c	alg10	protein	mass spectrometry evidence	increased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC56F8.06c	alg10	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC56F8.07	ema19	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC56F8.07	ema19	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC56F8.08	mud1	ribosomal density	ribosome profiling evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC56F8.09	rrp8	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC56F8.09	rrp8	RNA	expression microarray evidence	decreased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC56F8.09	rrp8	RNA	expression microarray evidence	decreased	during(GO:0034605)	PMID:12529438	4896	2021-11-30
SPAC56F8.09	rrp8	RNA	expression microarray evidence	decreased	during(GO:0071470)	PMID:12529438	4896	2021-11-30
SPAC56F8.09	rrp8	RNA	expression microarray evidence	decreased	in presence of(CHEBI:50292)	PMID:12529438	4896	2021-11-30
SPAC56F8.09	rrp8	RNA	expression microarray evidence	decreased	in presence of(CHEBI:25255)	PMID:12529438	4896	2021-11-30
SPAC56F8.09	rrp8	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC56F8.09	rrp8	RNA	RNA-sequencing evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC56F8.09	rrp8	RNA	RNA-sequencing evidence	decreased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC56F8.10	met9	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC56F8.10	met9	protein	high throughput evidence used in manual assertion	decreased	during(GO:0006995)	PMID:39705284	4896	2025-04-04
SPAC56F8.10	met9	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC56F8.11	spc3	ribosomal density	ribosome profiling evidence	decreased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC56F8.11	spc3	RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC56F8.12		RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC56F8.13		RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC56F8.13		RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC56F8.14c	mug115	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC56F8.14c	mug115	RNA	experimental evidence	increased	during(GO:0051321)	PMID:16303567	4896	2010-01-03
SPAC56F8.14c	mug115	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC56F8.14c	mug115	RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC56F8.15		RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC56F8.16	esc1	RNA	northern assay evidence used in manual assertion	increased	during(GO:0006995)	PMID:8381348	4896	2016-10-11
SPAC56F8.16	esc1	RNA	expression microarray evidence	increased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC56F8.16	esc1	RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC56F8.16	esc1	RNA	RNA-sequencing evidence	increased	during(GO:0016036)	PMID:36794724	4896	2023-08-21
SPAC57A10.02	cdr2	protein	western blot evidence used in manual assertion	absent	during(GO:0006995)	PMID:9843572	4896	2017-04-28
SPAC57A10.02	cdr2	protein	western blot evidence used in manual assertion	constant	during(GO:0000278)	PMID:24508166	4896	2015-02-23
SPAC57A10.02	cdr2	protein	western blot evidence used in manual assertion	decreased	during(GO:0006995)	PMID:9843577	4896	2019-11-06
SPAC57A10.02	cdr2	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC57A10.02	cdr2	protein	western blot evidence used in manual assertion	present	during(GO:0000278)	PMID:24508166	4896	2015-02-23
SPAC57A10.02	cdr2	ribosomal density	ribosome profiling evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC57A10.02	cdr2	ribosomal density	ribosome profiling evidence	decreased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC57A10.03	cyp1	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC57A10.04	mug10	RNA	experimental evidence	increased	during(GO:0051321)	PMID:16303567	4896	2010-01-03
SPAC57A10.04	mug10	RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC57A10.05c	pof1	RNA	expression microarray evidence	increased	in presence of(CHEBI:50292)	PMID:12529438	4896	2021-11-30
SPAC57A10.05c	pof1	RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC57A10.06	mug15	protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC57A10.06	mug15	RNA	experimental evidence	increased	during(GO:0051321)	PMID:16303567	4896	2010-01-03
SPAC57A10.07		RNA	RNA-sequencing evidence	decreased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC57A10.07		RNA	RNA-sequencing evidence	decreased	in presence of(CHEBI:40036)	PMID:36478272	4896	2025-05-21
SPAC57A10.08c		protein	mass spectrometry evidence	increased	in presence of(CHEBI:15361),in absence of(CHEBI:17234)	PMID:31626996	4896	2021-01-31
SPAC57A10.08c		protein	high throughput evidence used in manual assertion	increased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC57A10.08c		RNA	RNA-sequencing evidence	increased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC57A10.08c		RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC57A10.09c	nhp6	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC57A10.09c	nhp6	RNA	expression microarray evidence	increased	during(GO:0034599)	PMID:12529438	4896	2021-11-30
SPAC57A10.09c	nhp6	RNA	expression microarray evidence	increased	during(GO:0034605)	PMID:12529438	4896	2021-11-30
SPAC57A10.09c	nhp6	RNA	expression microarray evidence	increased	during(GO:0071470)	PMID:12529438	4896	2021-11-30
SPAC57A10.09c	nhp6	RNA	expression microarray evidence	increased	in presence of(CHEBI:50292)	PMID:12529438	4896	2021-11-30
SPAC57A10.09c	nhp6	RNA	expression microarray evidence	increased	in presence of(CHEBI:25255)	PMID:12529438	4896	2021-11-30
SPAC57A10.09c	nhp6	RNA	expression microarray evidence	increased	during(GO:0016036)	PMID:23231582	4896	2021-02-03
SPAC57A10.09c	nhp6	RNA	expression microarray evidence	increased	during(GO:1903832)	PMID:29432178	4896	2018-03-09
SPAC57A10.09c	nhp6	RNA	RNA-sequencing evidence	increased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC57A10.09c	nhp6	RNA	RNA-sequencing evidence	increased	during(GO:0042542)	PMID:33313903	4896	2021-01-11
SPAC57A10.09c	nhp6	RNA	RNA-sequencing evidence	increased	during(GO:0009408)	PMID:33313903	4896	2021-01-11
SPAC57A10.09c	nhp6	RNA	RNA-sequencing evidence	increased	during(GO:0006970)	PMID:33313903	4896	2021-01-11
SPAC57A10.10c	sla1	protein	western blot evidence used in manual assertion	decreased	during(GO:0006279)	PMID:14665462	4896	2015-01-12
SPAC57A10.10c	sla1	protein	western blot evidence used in manual assertion	decreased	during(GO:0007127)	PMID:14665462	4896	2015-01-12
SPAC57A10.10c	sla1	protein	high throughput evidence used in manual assertion	decreased	during(GO:0007127)	PMID:39367033	4896	2024-11-01
SPAC57A10.10c	sla1	protein	western blot evidence used in manual assertion	increased	during(GO:0007135)	PMID:14665462	4896	2015-01-12
SPAC57A10.10c	sla1	protein	western blot evidence used in manual assertion	present	during(GO:0022620)	PMID:14665462	4896	2015-01-12
SPAC57A10.10c	sla1	RNA	northern assay evidence used in manual assertion	constant	during(GO:0051321)	PMID:14665462	4896	2015-01-12
SPAC57A10.10c	sla1	RNA	expression microarray evidence	decreased	during(GO:0071456)	PMID:16537923	4896	2020-12-07
SPAC57A10.10c	sla1	RNA	RNA-sequencing evidence	decreased	during(GO:0044838)	PMID:27984744	4896	2021-07-14
SPAC57A10.10c	sla1	RNA	RNA-sequencing evidence	decreased	during(GO:0071276)	PMID:33313903	4896	2021-01-11
SPAC57A10.10c	sla1	RNA	northern assay evidence used in manual assertion	unchanged	during(GO:0051321)	PMID:14665462	4896	2015-01-12
