Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	YES0	YES1	YES2	YES3	YES4	YES5	YES6
SPAC23C4.08	rho3	condition-dependent	V	0.0	0.171	0.278	0.681	0.33	0.516	0.885
SPAC23C4.09c	SPAC23C4.09c	viable	V	0.0	0.044	-0.166	0.089	0.74	0.202	0.566
SPAC23C4.10	sec2	inviable	E	0.0	1.743	2.707	3.82	3.805	3.851	3.922
SPAC23C4.11	atp18	viable	V	0.0	0.745	0.423	0.826	0.98	1.91	1.703
SPAC23C4.12	hhp2	viable	V	0.0	0.333	0.641	0.718	0.863	0.96	0.827
SPAC23C4.13	bet1	inviable	E	0.0	2.581	4.984	4.966	5.389	4.718	5.555
SPAC23C4.14	alg1	inviable	E	0.0	0.84	3.27	4.218	4.307	4.322	4.329
SPAC23C4.15	rpb5	inviable	E	0.0	1.74	3.929	3.923	3.902	4.225	3.773
SPAC23C4.16c	atg15	viable	V	0.0	0.233	-0.33	0.626	0.414	0.296	-0.304
SPAC23C4.17	trm402	viable	V	0.0	-0.122	-0.199	-0.129	0.252	-0.043	-0.036
SPAC23C4.18c	rad4	inviable	E	0.0	2.706	4.074	4.364	4.329	4.563	4.888
SPAC23C4.19	spt5	inviable	E	0.0	1.342	2.48	3.046	2.975	3.355	3.138
SPAC23D3.01	pdp3	viable	V	0.0	0.457	0.65	1.244	0.6	0.85	1.041
SPAC23D3.02	rfc2	inviable	E	0.0	0.136	1.74	3.751	4.388	4.16	4.435
SPAC23D3.03c	SPAC23D3.03c	viable	V	0.0	-0.269	-0.161	-0.162	-0.655	-0.389	-0.231
SPAC23D3.04c	gpd2	viable	V	0.0	1.929	1.929	1.929	0.929	0.025	1.064
SPAC23D3.06c	nup146	inviable	E	0.0	2.167	3.645	3.771	3.805	3.994	4.016
SPAC23D3.07	pup1	inviable	E	0.0	1.738	3.672	4.759	4.84	4.861	4.766
SPAC23D3.08	usp108	inviable	E	0.0	0.314	1.149	1.87	2.091	2.375	2.342
SPAC23D3.09	arp42	viable	V	0.0	0.273	0.815	1.78	2.354	3.133	3.4
SPAC23D3.10c	eng2	viable	V	0.0	-0.432	0.426	0.426	0.017	0.186	0.064
SPAC23D3.11	ayr1	viable	V	0.0	0.427	0.207	0.889	0.073	-0.192	0.792
SPAC23D3.12	pho842	viable	V	0.0	0.533	0.531	0.695	0.798	1.013	0.802
SPAC23D3.13c	SPAC23D3.13c	viable	V	0.0	0.188	0.262	0.291	0.305	0.519	0.538
SPAC23D3.14c	aah2	viable	Not_determined	0.0	0.034	0.298	0.45	-0.346	0.556	0.858
SPAC23D3.16	lam4	viable	Not_determined	0.0	1.047	2.6	3.267	4.041	4.162	3.519
SPAC23E2.01	fep1	viable	V	0.0	0.223	0.588	0.958	0.821	0.737	1.047
SPAC23E2.02	lsd2	inviable	E	0.0	0.412	1.155	2.534	3.375	3.423	3.604
SPAC23E2.03c	sms1	viable	V	0.0	-0.032	0.588	1.042	0.522	1.205	0.339
SPAC23G3.01	rpb2	inviable	E	0.0	2.097	3.629	4.314	4.011	4.366	4.449
SPAC23G3.02c	sib1	viable	V	0.0	0.011	0.149	0.217	0.251	0.388	0.308
SPAC23G3.03	sib2	viable	V	0.0	-0.107	-0.168	-0.113	-0.197	-0.329	-0.294
SPAC23G3.04	ies4	viable	V	0.0	0.027	-0.662	0.018	-0.411	-0.213	-0.19
SPAC23G3.05c	SPAC23G3.05c	viable	V	0.0	-0.162	-0.382	-0.528	-0.46	-0.365	-0.434
SPAC23G3.06	nop58	inviable	E	0.0	2.135	3.592	3.951	4.413	4.039	4.434
SPAC23G3.07c	snf30	viable	V	0.0	0.561	1.213	0.845	0.813	0.664	0.455
SPAC23G3.08c	ubp7	viable	V	0.0	-0.011	0.207	0.353	0.284	0.468	0.489
SPAC23G3.09	taf4	inviable	E	0.0	0.181	1.429	2.334	2.782	3.01	2.564
SPAC23G3.10c	ssr3	condition-dependent	V	0.0	0.27	1.119	2.125	3.106	4.174	4.456
SPAC23G3.11	rpn6	inviable	E	0.0	1.956	3.284	3.816	3.814	4.096	3.832
SPAC23G3.12c	htr12	viable	V	0.0	0.191	0.487	0.527	0.659	1.13	0.563
SPAC23H3.02c	ini1	inviable	E	0.0	1.329	3.147	3.147	2.147	3.147	3.147
SPAC23H3.03c	npr2	viable	V	0.0	0.259	1.13	2.945	4.63	5.462	5.382
SPAC23H3.04	SPAC23H3.04	viable	V	0.0	-0.127	-0.033	0.371	0.127	0.361	0.411
SPAC23H3.05c	swd1	viable	V	0.0	-0.12	0.225	0.198	-0.886	1.698	1.698
SPAC23H3.06	apl6	viable	V	0.0	0.385	0.796	1.102	1.119	1.224	1.234
SPAC23H3.08c	bub3	viable	V	0.0	0.047	0.42	0.341	0.142	0.091	0.049
SPAC23H3.09c	gly1	viable	V	0.0	1.231	2.227	2.909	3.7	4.422	5.381
SPAC23H3.10	ssr2	inviable	E	0.0	0.436	1.736	2.825	3.149	3.709	3.684
SPAC23H3.11c	max1	viable	V	0.0	0.269	0.599	0.628	0.873	0.298	0.627
SPAC23H3.12c	SPAC23H3.12c	viable	V	0.0	0.777	1.385	0.776	0.744	0.373	1.399
SPAC23H3.13c	gpa2	viable	V	0.0	0.388	0.886	1.651	1.893	2.206	2.81
SPAC23H3.14	avl9	viable	V	0.0	-0.189	-0.151	-0.156	-0.399	-0.225	0.072
SPAC23H4.01c	osh3	viable	V	0.0	-0.138	0.035	-0.106	0.897	0.861	2.289
SPAC23H4.02	ppk9	viable	V	0.0	0.045	0.062	0.557	0.559	0.052	0.263
SPAC23H4.03c	erv25	inviable	E	0.0	2.171	2.515	3.989	2.404	3.989	3.989
SPAC23H4.04	slm3	inviable	E	0.0	0.182	0.251	1.575	3.192	3.947	4.429
SPAC23H4.06	gln1	inviable	E	0.0	3.204	3.387	4.32	4.428	4.953	4.531
SPAC23H4.07c	srp102	inviable	E	0.0	1.815	3.513	3.505	3.816	3.668	3.907
SPAC23H4.08	iwr1	viable	V	0.0	0.2	0.223	1.027	1.262	1.199	1.49
SPAC23H4.09	cdb4	viable	V	0.0	0.35	0.151	0.305	0.647	1.134	1.441
SPAC23H4.10c	thi4	viable	V	0.0	0.124	0.246	0.544	0.21	0.195	0.01
SPAC23H4.11c	cnl2	inviable	E	0.0	-0.075	1.393	2.851	3.652	4.013	3.814
SPAC23H4.12	alp13	condition-dependent	V	0.0	0.496	0.704	1.338	1.351	1.867	2.357
SPAC23H4.13c	SPAC23H4.13c	unknown	Not_determined	0.0	-0.261	0.049	0.898	0.886	-0.536	0.273
SPAC23H4.14	vam6	viable	V	0.0	0.336	0.795	2.169	3.123	3.889	4.265
SPAC23H4.15	tsr1	inviable	E	0.0	2.012	3.757	4.251	4.804	4.699	4.819
SPAC23H4.16c	not11	viable	V	0.0	-0.316	-0.072	0.599	0.853	0.865	0.348
SPAC23H4.17c	srb10	viable	V	0.0	-0.084	0.732	0.619	0.5	0.603	0.381
SPAC23H4.18c	rbx1	inviable	E	0.0	1.337	2.761	3.912	4.393	4.908	4.781
SPAC23H4.21	SPAC23H4.21	unknown	Not_determined	0.0	0.301	0.031	0.128	0.147	0.137	0.058
SPAC24B11.05	SPAC24B11.05	viable	V	0.0	-0.058	-0.126	-0.128	-0.066	-0.118	-0.139
SPAC24B11.06c	sty1	viable	V	0.0	-0.084	0.165	0.532	0.867	1.073	1.425
SPAC24B11.07c	SPAC24B11.07c	viable	V	0.0	2.681	2.312	1.293	1.499	1.802	1.933
SPAC24B11.09	mpc2	viable	V	0.0	1.298	1.373	1.519	2.342	2.28	2.522
SPAC24B11.10c	cfh1	viable	V	0.0	0.489	0.108	0.798	0.954	0.974	0.647
SPAC24B11.11c	sid2	inviable	E	0.0	0.629	2.706	4.194	4.353	4.748	4.422
SPAC24B11.12c	dnf2	viable	V	0.0	0.383	0.633	0.885	1.006	1.039	1.006
SPAC24B11.13	hem3	viable	V	0.0	1.073	3.253	4.536	4.521	5.143	5.499
SPAC24B11.14	SPAC24B11.14	unknown	Not_determined	0.0	0.427	-0.251	0.744	0.571	0.293	0.287
SPAC24C9.03	mvd1	inviable	E	0.0	1.748	3.071	3.099	3.131	3.077	3.121
SPAC24C9.04	med9	inviable	E	0.0	-0.172	0.07	0.224	0.638	0.997	1.017
SPAC24C9.06c	aco1	inviable	E	0.0	0.809	2.247	3.322	3.762	4.096	3.938
SPAC24C9.07c	bgs2	viable	V	0.0	0.19	0.464	0.548	0.379	0.506	0.389
SPAC24C9.08	cps1	viable	V	0.0	-0.095	0.058	0.898	0.81	0.557	0.777
SPAC24C9.09	SPAC24C9.09	inviable	E	0.0	0.27	0.798	2.987	3.836	4.327	4.258
SPAC24C9.10c	mrp4	inviable	E	0.0	0.114	3.284	1.982	3.202	4.202	4.202
SPAC24C9.11	sgd1	inviable	E	0.0	1.52	3.622	4.48	4.445	4.549	4.827
SPAC24C9.12c	shm1	viable	V	0.0	0.149	0.233	0.059	0.401	0.528	0.495
SPAC24C9.14	otu1	viable	V	0.0	-0.061	-0.261	0.04	-0.189	-0.339	-0.081
SPAC24C9.15c	spn5	viable	V	0.0	-0.252	-0.345	-0.474	-0.451	-0.467	-0.509
SPAC24C9.16c	cox8	viable	V	0.0	-0.079	0.338	0.436	0.466	0.116	1.717
SPAC24H6.01c	gup1	inviable	E	0.0	0.628	2.47	3.595	4.296	4.632	4.381
SPAC24H6.02c	zim17	viable	V	0.0	-0.084	0.261	-0.024	-0.216	0.86	0.013
SPAC24H6.03	cul3	viable	V	0.0	0.162	0.257	0.514	0.314	0.455	0.376
SPAC24H6.04	hxk1	viable	V	0.0	0.378	0.285	0.039	0.373	0.573	1.434
SPAC24H6.05	cdc25	inviable	E	0.0	1.526	2.706	3.388	3.608	4.02	3.886
SPAC24H6.06	sld3	inviable	E	0.0	2.135	3.146	3.659	3.621	3.866	3.767
SPAC24H6.08	SPAC24H6.08	viable	V	0.0	-0.114	0.186	0.397	0.784	-0.079	-0.012
SPAC24H6.09	gef1	viable	V	0.0	0.254	0.529	0.497	0.371	0.332	0.327
SPAC24H6.10c	aro4	viable	V	0.0	-0.12	-0.176	-0.521	-1.761	-0.206	-1.369
SPAC24H6.11c	vsb1	viable	V	0.0	-0.095	-0.347	-0.256	-0.33	-0.296	-0.43
SPAC24H6.12c	uba3	inviable	E	0.0	0.255	1.303	2.993	4.416	4.306	4.136
SPAC24H6.13	SPAC24H6.13	viable	V	0.0	0.096	0.146	0.191	0.355	0.528	0.918
SPAC25A8.01c	fft3	condition-dependent	V	0.0	0.177	0.522	0.779	1.535	2.266	2.141
SPAC25A8.02	atg14	viable	V	0.0	0.94	1.201	2.202	2.412	1.602	1.656
SPAC25A8.03c	SPAC25A8.03c	viable	V	0.0	-0.195	0.088	0.455	0.258	0.051	0.178
SPAC25B8.02	sds3	inviable	E	0.0	0.326	1.081	1.859	2.699	3.096	3.649
SPAC25B8.03	psd2	viable	V	0.0	0.241	0.807	0.517	0.845	0.417	0.572
SPAC25B8.04c	mss51	viable	V	0.0	0.216	0.894	0.582	1.144	0.887	0.906
SPAC25B8.05	deg1	viable	V	0.0	0.635	0.763	1.629	1.707	2.055	2.598
SPAC25B8.06c	dia4	condition-dependent	E	0.0	0.159	0.98	2.688	2.86	3.019	3.822
SPAC25B8.07c	rcf1	viable	V	0.0	0.076	-0.395	-0.43	-0.128	0.238	-1.363
SPAC25B8.08	SPAC25B8.08	viable	V	0.0	-0.097	0.383	0.367	0.182	0.254	0.388
SPAC25B8.09	SPAC25B8.09	viable	V	0.0	-0.193	-0.11	-0.021	-0.5	-0.009	0.064
SPAC25B8.10	SPAC25B8.10	viable	V	0.0	0.418	-0.868	-0.238	-0.914	-1.168	-0.666
SPAC25B8.11	SPAC25B8.11	viable	V	0.0	-0.118	0.01	0.161	-0.158	-0.153	-0.42
SPAC25B8.12c	SPAC25B8.12c	viable	Not_determined	0.0	1.197	2.112	2.297	4.775	4.775	4.775
SPAC25B8.13c	isp7	viable	V	0.0	0.01	0.459	0.463	0.428	0.26	0.338
SPAC25B8.14	mal2	inviable	E	0.0	0.742	1.717	2.964	4.301	4.301	4.301
SPAC25B8.15c	tyw3	viable	V	0.0	0.638	0.719	2.239	1.417	2.802	2.338
SPAC25B8.16	pop100	inviable	E	0.0	1.895	3.061	4.834	4.277	4.637	4.604
SPAC25B8.17	ypf1	viable	V	0.0	0.578	-0.244	1.135	0.411	0.071	0.176
SPAC25B8.19c	loz1	viable	V	0.0	0.496	-0.306	1.636	1.048	1.636	2.064
SPAC25B8.20	smp1	viable	Not_determined	0.0	2.663	0.218	2.663	1.663	0.444	1.799
SPAC25G10.02	cce1	viable	V	0.0	0.097	-0.117	-0.286	-0.486	-0.565	0.023
SPAC25G10.03	zip1	condition-dependent	V	0.0	1.264	2.724	3.053	2.938	3.697	4.573
SPAC25G10.04c	rec10	viable	V	0.0	0.037	-0.062	-0.07	0.055	0.072	0.178
SPAC25G10.05c	his1	viable	V	0.0	0.036	0.189	0.354	0.338	0.356	0.49
SPAC25G10.06	rps2801	viable	V	0.0	1.643	2.756	3.617	4.257	4.822	4.745
SPAC25G10.07c	cut7	condition-dependent	E	0.0	1.536	2.562	3.654	3.35	3.513	3.5
SPAC25G10.08	tif302	inviable	E	0.0	2.764	3.482	3.884	4.022	4.104	4.36
SPAC25G10.09c	pan1	viable	V	0.0	1.117	2.587	3.573	3.952	4.029	3.862
SPAC25H1.02	jmj1	viable	V	0.0	0.732	0.604	0.897	0.926	0.826	0.428
SPAC25H1.04	mug105	viable	V	0.0	0.1	-0.46	-0.252	-0.467	-0.176	-0.549
SPAC25H1.05	meu29	viable	V	0.0	0.473	0.777	1.603	1.408	2.41	2.176
SPAC25H1.06	pcf3	viable	V	0.0	-0.135	1.108	1.578	0.604	0.753	1.166
SPAC25H1.07	emc1	viable	V	0.0	0.2	-0.011	0.118	0.306	0.493	1.167
SPAC25H1.08c	sqt1	inviable	E	0.0	0.666	1.75	3.666	1.433	2.699	3.202
SPAC25H1.09	mde5	viable	V	0.0	0.521	-0.614	-0.175	-0.237	-0.465	0.846
SPAC25H1.10c	atp19	viable	Not_determined	0.0	0.967	1.312	0.881	1.785	0.307	2.785
SPAC26A3.01	sxa1	viable	V	0.0	0.408	0.324	1.157	0.766	0.885	0.344
SPAC26A3.02	myh1	viable	V	0.0	0.084	0.229	0.843	0.864	0.86	0.972
SPAC26A3.03c	rmi1	inviable	E	0.0	0.037	2.032	2.672	2.623	3.097	3.221
SPAC26A3.05	chc1	inviable	E	0.0	1.549	2.976	3.164	3.277	3.426	3.223
SPAC26A3.06	bud23	viable	V	0.0	-0.449	0.875	1.1	0.149	1.415	1.528
SPAC26A3.09c	rga2	viable	V	0.0	0.038	0.134	0.827	0.478	0.549	0.735
SPAC26A3.10	cnt6	viable	V	0.0	-0.265	-0.033	-0.186	-0.044	0.006	-0.276
SPAC26A3.11	SPAC26A3.11	viable	V	0.0	-0.014	0.493	0.423	0.286	-0.151	0.401
SPAC26A3.12c	dhp1	inviable	E	0.0	1.937	3.089	3.385	3.629	3.571	3.62
SPAC26A3.14c	atg44	viable	V	0.0	1.246	-0.318	0.627	0.127	0.627	1.263
SPAC26A3.15c	nsp1	inviable	E	0.0	2.238	2.888	3.096	3.25	3.011	3.25
SPAC26A3.16	dsk2	viable	V	0.0	-0.092	-0.04	0.005	-0.239	-0.171	-0.174
SPAC26A3.17c	rmt2	viable	V	0.0	0.322	0.484	0.353	1.176	0.821	0.776
SPAC26F1.01	sec74	viable	V	0.0	-0.072	-0.773	0.02	-0.356	-0.074	-0.567
SPAC26F1.02	pnn1	viable	V	0.0	0.867	0.986	0.684	0.727	0.829	0.998
SPAC26F1.03	pda1	inviable	E	0.0	1.041	1.868	2.724	4.101	4.42	4.75
SPAC26F1.04c	etr1	viable	V	0.0	-0.078	0.133	0.11	0.506	2.225	3.893
SPAC26F1.05	mug106	viable	V	0.0	0.172	0.792	0.948	1.06	0.178	0.101
SPAC26F1.06	gpm1	inviable	E	0.0	2.709	4.381	5.341	5.321	4.852	5.284
SPAC26F1.07	SPAC26F1.07	viable	V	0.0	0.243	0.555	0.489	0.529	0.367	0.076
SPAC26F1.08c	SPAC26F1.08c	viable	V	0.0	0.418	0.234	0.802	0.697	0.587	0.499
SPAC26F1.09	gyp51	viable	V	0.0	0.398	0.446	0.838	0.672	0.967	0.991
SPAC26F1.10c	pyp1	viable	V	0.0	0.644	0.862	0.992	1.059	1.483	2.059
SPAC26F1.11	SPAC26F1.11	unknown	Not_determined	0.0	0.128	0.281	1.225	0.141	-0.162	0.934
SPAC26F1.12c	hgh1	viable	V	0.0	0.043	0.167	0.313	0.458	0.584	0.673
SPAC26F1.13c	lrs1	inviable	E	0.0	2.341	2.703	3.671	4.022	3.459	4.022
SPAC26F1.14c	aif1	viable	V	0.0	0.771	0.235	1.962	1.898	1.962	1.107
SPAC26H5.02c	mgs1	viable	V	0.0	-0.072	0.238	0.141	0.112	0.545	0.435
SPAC26H5.03	pcf2	viable	V	0.0	0.188	0.165	0.138	0.315	0.57	0.692
SPAC26H5.04	gid5	viable	V	0.0	-0.049	0.828	0.568	1.247	1.094	1.172
SPAC26H5.05	mga2	viable	V	0.0	0.53	0.937	1.589	2.4	3.024	3.123
SPAC26H5.06	pot1	condition-dependent	E	0.0	0.173	0.874	2.342	3.167	3.951	4.077
SPAC26H5.07c	SPAC26H5.07c	viable	V	0.0	0.358	0.068	0.345	0.147	0.276	0.192
SPAC26H5.09c	SPAC26H5.09c	viable	V	0.0	0.443	0.43	0.304	0.405	0.3	0.512
SPAC26H5.10c	tif51	viable	V	0.0	-0.106	-0.417	0.337	-0.122	0.415	-0.306
SPAC26H5.11	mug56	viable	V	0.0	0.066	0.467	0.514	0.367	0.701	0.573
SPAC26H5.12	rpo41	inviable	E	0.0	0.666	2.826	3.774	4.02	4.354	4.381
SPAC26H5.13c	kei1	inviable	E	0.0	2.969	3.185	3.447	3.447	3.447	3.447
SPAC27D7.02c	grp1	viable	V	0.0	0.153	0.091	0.312	0.766	0.796	0.514
SPAC27D7.03c	mei2	viable	V	0.0	-0.107	-0.564	-0.663	-0.723	-0.618	-0.897
SPAC27D7.04	omt2	viable	V	0.0	-0.064	0.168	1.085	0.344	0.819	0.52
SPAC27D7.05c	apc14	viable	V	0.0	0.062	0.139	0.605	0.482	0.047	-0.202
SPAC27D7.06	etf1	viable	V	0.0	2.031	0.557	-0.856	-0.291	-0.666	-0.32
SPAC27D7.08c	mtl16	viable	V	0.0	-0.021	0.015	0.253	0.659	0.591	1.183
SPAC27D7.11c	SPAC27D7.11c	viable	V	0.0	-0.025	0.008	0.429	0.254	0.494	0.298
SPAC27D7.12c	but1	viable	V	0.0	0.132	0.081	0.144	0.416	0.506	0.268
SPAC27D7.13c	ssm4	viable	V	0.0	-0.007	0.171	0.117	-0.112	0.174	0.102
SPAC27D7.14c	tpr1	viable	V	0.0	0.651	1.54	2.327	3.418	3.654	3.82
SPAC27E2.01	SPAC27E2.01	viable	V	0.0	-0.002	0.152	0.003	0.178	0.167	0.249
SPAC27E2.02	yih1	viable	V	0.0	0.289	0.403	0.447	0.521	0.166	0.449
SPAC27E2.03c	SPAC27E2.03c	viable	V	0.0	0.889	1.826	1.409	2.071	2.922	2.933
SPAC27E2.04c	mug155	unknown	Not_determined	0.0	-0.022	0.228	-0.064	0.174	0.118	0.177
SPAC27E2.05	cdc1	inviable	E	0.0	1.741	3.43	4.009	3.974	4.351	4.366
SPAC27E2.06c	msm1	inviable	E	0.0	-0.031	0.184	2.256	3.823	4.514	4.313
SPAC27E2.07	pvg2	viable	V	0.0	-0.363	-0.034	-0.017	-0.449	-0.182	-0.204
SPAC27E2.08	Tf2-6	unknown	Not_determined	0.0	-1.148	-0.134	-0.358	-0.278	-0.677	-0.39
SPAC27E2.09	mak2	viable	V	0.0	0.198	-0.089	-0.054	-0.218	-0.112	0.315
SPAC27E2.10c	rfc3	inviable	E	0.0	0.485	1.424	3.22	3.551	3.887	3.693
SPAC27E2.12	SPAC27E2.12	viable	Not_determined	0.0	-0.453	0.455	-1.127	-0.071	0.025	-0.638
SPAC27E2.14	SPAC27E2.14	unknown	Not_determined	0.0	-0.027	-0.062	-0.061	-0.155	-0.179	-0.144
SPAC27F1.02c	cdc8	inviable	E	0.0	0.623	2.003	3.267	3.626	4.32	4.437
SPAC27F1.04c	nuf2	inviable	E	0.0	0.994	2.576	3.322	3.114	3.276	3.333
SPAC27F1.05c	SPAC27F1.05c	viable	V	0.0	0.185	0.517	0.39	0.43	0.44	0.492
SPAC27F1.06c	ani2	viable	V	0.0	-0.161	-0.111	0.117	0.138	1.87	0.586
SPAC27F1.07	ost1	inviable	E	0.0	1.311	3.873	4.644	4.603	5.218	5.369
SPAC27F1.08	pdt1	viable	V	0.0	0.433	0.25	0.307	0.943	0.519	0.895
SPAC27F1.09c	prp10	inviable	E	0.0	2.396	3.675	4.054	4.106	4.02	4.025
SPAC27F1.10	SPAC27F1.10	viable	V	0.0	0.07	1.107	1.102	0.505	1.885	1.09
SPAC29A4.02c	SPAC29A4.02c	viable	V	0.0	-0.208	0.228	0.191	0.468	0.341	0.187
SPAC29A4.03c	mrps9	inviable	E	0.0	0.345	1.022	2.584	3.366	3.831	3.63
SPAC29A4.04c	cbf5	inviable	E	0.0	1.974	3.984	5.328	3.807	5.807	4.892
SPAC29A4.06c	SPAC29A4.06c	inviable	E	0.0	1.514	3.154	2.947	3.462	3.995	3.995
SPAC29A4.07	srb6	inviable	E	0.0	0.102	1.513	3.075	4.034	4.076	4.192
SPAC29A4.08c	prp19	inviable	E	0.0	1.384	3.48	4.259	4.348	4.6	4.462
SPAC29A4.09	rrp17	viable	V	0.0	0.641	1.048	2.187	3.945	2.642	3.431
SPAC29A4.10	rrn5	inviable	E	0.0	1.003	2.283	2.816	3.346	3.43	3.373
SPAC29A4.11	rga3	viable	V	0.0	-0.195	-0.181	-0.364	-0.306	-0.208	-0.24
SPAC29A4.12c	mug108	viable	V	0.0	-0.375	-0.835	0.208	0.0	-0.374	0.267
SPAC29A4.14c	pex3	viable	V	0.0	0.716	0.452	0.61	-0.031	1.044	0.822
SPAC29A4.15	srs1	inviable	E	0.0	1.969	3.346	3.705	3.705	3.705	3.705
SPAC29A4.16	hal4	condition-dependent	V	0.0	0.639	0.684	1.171	1.594	1.749	1.693
SPAC29A4.17c	fun14	viable	V	0.0	-0.48	-0.349	-0.285	0.057	-0.68	-0.751
SPAC29A4.18	prw1	condition-dependent	V	0.0	0.313	0.873	1.805	2.735	3.897	4.541
SPAC29A4.19c	cta5	viable	V	0.0	0.058	0.263	0.101	-0.043	-0.122	-0.112
SPAC29A4.20	elp3	viable	V	0.0	1.127	2.051	3.115	3.737	3.9	4.294
SPAC29A4.23	SPAC29A4.23	unknown	Not_determined	0.0	0.016	0.087	0.373	0.088	0.259	0.215
SPAC29B12.01	ino80	inviable	E	0.0	0.858	1.829	3.039	3.352	3.709	3.639
SPAC29B12.02c	set2	viable	V	0.0	0.346	0.684	0.963	1.094	1.686	1.649
SPAC29B12.03	spd1	viable	V	0.0	0.061	0.019	0.003	0.157	0.137	0.158
SPAC29B12.04	snz1	viable	V	0.0	1.151	1.743	3.114	3.982	4.972	4.745
SPAC29B12.05c	mtq1	viable	V	0.0	-0.048	0.059	-0.034	0.234	0.196	0.247
SPAC29B12.06c	rcd1	viable	V	0.0	0.012	0.046	0.218	0.575	0.681	0.692
SPAC29B12.07	sec16	inviable	E	0.0	1.637	3.262	3.444	3.653	3.665	3.888
SPAC29B12.08	clr5	viable	V	0.0	-0.43	0.17	0.102	0.978	0.786	0.551
SPAC29B12.10c	pgt1	viable	V	0.0	0.016	0.092	0.154	-0.09	-0.05	-0.059
SPAC29B12.11c	SPAC29B12.11c	viable	V	0.0	-0.061	0.075	-0.332	-0.113	-0.142	-0.443
SPAC29B12.12	hot13	viable	V	0.0	-0.22	-0.397	-0.039	-0.507	0.013	-0.447
SPAC29B12.14c	SPAC29B12.14c	viable	V	0.0	0.063	-0.016	0.037	0.178	-0.126	-0.04
SPAC29E6.01	pof11	viable	V	0.0	-0.251	0.529	0.094	-0.077	0.076	0.203
SPAC29E6.02	prp3	inviable	E	0.0	1.776	3.39	3.795	3.734	4.032	3.904
SPAC29E6.03c	uso1	inviable	E	0.0	2.0	3.638	4.219	3.949	4.211	4.102
SPAC29E6.04	nnf1	inviable	E	0.0	0.661	2.67	4.424	4.701	4.888	4.585
SPAC29E6.05c	mxr1	viable	V	0.0	-0.911	-0.899	-1.229	-0.918	-1.586	-0.544
SPAC29E6.06c	SPAC29E6.06c	inviable	E	0.0	2.474	4.025	4.139	4.56	4.518	4.605
SPAC29E6.07	SPAC29E6.07	viable	V	0.0	0.803	1.309	0.84	1.419	1.684	-0.013
SPAC29E6.08	tbp1	inviable	E	0.0	2.349	4.218	4.323	3.908	4.355	4.421
SPAC29E6.09	SPAC29E6.09	viable	V	0.0	-0.038	0.381	-0.129	0.235	0.001	-0.026
SPAC29E6.10c	nst1	viable	V	0.0	0.541	0.825	1.126	1.39	1.794	1.962
SPAC2C4.03c	smd2	inviable	E	0.0	1.569	2.892	2.806	2.916	2.797	2.503
SPAC2C4.04c	aim29	inviable	E	0.0	0.858	2.347	3.598	4.535	4.535	4.535
SPAC2C4.05	cor1	viable	V	0.0	-0.161	0.558	0.268	0.065	0.093	0.318
SPAC2C4.06c	rcm1	viable	V	0.0	0.384	0.338	0.752	0.531	0.544	1.15
SPAC2C4.07c	dis32	viable	V	0.0	-0.259	0.108	0.023	-0.066	-0.153	-0.13
SPAC2C4.08	SPAC2C4.08	viable	V	0.0	1.15	1.114	2.031	1.031	2.031	1.167
SPAC2C4.09	SPAC2C4.09	viable	V	0.0	0.757	1.112	0.365	0.631	0.556	0.584
SPAC2C4.10c	csc4	viable	V	0.0	0.762	0.189	0.472	0.037	-0.108	1.261
SPAC2C4.11c	pno1	inviable	E	0.0	2.733	3.24	4.157	4.157	4.157	4.157
SPAC2C4.12c	tpt1	inviable	E	0.0	1.902	3.268	4.709	4.005	4.519	4.781
SPAC2C4.14c	ppk11	viable	V	0.0	0.148	-0.777	0.625	-0.278	1.029	1.128
SPAC2C4.15c	ubx2	viable	V	0.0	1.114	-0.071	0.701	0.056	-0.023	-0.292
SPAC2C4.16c	rps801	viable	V	0.0	1.301	2.384	2.982	2.982	2.655	2.982
SPAC2C4.17c	msy2	viable	V	0.0	-0.212	-0.025	-0.405	0.548	0.281	0.425
SPAC2E12.02	hsf1	inviable	E	0.0	1.957	3.561	3.785	3.82	3.986	4.12
SPAC2E12.03c	SPAC2E12.03c	viable	V	0.0	-0.509	-0.044	0.649	0.077	1.274	1.271
SPAC2E12.05	wtf1	unknown	Not_determined	0.0	0.392	0.385	0.95	0.777	0.447	1.191
SPAC2E1P3.01	SPAC2E1P3.01	viable	V	0.0	0.13	0.26	-0.048	-0.213	-0.093	0.008
SPAC2E1P3.02c	amt3	viable	V	0.0	-0.572	-0.751	-0.377	0.037	-0.555	-0.558
SPAC2E1P3.04	cao1	viable	V	0.0	-0.414	-0.405	-0.555	-0.398	-0.481	-0.435
SPAC2E1P5.01c	mns1	viable	V	0.0	-0.075	0.159	0.698	0.835	0.621	0.567
SPAC2E1P5.03	erj5	viable	V	0.0	0.064	0.141	0.003	0.25	0.116	-0.131
SPAC2E1P5.04c	cwg2	inviable	E	0.0	0.689	2.768	3.857	3.436	3.732	3.617
SPAC2E1P5.05	rrp9	inviable	E	0.0	1.886	3.805	4.461	4.814	4.769	4.922
SPAC2F3.01	imt1	viable	V	0.0	0.187	0.172	0.685	0.113	0.24	0.535
SPAC2F3.02	sec67	viable	V	0.0	0.32	0.677	0.674	0.909	1.015	1.22
