Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	A	um	lam	t10	t50	t90	t_window	t_inflection	y_inflection	auc	R2	RMSE	normalized_RMSE	AIC	BIC
SPAC23G3.06	nop58	inviable	E	4.264	0.697	0.702	1.076	3.779	8.021	6.945	2.954	1.568	67.341	0.990595	0.146	0.032846	-20.973	-21.135
SPAC23G3.07c	snf30	viable	V	0.817	0.137	-0.0	0.364	3.001	7.138	6.773	2.196	0.301	13.526	0.532428	0.238	0.196461	-14.079	-14.241
SPAC23G3.08c	ubp7	viable	V	0.583	0.028	0.0	1.284	10.575	25.155	23.87	7.739	0.214	5.366	0.885874	0.064	0.127341	-32.556	-32.719
SPAC23G3.09	taf4	inviable	E	2.817	0.441	3.723	4.113	6.935	11.363	7.25	6.073	1.036	35.596	0.987285	0.13	0.043142	-22.579	-22.741
SPAC23G3.10c	ssr3	condition-dependent	V	5.366	0.339	3.975	4.94	11.921	22.877	17.937	9.79	1.974	42.185	0.998158	0.072	0.016094	-30.89	-31.053
SPAC23G3.11	rpn6	inviable	E	3.927	0.656	0.777	1.143	3.788	7.94	6.797	2.981	1.445	62.035	0.995738	0.09	0.02204	-27.668	-27.831
SPAC23G3.12c	htr12	viable	V	0.837	0.066	0.219	0.998	6.635	15.481	14.483	4.914	0.308	10.5	0.741853	0.169	0.149325	-18.912	-19.074
SPAC23H3.02c	ini1	inviable	E	3.022	0.506	0.676	1.04	3.676	7.813	6.773	2.872	1.112	48.08	0.872057	0.408	0.129776	-6.537	-6.699
SPAC23H3.03c	npr2	viable	V	5.783	0.612	5.235	5.812	9.982	16.526	10.714	8.709	2.127	54.799	0.99622	0.136	0.024881	-21.942	-22.104
SPAC23H3.04	SPAC23H3.04	viable	V	0.391	0.034	4.352	5.061	10.189	18.235	13.173	8.623	0.144	3.616	0.685642	0.115	0.213655	-24.286	-24.448
SPAC23H3.05c	swd1	viable	V	2.299	0.385	13.904	14.269	16.905	21.042	6.773	16.1	0.846	6.987	0.753955	0.441	0.170546	-5.472	-5.634
SPAC23H3.06	apl6	viable	V	1.238	0.136	0.805	1.359	5.368	11.658	10.298	4.144	0.455	17.319	0.99554	0.029	0.023886	-43.339	-43.501
SPAC23H3.08c	bub3	viable	V	0.196	0.033	0.0	0.364	3.001	7.138	6.773	2.196	0.072	3.249	0.210951	0.133	0.315608	-22.291	-22.453
SPAC23H3.09c	gly1	viable	V	6.603	0.295	0.294	1.662	11.555	27.079	25.417	8.535	2.429	56.446	0.982914	0.225	0.041807	-14.885	-15.048
SPAC23H3.10	ssr2	inviable	E	3.753	0.397	2.705	3.282	7.452	13.996	10.714	6.179	1.381	44.798	0.996141	0.088	0.023632	-28.082	-28.244
SPAC23H3.11c	max1	viable	V	0.619	0.104	0.55	0.915	3.551	7.688	6.773	2.746	0.228	9.916	0.65762	0.159	0.182601	-19.708	-19.87
SPAC23H3.12c	SPAC23H3.12c	viable	V	0.974	0.163	-0.0	0.364	3.001	7.138	6.773	2.196	0.358	16.129	0.392535	0.364	0.259995	-8.159	-8.321
SPAC23H3.13c	gpa2	viable	V	3.188	0.172	1.733	2.862	11.027	23.838	20.976	8.534	1.173	27.881	0.982383	0.125	0.044424	-23.131	-23.293
SPAC23H3.14	avl9	viable	V	-0.235	0.01	-0.0	-1.37	-11.283	-26.837	-25.467	-8.257	-0.086	-0.036	-1.105027	0.206	0.437138	-16.126	-16.288
SPAC23H4.01c	osh3	viable	V	2.895	0.251	11.546	12.249	17.334	25.313	13.064	15.781	1.065	9.397	0.884442	0.279	0.114925	-11.876	-12.038
SPAC23H4.02	ppk9	viable	V	0.336	0.056	2.971	3.335	5.971	10.108	6.773	5.167	0.124	4.576	0.378793	0.179	0.32088	-18.056	-18.218
SPAC23H4.03c	erv25	inviable	E	3.653	0.498	-0.0	0.448	3.686	8.767	8.319	2.697	1.344	57.566	0.817048	0.576	0.144275	-1.735	-1.897
SPAC23H4.04	slm3	inviable	E	4.623	0.518	7.219	7.763	11.702	17.883	10.12	10.5	1.701	36.251	0.997612	0.086	0.019395	-28.364	-28.526
SPAC23H4.06	gln1	inviable	E	4.516	0.756	-0.0	0.364	3.001	7.138	6.773	2.196	1.661	74.756	0.945839	0.363	0.073317	-8.182	-8.344
SPAC23H4.07c	srp102	inviable	E	3.814	0.639	0.757	1.121	3.757	7.894	6.773	2.953	1.403	60.382	0.988759	0.143	0.036654	-21.208	-21.371
SPAC23H4.08	iwr1	viable	V	1.371	0.23	5.802	6.167	8.803	12.94	6.773	7.998	0.505	14.814	0.962381	0.109	0.073432	-24.977	-25.139
SPAC23H4.09	cdb4	viable	V	1.887	0.122	7.565	8.511	15.354	26.092	17.581	13.265	0.694	9.645	0.922892	0.137	0.095008	-21.838	-22.001
SPAC23H4.10c	thi4	viable	V	0.243	0.041	0.0	0.364	3.001	7.138	6.773	2.196	0.089	4.017	0.239682	0.148	0.272106	-20.745	-20.907
SPAC23H4.11c	cnl2	inviable	E	3.953	0.566	4.637	5.064	8.148	12.989	7.925	7.207	1.454	45.016	0.996261	0.101	0.024697	-26.102	-26.264
SPAC23H4.12	alp13	condition-dependent	V	2.84	0.13	1.171	2.508	12.175	27.343	24.836	9.223	1.045	22.915	0.964924	0.141	0.06003	-21.377	-21.54
SPAC23H4.13c	SPAC23H4.13c	unknown	Not_determined	0.35	0.059	3.707	4.071	6.708	10.845	6.773	5.903	0.129	4.506	0.136361	0.468	0.326702	-4.615	-4.778
SPAC23H4.14	vam6	viable	V	4.78	0.36	4.483	5.295	11.163	20.371	15.077	9.371	1.758	40.147	0.997693	0.077	0.018138	-29.83	-29.993
SPAC23H4.15	tsr1	inviable	E	4.766	0.68	0.807	1.235	4.331	9.19	7.955	3.386	1.753	72.314	0.996	0.107	0.022165	-25.313	-25.476
SPAC23H4.16c	not11	viable	V	0.724	0.121	6.103	6.467	9.104	13.241	6.773	8.299	0.266	7.607	0.736941	0.223	0.188595	-15.025	-15.187
SPAC23H4.17c	srb10	viable	V	0.575	0.096	2.151	2.515	5.152	9.289	6.773	4.347	0.212	8.31	0.672622	0.167	0.205948	-19.055	-19.217
SPAC23H4.18c	rbx1	inviable	E	4.944	0.482	1.095	1.721	6.25	13.357	11.636	4.867	1.819	64.56	0.997303	0.09	0.01843	-27.641	-27.803
SPAC23H4.21	SPAC23H4.21	unknown	Not_determined	0.132	0.022	-0.0	0.364	3.001	7.138	6.773	2.196	0.049	2.192	-0.03893	0.094	0.312993	-27.071	-27.233
SPAC24B11.05	SPAC24B11.05	viable	V	0.041	-0.002	0.0	-1.306	-10.752	-25.574	-24.269	-7.868	0.015	0.006	-3.692787	0.102	0.736227	-25.913	-26.075
SPAC24B11.06c	sty1	viable	V	1.69	0.11	5.779	6.719	13.516	24.182	17.463	11.441	0.622	11.021	0.985242	0.065	0.042927	-32.315	-32.477
SPAC24B11.07c	SPAC24B11.07c	viable	V	1.932	0.324	-0.0	0.364	3.001	7.138	6.773	2.196	0.711	31.984	0.289586	0.674	0.251423	0.478	0.316
SPAC24B11.09	mpc2	viable	V	2.472	0.209	-0.0	0.723	5.949	14.151	13.428	4.354	0.909	32.694	0.8905	0.267	0.106013	-12.468	-12.63
SPAC24B11.10c	cfh1	viable	V	0.91	0.071	0.0	0.786	6.471	15.392	14.606	4.736	0.335	11.545	0.656322	0.212	0.217423	-15.732	-15.894
SPAC24B11.11c	sid2	inviable	E	4.589	0.726	3.051	3.437	6.23	10.612	7.175	5.377	1.688	61.234	0.99608	0.114	0.023923	-24.453	-24.615
SPAC24B11.12c	dnf2	viable	V	1.056	0.102	0.125	0.76	5.355	12.564	11.804	3.952	0.388	14.668	0.990999	0.035	0.033301	-41.095	-41.257
SPAC24B11.13	hem3	viable	V	5.243	0.644	1.97	2.467	6.062	11.702	9.235	4.964	1.929	70.168	0.988874	0.207	0.037658	-16.045	-16.207
SPAC24B11.14	SPAC24B11.14	unknown	Not_determined	0.42	0.042	-0.0	0.607	4.995	11.88	11.274	3.655	0.154	5.985	0.166735	0.285	0.286024	-11.594	-11.756
SPAC24C9.03	mvd1	inviable	E	3.188	0.534	0.315	0.679	3.316	7.453	6.773	2.511	1.173	51.835	0.986757	0.128	0.040757	-22.823	-22.985
SPAC24C9.04	med9	inviable	E	1.159	0.12	8.06	8.652	12.933	19.652	10.999	11.626	0.426	7.765	0.972239	0.075	0.06313	-30.252	-30.414
SPAC24C9.06c	aco1	inviable	E	4.076	0.468	2.069	2.601	6.448	12.485	9.884	5.274	1.5	52.846	0.998426	0.06	0.014642	-33.394	-33.557
SPAC24C9.07c	bgs2	viable	V	0.464	0.076	0.293	0.668	3.38	7.635	6.968	2.552	0.171	7.506	0.857674	0.068	0.123946	-31.651	-31.814
SPAC24C9.08	cps1	viable	V	0.79	0.132	5.178	5.542	8.179	12.316	6.773	7.374	0.291	9.023	0.836362	0.16	0.161405	-19.632	-19.794
SPAC24C9.09	SPAC24C9.09	inviable	E	4.322	0.685	5.808	6.193	8.978	13.349	7.156	8.128	1.59	45.839	0.995899	0.115	0.026488	-24.327	-24.489
SPAC24C9.10c	mrp4	inviable	E	4.693	0.309	1.815	2.742	9.453	19.983	17.24	7.404	1.726	46.768	0.807554	0.724	0.172337	1.482	1.319
SPAC24C9.11	sgd1	inviable	E	4.656	0.78	1.758	2.123	4.759	8.896	6.773	3.954	1.713	69.081	0.996713	0.099	0.020446	-26.42	-26.583
SPAC24C9.12c	shm1	viable	V	0.634	0.027	0.0	1.408	11.592	27.573	26.165	8.483	0.233	5.422	0.759985	0.096	0.181449	-26.836	-26.998
SPAC24C9.14	otu1	viable	V	-0.127	0.006	0.0	-1.408	-11.592	-27.572	-26.165	-8.483	-0.047	-0.02	-0.868235	0.172	0.458022	-18.626	-18.788
SPAC24C9.15c	spn5	viable	V	-0.484	-0.061	0.0	0.483	3.974	9.453	8.971	2.908	-0.178	-7.463	0.976072	0.026	0.050898	-45.145	-45.308
SPAC24C9.16c	cox8	viable	V	1.456	0.092	7.171	8.141	15.158	26.169	18.027	13.016	0.536	7.712	0.50068	0.397	0.221006	-6.936	-7.098
SPAC24H6.01c	gup1	inviable	E	4.557	0.568	2.701	3.191	6.737	12.302	9.111	5.655	1.676	57.967	0.996715	0.1	0.021618	-26.217	-26.38
SPAC24H6.02c	zim17	viable	V	0.308	0.013	0.0	1.408	11.592	27.573	26.165	8.483	0.113	2.639	0.093896	0.315	0.293113	-10.155	-10.318
SPAC24H6.03	cul3	viable	V	0.434	0.048	0.0	0.557	4.585	10.905	10.348	3.355	0.16	6.395	0.814236	0.07	0.136913	-31.155	-31.317
SPAC24H6.04	hxk1	viable	V	1.936	0.187	12.712	13.344	17.914	25.084	11.74	16.519	0.712	5.244	0.765662	0.216	0.150563	-15.461	-15.623
SPAC24H6.05	cdc25	inviable	E	3.919	0.446	0.498	1.034	4.911	10.994	9.961	3.727	1.442	56.642	0.993838	0.107	0.026721	-25.234	-25.396
SPAC24H6.06	sld3	inviable	E	3.749	0.628	0.425	0.79	3.426	7.563	6.773	2.621	1.379	60.547	0.994299	0.098	0.025394	-26.494	-26.657
SPAC24H6.08	SPAC24H6.08	viable	V	0.269	0.045	2.809	3.174	5.81	9.947	6.773	5.005	0.099	3.71	0.182156	0.272	0.302923	-12.226	-12.388
SPAC24H6.09	gef1	viable	V	0.419	0.07	-0.0	0.364	3.001	7.138	6.773	2.196	0.154	6.939	0.724823	0.085	0.160711	-28.509	-28.671
SPAC24H6.10c	aro4	viable	V	-1.0	-0.168	5.755	6.12	8.756	12.893	6.773	7.951	-0.368	-10.849	0.478684	0.462	0.262561	-4.799	-4.962
SPAC24H6.11c	vsb1	viable	V	-0.352	-0.041	0.0	0.526	4.333	10.305	9.779	3.17	-0.129	-5.282	0.823671	0.059	0.136559	-33.69	-33.852
SPAC24H6.12c	uba3	inviable	E	4.395	0.644	4.963	5.38	8.394	13.125	7.745	7.474	1.617	49.01	0.987185	0.203	0.046035	-16.304	-16.466
SPAC24H6.13	SPAC24H6.13	viable	V	1.037	0.063	6.641	7.644	14.895	26.273	18.629	12.681	0.382	5.754	0.909919	0.088	0.095846	-28.028	-28.19
SPAC25A8.01c	fft3	condition-dependent	V	2.835	0.174	4.687	5.682	12.878	24.17	18.488	10.681	1.043	20.151	0.972414	0.142	0.062688	-21.322	-21.484
SPAC25A8.02	atg14	viable	V	1.942	0.284	0.757	1.175	4.193	8.93	7.755	3.272	0.714	29.764	0.821111	0.319	0.132197	-10.002	-10.164
SPAC25A8.03c	SPAC25A8.03c	viable	V	0.226	0.038	3.536	3.9	6.536	10.673	6.773	5.732	0.083	2.956	0.424297	0.145	0.222376	-21.078	-21.241
SPAC25B8.02	sds3	inviable	E	4.161	0.258	2.989	3.975	11.106	22.297	18.321	8.929	1.531	35.647	0.996839	0.073	0.020037	-30.62	-30.782
SPAC25B8.03	psd2	viable	V	0.634	0.106	0.39	0.755	3.391	7.528	6.773	2.586	0.233	10.265	0.661416	0.162	0.191483	-19.499	-19.662
SPAC25B8.04c	mss51	viable	V	0.927	0.155	1.807	2.171	4.807	8.944	6.773	4.003	0.341	13.713	0.82734	0.16	0.139994	-19.643	-19.805
SPAC25B8.05	deg1	viable	V	3.149	0.143	0.561	1.907	11.641	26.917	25.011	8.67	1.159	26.661	0.963196	0.161	0.062018	-19.558	-19.721
SPAC25B8.06c	dia4	condition-dependent	E	3.499	0.428	4.375	4.874	8.485	14.15	9.276	7.383	1.287	38.44	0.971049	0.24	0.062888	-13.959	-14.121
SPAC25B8.07c	rcf1	viable	V	-0.779	-0.038	2.382	3.645	12.777	27.106	23.462	9.989	-0.287	-5.871	0.212096	0.438	0.273621	-5.555	-5.718
SPAC25B8.08	SPAC25B8.08	viable	V	0.321	0.054	2.338	2.702	5.339	9.476	6.773	4.534	0.118	4.581	0.627077	0.11	0.227047	-24.887	-25.049
SPAC25B8.09	SPAC25B8.09	viable	V	-0.134	-0.022	-0.0	0.364	3.001	7.138	6.773	2.196	-0.049	-2.213	0.02518	0.175	0.309983	-18.415	-18.577
SPAC25B8.10	SPAC25B8.10	viable	V	-0.842	-0.141	3.665	4.03	6.666	10.803	6.773	5.861	-0.31	-10.89	0.590575	0.337	0.212467	-9.229	-9.391
SPAC25B8.11	SPAC25B8.11	viable	V	0.122	-0.016	0.0	-0.469	-3.858	-9.176	-8.708	-2.823	0.045	0.006	-0.330247	0.194	0.33475	-16.923	-17.086
SPAC25B8.12c	SPAC25B8.12c	viable	Not_determined	5.656	0.35	1.253	2.241	9.384	20.593	18.352	7.204	2.081	56.773	0.935115	0.46	0.096323	-4.873	-5.035
SPAC25B8.13c	isp7	viable	V	0.395	0.066	1.587	1.951	4.587	8.724	6.773	3.783	0.145	5.923	0.715478	0.099	0.214428	-26.337	-26.5
SPAC25B8.14	mal2	inviable	E	4.63	0.432	2.673	3.327	8.06	15.487	12.159	6.615	1.703	52.293	0.986302	0.197	0.045769	-16.754	-16.917
SPAC25B8.15c	tyw3	viable	V	2.688	0.188	1.269	2.143	8.462	18.378	16.235	6.533	0.989	29.149	0.825056	0.404	0.144244	-6.683	-6.845
SPAC25B8.16	pop100	inviable	E	4.668	0.616	0.881	1.343	4.689	9.939	8.596	3.667	1.717	68.98	0.970873	0.286	0.059244	-11.506	-11.668
SPAC25B8.17	ypf1	viable	V	0.371	0.062	-0.0	0.364	3.001	7.138	6.773	2.196	0.136	6.14	0.046366	0.411	0.298098	-6.456	-6.618
SPAC25B8.19c	loz1	viable	V	1.778	0.298	6.581	6.945	9.582	13.719	6.773	8.777	0.654	17.826	0.759136	0.41	0.17285	-6.494	-6.656
SPAC25B8.20	smp1	viable	Not_determined	1.578	0.264	-0.0	0.364	3.001	7.138	6.773	2.196	0.58	26.12	0.095984	0.995	0.373792	5.936	5.773
SPAC25G10.02	cce1	viable	V	0.06	-0.01	0.0	-0.368	-3.033	-7.215	-6.847	-2.22	0.022	0.002	-0.625244	0.307	0.464138	-10.521	-10.683
SPAC25G10.03	zip1	condition-dependent	V	4.138	0.332	-0.0	0.76	6.257	14.882	14.122	4.579	1.522	53.406	0.923952	0.39	0.085207	-7.195	-7.357
SPAC25G10.04c	rec10	viable	V	-0.016	0.003	-0.0	-0.364	-3.001	-7.138	-6.773	-2.196	-0.006	-0.001	-0.144169	0.085	0.340812	-28.591	-28.753
SPAC25G10.05c	his1	viable	V	0.505	0.028	0.0	1.095	9.015	21.442	20.347	6.597	0.186	5.232	0.917859	0.048	0.098783	-36.395	-36.557
SPAC25G10.06	rps2801	viable	V	4.924	0.414	0.236	0.961	6.207	14.44	13.479	4.606	1.811	63.958	0.990962	0.157	0.032588	-19.909	-20.071
SPAC25G10.07c	cut7	condition-dependent	E	3.544	0.513	0.865	1.287	4.341	9.133	7.846	3.409	1.304	53.775	0.9835	0.163	0.044485	-19.435	-19.597
SPAC25G10.08	tif302	inviable	E	4.118	0.69	-0.0	0.364	3.001	7.138	6.773	2.196	1.515	68.173	0.980949	0.194	0.044464	-16.968	-17.131
SPAC25G10.09c	pan1	viable	V	4.018	0.522	1.647	2.116	5.515	10.848	8.731	4.477	1.478	56.067	0.997457	0.074	0.018473	-30.371	-30.534
SPAC25H1.02	jmj1	viable	V	0.79	0.132	-0.0	0.364	3.001	7.138	6.773	2.196	0.29	13.071	0.621613	0.187	0.201818	-17.482	-17.644
SPAC25H1.04	mug105	viable	V	-0.398	-0.067	2.62	2.985	5.621	9.758	6.773	4.816	-0.146	-5.562	0.577493	0.151	0.230048	-20.496	-20.658
SPAC25H1.05	meu29	viable	V	2.625	0.152	1.241	2.294	9.91	21.861	19.567	7.585	0.966	25.236	0.932947	0.213	0.088428	-15.643	-15.805
SPAC25H1.06	pcf3	viable	V	1.083	0.181	2.465	2.829	5.465	9.602	6.773	4.661	0.399	15.311	0.612968	0.36	0.210401	-8.287	-8.449
SPAC25H1.07	emc1	viable	V	1.516	0.136	11.935	12.614	17.527	25.236	12.622	16.027	0.558	4.647	0.890349	0.126	0.107016	-22.993	-23.156
SPAC25H1.08c	sqt1	inviable	E	2.838	0.475	2.416	2.78	5.417	9.554	6.773	4.612	1.044	40.249	0.711225	0.668	0.182275	0.356	0.194
SPAC25H1.09	mde5	viable	V	1.399	-0.061	-0.0	-1.408	-11.592	-27.573	-26.165	-8.483	0.515	0.222	0.004058	0.487	0.333364	-4.081	-4.243
SPAC25H1.10c	atp19	viable	Not_determined	1.413	0.237	-0.0	0.364	3.001	7.138	6.773	2.196	0.52	23.385	0.328698	0.709	0.254577	1.185	1.023
SPAC26A3.01	sxa1	viable	V	0.745	0.104	0.253	0.689	3.844	8.795	8.106	2.881	0.274	11.648	0.502023	0.259	0.223901	-12.91	-13.072
SPAC26A3.02	myh1	viable	V	0.94	0.157	5.028	5.392	8.029	12.166	6.773	7.224	0.346	10.88	0.972588	0.065	0.066948	-32.251	-32.414
SPAC26A3.03c	rmi1	inviable	E	3.04	0.509	3.355	3.719	6.356	10.493	6.773	5.551	1.118	40.262	0.975216	0.201	0.062302	-16.485	-16.647
SPAC26A3.05	chc1	inviable	E	3.338	0.559	0.855	1.219	3.856	7.993	6.773	3.051	1.228	52.516	0.994329	0.089	0.026012	-27.849	-28.011
SPAC26A3.06	bud23	viable	V	1.834	0.091	2.892	4.123	13.03	27.007	22.884	10.311	0.675	13.399	0.568304	0.464	0.23466	-4.753	-4.915
SPAC26A3.09c	rga2	viable	V	0.676	0.113	4.537	4.902	7.538	11.675	6.773	6.733	0.249	8.158	0.80115	0.141	0.168272	-21.425	-21.587
SPAC26A3.10	cnt6	viable	V	-0.134	-0.022	-0.0	0.364	3.001	7.138	6.773	2.196	-0.049	-2.213	0.011142	0.115	0.406641	-24.319	-24.482
SPAC26A3.11	SPAC26A3.11	viable	V	0.272	0.046	0.236	0.6	3.237	7.374	6.773	2.432	0.1	4.448	0.199535	0.212	0.32883	-15.732	-15.894
SPAC26A3.12c	dhp1	inviable	E	3.589	0.601	0.543	0.907	3.544	7.681	6.773	2.739	1.321	57.568	0.997409	0.064	0.017538	-32.562	-32.725
SPAC26A3.14c	atg44	viable	V	0.607	0.102	-0.0	0.364	3.001	7.138	6.773	2.196	0.223	10.047	0.026265	0.557	0.352161	-2.199	-2.361
SPAC26A3.15c	nsp1	inviable	E	3.22	0.539	-0.0	0.364	3.001	7.138	6.773	2.196	1.184	53.3	0.978923	0.157	0.048357	-19.907	-20.069
SPAC26A3.16	dsk2	viable	V	0.131	-0.013	0.0	-0.61	-5.025	-11.952	-11.342	-3.677	0.048	0.009	-1.326468	0.135	0.551628	-22.077	-22.239
SPAC26A3.17c	rmt2	viable	V	0.928	0.069	0.0	0.824	6.786	16.142	15.318	4.966	0.341	11.478	0.699162	0.198	0.168448	-16.666	-16.828
SPAC26F1.01	sec74	viable	V	-0.334	-0.056	0.0	0.364	3.001	7.138	6.773	2.196	-0.123	-5.53	0.16987	0.262	0.331214	-12.77	-12.932
SPAC26F1.02	pnn1	viable	V	0.905	0.152	-0.0	0.364	3.001	7.138	6.773	2.196	0.333	14.981	0.686145	0.177	0.177629	-18.221	-18.383
SPAC26F1.03	pda1	inviable	E	5.363	0.337	1.364	2.336	9.367	20.401	18.065	7.221	1.973	53.899	0.989588	0.172	0.036183	-18.654	-18.817
SPAC26F1.04c	etr1	viable	V	5.839	0.597	13.274	13.872	18.193	24.974	11.103	16.874	2.148	14.322	0.997214	0.074	0.018671	-30.425	-30.587
SPAC26F1.05	mug106	viable	V	0.61	0.102	0.44	0.805	3.441	7.578	6.773	2.636	0.224	9.837	0.280045	0.353	0.332968	-8.58	-8.742
SPAC26F1.06	gpm1	inviable	E	5.235	0.877	0.667	1.031	3.668	7.805	6.773	2.863	1.926	83.329	0.988755	0.195	0.036555	-16.869	-17.032
SPAC26F1.07	SPAC26F1.07	viable	V	0.409	0.069	-0.0	0.364	3.001	7.138	6.773	2.196	0.151	6.777	0.420365	0.157	0.282794	-19.926	-20.088
SPAC26F1.08c	SPAC26F1.08c	viable	V	0.623	0.08	0.0	0.476	3.92	9.323	8.847	2.868	0.229	9.655	0.657287	0.149	0.186138	-20.627	-20.789
SPAC26F1.09	gyp51	viable	V	1.029	0.074	0.0	0.846	6.962	16.559	15.714	5.095	0.378	12.545	0.908078	0.101	0.101609	-26.139	-26.302
SPAC26F1.10c	pyp1	viable	V	2.325	0.101	-0.0	1.408	11.592	27.573	26.165	8.483	0.855	19.897	0.890567	0.198	0.096067	-16.687	-16.849
SPAC26F1.11	SPAC26F1.11	unknown	Not_determined	0.506	0.085	1.542	1.907	4.543	8.68	6.773	3.738	0.186	7.611	0.16365	0.436	0.314017	-5.636	-5.799
SPAC26F1.12c	hgh1	viable	V	0.847	0.04	2.016	3.301	12.595	27.178	23.877	9.757	0.311	6.518	0.986308	0.029	0.042382	-43.799	-43.961
SPAC26F1.13c	lrs1	inviable	E	3.799	0.542	-0.0	0.428	3.521	8.376	7.948	2.577	1.398	60.597	0.948185	0.3	0.074671	-10.84	-11.003
SPAC26F1.14c	aif1	viable	V	1.749	0.19	1.654	2.216	6.281	12.661	10.445	5.04	0.643	22.9	0.630632	0.47	0.239413	-4.578	-4.741
SPAC26H5.02c	mgs1	viable	V	0.54	0.025	1.267	2.597	12.222	27.324	24.727	9.284	0.199	4.332	0.654305	0.122	0.197572	-23.464	-23.626
SPAC26H5.03	pcf2	viable	V	0.744	0.034	1.014	2.36	12.096	27.374	25.014	9.124	0.274	6.05	0.817837	0.099	0.142499	-26.432	-26.595
SPAC26H5.04	gid5	viable	V	1.155	0.14	2.923	3.427	7.077	12.803	9.376	5.962	0.425	14.29	0.852459	0.193	0.14869	-17.053	-17.215
SPAC26H5.05	mga2	viable	V	3.903	0.216	2.444	3.547	11.527	24.05	20.503	9.091	1.436	32.482	0.992855	0.096	0.030876	-26.746	-26.908
SPAC26H5.06	pot1	condition-dependent	E	4.344	0.407	4.726	5.377	10.091	17.486	12.109	8.652	1.598	40.626	0.998414	0.064	0.01573	-32.455	-32.617
SPAC26H5.07c	SPAC26H5.07c	viable	V	0.241	0.04	-0.0	0.364	3.001	7.138	6.773	2.196	0.088	3.982	0.18798	0.114	0.318439	-24.402	-24.564
SPAC26H5.09c	SPAC26H5.09c	viable	V	0.423	0.071	-0.0	0.364	3.001	7.138	6.773	2.196	0.156	7.007	0.571853	0.102	0.199737	-25.923	-26.085
SPAC26H5.10c	tif51	viable	V	0.134	-0.019	0.0	-0.436	-3.591	-8.541	-8.105	-2.628	0.049	0.007	-0.009996	0.288	0.345829	-11.44	-11.603
SPAC26H5.11	mug56	viable	V	0.582	0.065	1.048	1.597	5.568	11.798	10.201	4.355	0.214	8.039	0.825746	0.101	0.143918	-26.113	-26.275
SPAC26H5.12	rpo41	inviable	E	4.296	0.669	2.729	3.121	5.958	10.41	7.289	5.092	1.581	58.463	0.997036	0.091	0.020857	-27.499	-27.661
SPAC26H5.13c	kei1	inviable	E	3.588	0.601	-0.0	0.364	3.001	7.138	6.773	2.196	1.32	59.392	0.923837	0.324	0.094123	-9.759	-9.921
SPAC27D7.02c	grp1	viable	V	0.7	0.117	6.693	7.057	9.693	13.83	6.773	8.889	0.257	6.937	0.836809	0.121	0.151519	-23.613	-23.775
SPAC27D7.03c	mei2	viable	V	-0.748	-0.125	2.51	2.875	5.511	9.648	6.773	4.706	-0.275	-10.543	0.93332	0.079	0.088102	-29.531	-29.694
SPAC27D7.04	omt2	viable	V	0.69	0.116	4.14	4.504	7.14	11.277	6.773	6.336	0.254	8.602	0.605311	0.248	0.21583	-13.521	-13.684
SPAC27D7.05c	apc14	viable	V	0.223	0.037	0.0	0.365	3.001	7.138	6.773	2.196	0.082	3.689	0.088697	0.25	0.310132	-13.393	-13.555
SPAC27D7.06	etf1	viable	V	0.912	-0.153	10.07	9.706	7.069	2.932	-6.773	7.874	0.335	6.079	0.343549	0.736	0.254775	1.7	1.538
SPAC27D7.08c	mtl16	viable	V	1.393	0.089	7.42	8.375	15.282	26.12	17.745	13.173	0.513	7.218	0.915776	0.121	0.100698	-23.54	-23.702
SPAC27D7.11c	SPAC27D7.11c	viable	V	0.384	0.064	5.193	5.557	8.194	12.331	6.773	7.389	0.141	4.378	0.778316	0.094	0.180921	-27.118	-27.28
SPAC27D7.12c	but1	viable	V	0.466	0.024	0.0	1.192	9.816	23.349	22.157	7.183	0.172	4.543	0.66598	0.099	0.194866	-26.433	-26.596
SPAC27D7.13c	ssm4	viable	V	-0.015	0.001	0.0	-0.862	-7.095	-16.875	-16.013	-5.192	-0.005	-0.001	-0.416552	0.117	0.409902	-24.01	-24.173
SPAC27D7.14c	tpr1	viable	V	4.161	0.312	2.064	2.879	8.774	18.026	15.147	6.975	1.531	43.979	0.993388	0.115	0.030009	-24.324	-24.486
SPAC27E2.01	SPAC27E2.01	viable	V	0.263	0.011	0.0	1.408	11.592	27.573	26.165	8.483	0.097	2.252	0.631127	0.059	0.233126	-33.739	-33.901
SPAC27E2.02	yih1	viable	V	0.412	0.069	-0.0	0.364	3.001	7.138	6.773	2.196	0.152	6.822	0.61549	0.107	0.20465	-25.338	-25.501
SPAC27E2.03c	SPAC27E2.03c	viable	V	3.445	0.18	-0.0	1.17	9.635	22.919	21.748	7.051	1.267	34.03	0.89573	0.318	0.108481	-10.032	-10.194
SPAC27E2.04c	mug155	unknown	Not_determined	0.204	0.009	-0.0	1.408	11.592	27.573	26.165	8.483	0.075	1.748	0.246542	0.092	0.315322	-27.392	-27.555
SPAC27E2.05	cdc1	inviable	E	4.26	0.658	1.07	1.465	4.325	8.812	7.347	3.452	1.567	64.878	0.995133	0.107	0.024398	-25.352	-25.514
SPAC27E2.06c	msm1	inviable	E	4.492	0.753	7.307	7.671	10.308	14.445	6.773	9.503	1.653	41.804	0.998196	0.082	0.018119	-28.955	-29.117
