Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	0h	YES0	YES1	YES2	YES3	YES4	YES5	YES6
SPAC23H4.03c	erv25	inviable	E	0.0	0.035	0.829	0.588	1.761	2.31	2.568	2.825
SPAC23H4.04	slm3	inviable	E	0.0	0.183	1.4	2.815	3.168	3.189	3.051	3.121
SPAC23H4.05c	SPAC23H4.05c	unknown	Not_determined	0.0	-0.257	-0.307	-0.274	0.08	0.464	0.574	-0.389
SPAC23H4.08	iwr1	viable	V	0.0	-0.158	0.297	0.515	0.497	0.774	1.319	1.504
SPAC23H4.09	cdb4	viable	V	0.0	0.446	0.081	0.469	0.706	0.622	0.868	0.858
SPAC23H4.10c	thi4	viable	V	0.0	0.567	-0.126	-0.23	0.838	-0.13	0.124	0.094
SPAC23H4.12	alp13	condition-dependent	V	0.0	0.265	0.435	1.3	1.697	2.105	2.908	2.713
SPAC23H4.13c	SPAC23H4.13c	unknown	Not_determined	0.0	-0.286	-0.511	1.108	0.669	0.876	0.022	0.144
SPAC23H4.14	vam6	viable	V	0.0	0.742	1.748	3.088	3.28	3.158	3.075	3.142
SPAC23H4.15	tsr1	inviable	E	0.0	0.052	1.404	2.179	3.052	3.65	3.708	4.255
SPAC23H4.16c	not11	viable	V	0.0	0.08	0.09	0.148	0.02	0.057	0.008	-0.364
SPAC23H4.17c	srb10	viable	V	0.0	-0.618	-0.058	-0.207	0.044	-0.118	0.234	0.18
SPAC23H4.18c	rbx1	inviable	E	0.0	0.594	0.684	0.757	1.56	1.067	1.014	0.98
SPAC23H4.21	SPAC23H4.21	unknown	Not_determined	0.0	0.031	0.064	0.238	0.42	-0.188	0.055	0.438
SPAC24B11.05	SPAC24B11.05	viable	V	0.0	0.117	-1.028	0.413	-0.597	-1.024	-1.163	-0.563
SPAC24B11.06c	sty1	viable	V	0.0	1.408	2.728	4.124	4.426	4.222	4.359	4.356
SPAC24B11.07c	SPAC24B11.07c	viable	V	0.0	-0.008	0.309	0.284	-0.001	0.787	0.733	0.379
SPAC24B11.08c	erv46	viable	V	0.0	0.117	-0.349	-0.037	0.586	0.523	-0.492	0.557
SPAC24B11.09	mpc2	viable	V	0.0	-0.421	-0.221	0.351	0.847	0.566	0.932	1.679
SPAC24B11.10c	cfh1	viable	V	0.0	-0.063	-0.017	0.029	0.122	0.016	0.142	0.279
SPAC24B11.11c	sid2	inviable	E	0.0	-0.36	-0.234	0.191	0.022	0.779	2.044	1.144
SPAC24B11.12c	dnf2	viable	V	0.0	0.502	1.052	1.172	1.623	1.799	1.81	1.645
SPAC24B11.13	hem3	viable	V	0.0	0.209	0.493	-0.022	0.132	0.533	0.239	-0.267
SPAC24B11.14	SPAC24B11.14	unknown	Not_determined	0.0	-0.145	0.161	0.293	0.505	0.273	0.167	0.062
SPAC24C9.02c	cyt2	viable	V	0.0	0.384	-0.105	1.783	0.198	1.783	-0.217	1.783
SPAC24C9.04	med9	inviable	E	0.0	1.018	1.198	1.863	2.166	2.437	2.27	2.645
SPAC24C9.05c	mug70	viable	V	0.0	-0.54	-0.366	-0.617	0.192	1.018	-0.295	0.611
SPAC24C9.06c	aco1	inviable	E	0.0	0.691	0.02	1.039	0.479	1.801	1.801	1.415
SPAC24C9.07c	bgs2	viable	V	0.0	0.226	-0.306	-0.137	0.319	-0.015	0.084	0.495
SPAC24C9.08	cps1	viable	V	0.0	0.255	0.016	-0.725	-0.331	-0.367	-0.221	-0.566
SPAC24C9.09	SPAC24C9.09	inviable	E	0.0	0.429	1.488	2.775	3.187	3.019	3.125	3.282
SPAC24C9.10c	mrp4	inviable	E	0.0	1.783	1.783	1.783	1.783	1.783	1.783	1.783
SPAC24C9.11	sgd1	inviable	E	0.0	0.66	1.674	2.545	2.834	2.933	3.0	3.057
SPAC24C9.12c	shm1	viable	V	0.0	0.176	0.134	0.146	0.348	0.308	0.214	0.48
SPAC24C9.13c	mrp10	inviable	E	0.0	1.536	2.398	0.958	2.398	2.398	2.398	2.398
SPAC24C9.14	otu1	viable	V	0.0	0.099	-0.275	-0.243	-0.641	-0.319	-0.471	-0.392
SPAC24C9.15c	spn5	viable	V	0.0	-0.312	-0.368	-0.247	-0.25	-0.185	0.168	0.049
SPAC24C9.16c	cox8	viable	V	0.0	-0.47	-0.717	-0.228	-0.169	-0.441	0.23	0.113
SPAC24H6.01c	gup1	inviable	E	0.0	1.312	2.575	3.076	3.55	3.271	3.102	3.261
SPAC24H6.02c	zim17	viable	V	0.0	-0.243	0.081	-0.006	-0.028	-0.119	-0.283	-0.247
SPAC24H6.03	cul3	viable	V	0.0	0.209	0.404	0.392	0.557	0.887	0.949	0.953
SPAC24H6.04	hxk1	viable	V	0.0	0.173	-0.181	-0.466	-0.399	-0.16	-0.07	-0.432
SPAC24H6.05	cdc25	inviable	E	0.0	0.135	0.435	1.073	1.61	1.979	2.053	2.228
SPAC24H6.06	sld3	inviable	E	0.0	0.362	1.422	3.206	3.024	4.075	3.906	3.895
SPAC24H6.08	SPAC24H6.08	viable	V	0.0	-0.208	-0.015	-0.623	-0.404	-0.037	-0.1	-0.465
SPAC24H6.09	gef1	viable	V	0.0	0.038	0.962	1.135	1.795	1.663	1.793	1.724
SPAC24H6.10c	aro4	viable	V	0.0	0.724	0.638	-0.496	0.538	-0.684	1.445	-0.684
SPAC24H6.11c	vsb1	viable	V	0.0	0.48	0.355	0.699	0.947	0.599	1.14	0.705
SPAC24H6.12c	uba3	inviable	E	0.0	0.688	1.995	2.81	2.727	2.916	2.916	2.904
SPAC24H6.13	SPAC24H6.13	viable	V	0.0	-0.043	0.013	0.235	0.139	0.451	0.588	0.696
SPAC25A8.01c	fft3	condition-dependent	V	0.0	0.804	1.135	1.506	1.868	2.255	2.906	3.12
SPAC25A8.02	atg14	viable	V	0.0	-0.112	0.135	-0.151	-0.212	-0.123	-0.168	-0.184
SPAC25A8.03c	SPAC25A8.03c	viable	V	0.0	0.047	0.308	0.263	0.396	0.83	0.508	0.829
SPAC25B8.01	dap1	viable	V	0.0	0.507	-1.281	-0.242	-0.095	-0.773	-1.021	-0.363
SPAC25B8.02	sds3	inviable	E	0.0	-0.879	-0.497	-0.647	-0.603	-0.567	-0.213	-0.211
SPAC25B8.03	psd2	viable	V	0.0	-0.555	0.125	-0.537	-0.935	-0.986	-0.779	-0.744
SPAC25B8.04c	mss51	viable	V	0.0	-0.243	-0.2	-0.015	-0.045	0.099	0.38	0.354
SPAC25B8.05	deg1	viable	V	0.0	0.066	0.349	0.772	1.303	1.982	1.787	2.175
SPAC25B8.06c	dia4	condition-dependent	E	0.0	0.145	0.542	1.511	1.938	2.25	2.639	2.742
SPAC25B8.07c	rcf1	viable	V	0.0	-0.216	-0.561	0.066	0.033	0.425	0.767	0.443
SPAC25B8.08	SPAC25B8.08	viable	V	0.0	-0.121	0.242	0.252	-0.264	-0.117	-0.369	-0.19
SPAC25B8.09	SPAC25B8.09	viable	V	0.0	-0.089	0.376	0.043	-0.857	-0.19	-0.098	-0.55
SPAC25B8.10	SPAC25B8.10	viable	V	0.0	-0.126	0.255	0.554	0.802	0.458	0.506	0.676
SPAC25B8.11	SPAC25B8.11	viable	V	0.0	0.152	0.003	0.192	0.061	0.222	0.589	0.702
SPAC25B8.12c	SPAC25B8.12c	viable	Not_determined	0.0	0.733	2.727	2.727	2.727	2.535	2.727	2.727
SPAC25B8.13c	isp7	viable	V	0.0	-0.172	-0.028	-0.172	0.269	-0.028	0.248	-0.291
SPAC25B8.16	pop100	inviable	E	0.0	0.364	-0.599	-0.82	-0.157	0.892	1.049	2.029
SPAC25B8.17	ypf1	viable	V	0.0	-0.046	-0.407	-0.193	-0.387	-0.268	-0.104	-0.038
SPAC25B8.18	SPAC25B8.18	viable	V	0.0	0.058	0.116	0.505	0.291	0.26	-0.308	0.022
SPAC25B8.19c	loz1	viable	V	0.0	0.237	0.267	0.669	1.286	0.864	1.005	1.872
SPAC25B8.20	smp1	viable	Not_determined	0.0	0.384	0.187	-0.865	0.502	-0.242	-0.56	0.254
SPAC25G10.01	SPAC25G10.01	viable	V	0.0	1.621	-0.404	-0.262	0.705	0.456	0.372	1.223
SPAC25G10.02	cce1	viable	V	0.0	0.156	0.105	0.874	0.978	0.092	-0.08	1.157
SPAC25G10.04c	rec10	viable	V	0.0	0.041	0.149	0.12	0.137	0.108	0.092	0.068
SPAC25G10.05c	his1	viable	V	0.0	-0.107	0.107	-0.128	0.212	0.158	-0.009	0.15
SPAC25G10.06	rps2801	viable	V	0.0	0.203	0.795	2.024	3.232	3.307	3.161	3.323
SPAC25G10.07c	cut7	condition-dependent	E	0.0	1.043	1.905	1.012	1.905	-0.095	0.768	0.507
SPAC25G10.09c	pan1	viable	V	0.0	-0.139	0.276	1.202	1.483	2.11	2.247	2.401
SPAC25H1.02	jmj1	viable	V	0.0	0.24	0.732	-0.035	-0.024	-0.215	-0.277	0.205
SPAC25H1.03	atg101	viable	V	0.0	-1.229	-1.138	-1.484	-1.018	-0.672	-0.877	-0.928
SPAC25H1.04	mug105	viable	V	0.0	0.02	0.225	0.198	0.13	0.229	0.396	0.373
SPAC25H1.05	meu29	viable	V	0.0	0.442	0.403	1.226	1.44	2.201	2.283	2.715
SPAC25H1.06	pcf3	viable	V	0.0	-0.385	-0.359	0.583	0.849	0.002	0.075	0.077
SPAC25H1.07	emc1	viable	V	0.0	0.013	0.173	0.262	0.808	1.015	1.271	1.64
SPAC25H1.08c	sqt1	inviable	E	0.0	0.551	2.339	1.988	1.109	2.339	2.339	2.339
SPAC25H1.09	mde5	viable	V	0.0	0.098	0.518	0.159	0.396	0.468	0.586	0.387
SPAC25H1.10c	atp19	viable	Not_determined	0.0	0.635	0.404	0.226	1.166	0.785	1.75	2.036
SPAC26A3.01	sxa1	viable	V	0.0	0.262	0.174	0.15	-0.017	-0.221	0.061	0.431
SPAC26A3.02	myh1	viable	V	0.0	0.301	0.052	0.193	0.199	0.475	0.723	0.538
SPAC26A3.03c	rmi1	inviable	E	0.0	-0.504	0.134	-0.238	0.65	0.88	1.541	2.775
SPAC26A3.04	rpl2002	viable	V	0.0	1.26	0.235	1.23	2.123	2.123	2.123	2.123
SPAC26A3.05	chc1	inviable	E	0.0	0.879	1.296	2.152	2.237	2.196	2.26	2.164
SPAC26A3.06	bud23	viable	V	0.0	0.383	0.407	0.65	1.128	1.448	1.14	2.146
SPAC26A3.09c	rga2	viable	V	0.0	-0.178	0.311	-0.007	0.219	0.206	0.394	0.757
SPAC26A3.10	cnt6	viable	V	0.0	0.126	0.128	-0.024	0.264	0.312	0.289	0.512
SPAC26A3.11	SPAC26A3.11	viable	V	0.0	-0.055	0.218	0.152	0.663	0.558	0.524	0.601
SPAC26A3.14c	atg44	viable	V	0.0	-0.022	0.525	0.135	0.887	0.867	0.28	1.237
SPAC26A3.16	dsk2	viable	V	0.0	0.532	-0.251	-0.39	0.121	-0.099	0.553	0.086
SPAC26A3.17c	rmt2	viable	V	0.0	0.291	0.218	0.173	0.416	0.204	0.654	0.714
SPAC26F1.01	sec74	viable	V	0.0	-0.016	0.235	0.046	0.126	0.221	0.055	0.338
SPAC26F1.02	pnn1	viable	V	0.0	0.116	-0.135	0.439	-0.177	0.085	-0.187	-0.32
SPAC26F1.03	pda1	inviable	E	0.0	-0.074	-0.323	0.281	0.448	2.083	1.965	2.445
SPAC26F1.04c	etr1	viable	V	0.0	-0.282	0.207	0.9	1.803	3.0	3.49	4.346
SPAC26F1.05	mug106	viable	V	0.0	0.039	0.289	-0.276	-0.556	-0.273	-0.628	-0.498
SPAC26F1.06	gpm1	inviable	E	0.0	1.536	2.398	2.398	2.398	1.72	1.72	1.77
SPAC26F1.07	SPAC26F1.07	viable	V	0.0	0.153	-0.134	0.224	-0.052	-0.288	0.05	0.668
SPAC26F1.08c	SPAC26F1.08c	viable	V	0.0	0.069	0.196	0.401	0.175	0.52	0.716	0.06
SPAC26F1.09	gyp51	viable	V	0.0	0.335	0.197	0.277	0.385	0.411	0.31	0.392
SPAC26F1.10c	pyp1	viable	V	0.0	0.833	0.944	1.587	1.623	2.084	2.706	2.971
SPAC26F1.11	SPAC26F1.11	unknown	Not_determined	0.0	2.123	-0.079	1.23	-0.199	0.985	0.357	2.123
SPAC26F1.12c	hgh1	viable	V	0.0	0.243	-0.131	0.277	0.271	0.434	0.495	0.588
SPAC26F1.14c	aif1	viable	V	0.0	-0.278	-0.461	0.531	0.24	0.421	-0.222	0.568
SPAC26H5.02c	mgs1	viable	V	0.0	0.101	0.18	0.005	0.138	0.275	0.469	0.413
SPAC26H5.03	pcf2	viable	V	0.0	0.277	-0.17	0.37	0.686	0.337	0.444	0.265
SPAC26H5.04	gid5	viable	V	0.0	-0.035	-0.073	-0.231	-0.385	-0.295	0.024	-0.194
SPAC26H5.05	mga2	viable	V	0.0	0.306	0.641	1.612	2.34	2.894	3.357	3.354
SPAC26H5.06	pot1	condition-dependent	E	0.0	-0.202	0.515	0.901	1.743	1.418	1.505	1.513
SPAC26H5.07c	SPAC26H5.07c	viable	V	0.0	0.185	0.284	0.288	0.171	0.318	0.499	0.513
SPAC26H5.09c	SPAC26H5.09c	viable	V	0.0	0.122	-0.137	0.054	-0.452	-0.337	-0.301	-0.151
SPAC26H5.10c	tif51	viable	V	0.0	0.054	-0.288	0.197	-0.793	-0.668	-0.489	-0.756
SPAC26H5.11	mug56	viable	V	0.0	0.132	0.337	0.612	0.56	1.049	1.514	1.411
SPAC26H5.12	rpo41	inviable	E	0.0	0.441	1.834	2.419	2.52	2.466	2.359	2.556
SPAC27D7.02c	grp1	viable	V	0.0	0.206	0.599	0.148	0.525	0.599	0.638	1.106
SPAC27D7.03c	mei2	viable	V	0.0	0.024	0.135	0.221	0.029	0.026	0.286	0.042
SPAC27D7.04	omt2	viable	V	0.0	-0.096	0.294	0.656	0.567	1.226	0.265	0.128
SPAC27D7.06	etf1	viable	V	0.0	1.009	-0.834	-1.027	-1.187	-0.757	-0.457	-0.754
SPAC27D7.08c	mtl16	viable	V	0.0	-0.053	0.292	0.713	0.819	0.973	1.064	1.329
SPAC27D7.11c	SPAC27D7.11c	viable	V	0.0	0.301	0.493	-0.492	-0.061	0.111	-0.354	0.122
SPAC27D7.12c	but1	viable	V	0.0	0.248	-0.025	0.285	0.311	0.442	0.068	0.071
SPAC27D7.13c	ssm4	viable	V	0.0	0.061	-0.044	0.035	0.227	0.279	0.162	0.301
SPAC27D7.14c	tpr1	viable	V	0.0	0.728	1.243	2.121	2.025	2.229	2.208	2.39
SPAC27E2.01	SPAC27E2.01	viable	V	0.0	0.061	-0.116	1.405	1.397	1.507	1.44	0.702
SPAC27E2.02	yih1	viable	V	0.0	-0.014	0.011	-0.07	-0.637	-0.286	-0.679	-0.178
SPAC27E2.03c	SPAC27E2.03c	viable	V	0.0	0.881	0.761	0.869	1.214	1.926	2.02	2.273
SPAC27E2.04c	mug155	unknown	Not_determined	0.0	0.175	0.201	0.029	0.261	0.229	0.709	0.393
SPAC27E2.06c	msm1	inviable	E	0.0	0.138	1.644	2.528	2.672	2.748	2.756	2.709
SPAC27E2.07	pvg2	viable	V	0.0	0.259	0.776	0.792	0.966	0.955	1.076	1.261
SPAC27E2.09	mak2	viable	V	0.0	0.249	0.21	0.657	0.847	0.485	0.443	0.639
SPAC27E2.10c	rfc3	inviable	E	0.0	0.385	0.629	0.957	1.699	1.272	1.048	1.367
SPAC27E2.12	SPAC27E2.12	viable	Not_determined	0.0	0.097	0.085	0.057	1.005	0.415	1.17	0.206
SPAC27E2.14	SPAC27E2.14	unknown	Not_determined	0.0	-0.017	-0.011	-0.071	-0.105	-0.021	-0.139	-0.074
SPAC27F1.03c	uch1	viable	V	0.0	0.524	-0.017	-0.009	-0.485	-0.222	0.086	-0.124
SPAC27F1.04c	nuf2	inviable	E	0.0	1.043	1.905	1.905	1.905	1.905	1.227	1.277
SPAC27F1.05c	SPAC27F1.05c	viable	V	0.0	-0.258	0.248	0.909	1.095	0.525	0.822	-0.084
SPAC27F1.06c	ani2	viable	V	0.0	0.126	-0.008	-0.056	0.53	0.158	0.047	0.223
SPAC27F1.08	pdt1	viable	V	0.0	-0.087	-0.374	-0.405	-0.399	-0.787	-0.471	-0.523
SPAC27F1.10	SPAC27F1.10	viable	V	0.0	0.852	-0.176	-0.309	-0.454	-0.128	-0.394	0.117
SPAC29A4.02c	SPAC29A4.02c	viable	V	0.0	0.323	0.541	0.777	0.671	0.901	1.069	1.109
SPAC29A4.03c	mrps9	inviable	E	0.0	0.78	1.44	2.331	2.331	2.331	2.331	1.954
SPAC29A4.06c	SPAC29A4.06c	inviable	E	0.0	0.041	0.939	1.587	2.012	2.33	2.342	2.364
SPAC29A4.07	srb6	inviable	E	0.0	1.161	3.133	3.438	3.406	3.701	3.701	3.516
SPAC29A4.09	rrp17	viable	V	0.0	0.515	0.697	1.912	2.019	2.244	2.923	2.82
SPAC29A4.10	rrn5	inviable	E	0.0	0.352	1.023	1.805	2.385	3.592	4.326	4.218
SPAC29A4.11	rga3	viable	V	0.0	-0.136	-0.333	-0.21	0.067	0.37	-0.341	0.08
SPAC29A4.13	ure6	viable	V	0.0	0.171	-1.473	-1.107	-0.271	-0.766	-1.073	-0.558
SPAC29A4.14c	pex3	viable	V	0.0	-0.455	0.033	0.339	0.353	-0.072	-0.167	0.363
SPAC29A4.16	hal4	condition-dependent	V	0.0	0.341	1.343	1.971	1.896	2.176	2.258	2.44
SPAC29A4.17c	fun14	viable	V	0.0	0.492	-0.032	0.036	0.808	0.29	0.472	0.392
SPAC29A4.18	prw1	condition-dependent	V	0.0	0.686	1.078	1.629	2.225	2.187	2.176	2.464
SPAC29A4.19c	cta5	viable	V	0.0	0.026	-0.191	-0.066	0.18	0.147	0.138	0.087
SPAC29A4.20	elp3	viable	V	0.0	0.275	0.75	2.072	2.993	3.64	3.758	4.385
SPAC29A4.23	SPAC29A4.23	unknown	Not_determined	0.0	-0.204	0.288	-0.153	0.067	-0.01	-0.113	-0.146
SPAC29B12.01	ino80	inviable	E	0.0	0.426	1.163	2.012	2.769	2.71	2.893	3.324
SPAC29B12.02c	set2	viable	V	0.0	0.121	0.578	0.745	0.845	1.079	1.027	1.117
SPAC29B12.03	spd1	viable	V	0.0	0.063	0.208	0.171	0.277	0.192	0.279	0.207
SPAC29B12.04	snz1	viable	V	0.0	-1.507	-0.434	0.182	0.739	1.582	0.851	0.244
SPAC29B12.05c	mtq1	viable	V	0.0	-0.298	0.153	0.234	-0.126	0.296	-0.419	-0.367
SPAC29B12.06c	rcd1	viable	V	0.0	-0.193	0.378	-0.39	0.597	-0.612	0.386	0.082
SPAC29B12.07	sec16	inviable	E	0.0	-0.264	-0.043	0.353	0.233	1.471	2.019	1.864
SPAC29B12.08	clr5	viable	V	0.0	-0.302	-0.066	-0.293	-0.04	0.59	0.489	0.657
SPAC29B12.10c	pgt1	viable	V	0.0	-0.106	-0.012	0.356	0.516	0.364	0.718	0.522
SPAC29B12.11c	SPAC29B12.11c	viable	V	0.0	0.125	0.083	0.023	0.099	0.324	-0.002	0.117
SPAC29B12.12	hot13	viable	V	0.0	-0.879	0.185	0.193	-0.42	-0.205	0.432	-0.154
SPAC29B12.14c	SPAC29B12.14c	viable	V	0.0	-0.19	0.36	0.065	0.315	0.786	0.423	0.617
SPAC29E6.01	pof11	viable	V	0.0	0.072	0.238	0.357	1.16	0.49	0.631	0.676
SPAC29E6.03c	uso1	inviable	E	0.0	0.083	2.104	1.707	2.131	2.275	2.487	1.702
SPAC29E6.05c	mxr1	viable	V	0.0	-0.077	-0.183	-0.129	-0.304	0.533	-1.119	-0.405
SPAC29E6.07	SPAC29E6.07	viable	V	0.0	0.422	0.029	-0.478	-1.173	-0.299	-0.433	-0.291
SPAC29E6.09	SPAC29E6.09	viable	V	0.0	-0.046	0.361	-0.161	-0.268	0.204	0.446	0.314
SPAC29E6.10c	nst1	viable	V	0.0	0.187	0.565	0.865	1.24	1.202	1.397	1.834
SPAC2C4.05	cor1	viable	V	0.0	0.859	0.454	1.243	0.573	1.152	0.611	1.594
SPAC2C4.06c	rcm1	viable	V	0.0	0.095	0.249	-0.516	-0.323	-0.137	-0.093	-0.142
SPAC2C4.07c	dis32	viable	V	0.0	0.181	-0.029	0.045	0.146	0.098	0.251	1.229
SPAC2C4.08	SPAC2C4.08	viable	V	0.0	0.053	-0.218	-0.064	1.599	0.817	1.012	1.428
SPAC2C4.09	SPAC2C4.09	viable	V	0.0	-0.059	-0.116	-0.267	0.161	0.66	0.526	-0.079
SPAC2C4.10c	csc4	viable	V	0.0	-0.114	0.099	0.368	0.113	0.168	0.438	0.459
SPAC2C4.12c	tpt1	inviable	E	0.0	0.691	1.553	2.479	2.479	2.479	2.479	1.851
SPAC2C4.13	vma16	inviable	E	0.0	-0.084	-0.556	-0.328	0.157	-0.057	0.479	0.384
SPAC2C4.14c	ppk11	viable	V	0.0	-0.609	-0.353	-1.224	0.623	-0.114	-0.025	0.191
SPAC2C4.15c	ubx2	viable	V	0.0	0.41	-0.61	0.307	-0.23	0.248	0.572	1.147
SPAC2C4.16c	rps801	viable	V	0.0	0.283	1.064	2.167	3.378	4.144	4.625	4.625
SPAC2C4.17c	msy2	viable	V	0.0	-0.045	-0.078	0.086	0.761	0.62	0.843	0.97
SPAC2E12.02	hsf1	inviable	E	0.0	0.776	0.619	0.904	1.496	1.55	1.539	1.996
SPAC2E12.03c	SPAC2E12.03c	viable	V	0.0	0.232	0.058	0.483	0.125	-0.289	-0.05	-0.555
SPAC2E12.05	wtf1	unknown	Not_determined	0.0	-0.065	-0.17	-0.213	-0.111	0.119	-0.3	0.301
SPAC2E1P3.01	SPAC2E1P3.01	viable	V	0.0	0.102	0.422	0.741	0.551	0.678	0.473	0.367
SPAC2E1P3.02c	amt3	viable	V	0.0	-0.188	0.597	0.663	0.309	0.453	0.453	0.026
SPAC2E1P3.04	cao1	viable	V	0.0	0.301	0.01	0.058	-0.005	0.365	0.471	0.649
SPAC2E1P5.01c	mns1	viable	V	0.0	0.234	0.029	0.151	-0.071	-0.028	0.172	-0.112
SPAC2E1P5.03	erj5	viable	V	0.0	-0.093	0.002	-0.04	-0.263	-0.035	-0.077	-0.049
SPAC2E1P5.05	rrp9	inviable	E	0.0	0.157	0.061	0.02	0.303	0.235	0.264	0.426
SPAC2F3.01	imt1	viable	V	0.0	0.272	-0.124	0.006	0.455	-0.469	-0.192	0.021
SPAC2F3.02	sec67	viable	V	0.0	-0.247	0.313	0.644	0.636	0.874	0.918	1.16
SPAC2F3.03c	rpa49	inviable	E	0.0	0.928	1.52	2.876	2.957	2.827	2.805	2.858
SPAC2F3.04c	rim1	inviable	E	0.0	0.337	0.632	2.377	3.817	3.895	4.032	3.516
SPAC2F3.05c	SPAC2F3.05c	viable	V	0.0	0.271	-0.204	0.131	0.278	-0.008	0.577	0.347
SPAC2F3.06c	kap104	condition-dependent	E	0.0	0.863	1.284	2.256	3.209	3.663	4.076	3.968
SPAC2F3.07c	SPAC2F3.07c	viable	V	0.0	0.668	0.233	-0.388	-0.554	-0.536	-0.37	-0.136
SPAC2F3.08	sut1	viable	V	0.0	0.237	0.099	0.893	0.491	0.338	1.176	0.538
SPAC2F3.10	vps54	inviable	E	0.0	0.9	1.249	1.813	2.954	3.337	3.631	3.65
SPAC2F3.11	ppx1	viable	V	0.0	0.243	0.44	0.601	0.995	1.296	1.474	1.451
SPAC2F3.12c	plp1	viable	V	0.0	0.168	0.009	-0.079	0.64	0.732	1.361	1.711
SPAC2F3.13c	qtr2	viable	V	0.0	-0.265	-0.439	-0.154	0.346	0.557	0.582	0.676
SPAC2F3.14c	saf2	inviable	E	0.0	-0.178	0.702	0.994	2.057	3.567	2.615	3.595
SPAC2F3.15	lsk1	viable	V	0.0	-0.137	-0.006	0.211	0.475	0.594	1.035	1.296
SPAC2F3.16	SPAC2F3.16	viable	V	0.0	0.096	0.014	-0.934	-0.703	0.003	-0.265	-0.519
SPAC2F3.18c	SPAC2F3.18c	viable	V	0.0	0.398	0.063	0.046	0.065	0.046	0.349	0.371
SPAC2F7.02c	psr1	viable	V	0.0	0.053	0.154	0.446	0.836	0.847	0.905	0.897
SPAC2F7.03c	pom1	viable	V	0.0	0.375	0.578	0.812	0.887	1.398	1.5	1.486
SPAC2F7.04	med1	viable	V	0.0	0.525	-0.508	0.103	-0.112	1.107	1.042	0.74
SPAC2F7.06c	pol4	viable	V	0.0	-0.011	-0.097	0.63	-0.525	0.635	0.847	0.783
SPAC2F7.07c	cph2	viable	V	0.0	0.105	0.694	1.149	1.429	1.861	2.083	2.653
SPAC2F7.08c	snf5	viable	V	0.0	0.357	0.072	0.141	0.294	0.611	0.628	1.099
SPAC2F7.09c	gep3	viable	V	0.0	-0.174	-0.047	-0.161	0.032	0.08	0.215	0.046
SPAC2F7.10	akr1	viable	V	0.0	0.083	-0.558	-0.061	0.068	0.439	0.58	0.862
SPAC2F7.11	nrd1	viable	V	0.0	-0.089	-0.077	-0.305	0.323	0.542	0.434	0.804
SPAC2F7.14c	rrp4	inviable	E	0.0	0.534	1.703	2.629	0.629	2.629	2.629	2.629
SPAC2F7.15	rsm24	inviable	E	0.0	-0.078	1.452	2.105	2.105	2.105	2.105	2.105
SPAC2F7.16c	pld1	viable	Not_determined	0.0	0.544	0.379	0.467	0.644	1.214	0.916	1.049
SPAC2F7.17	mrf1	viable	V	0.0	-0.156	0.058	0.133	0.099	0.572	0.782	1.307
SPAC2G11.02	urb2	inviable	E	0.0	1.065	2.029	2.725	3.349	2.984	3.254	3.187
SPAC2G11.03c	vps45	viable	V	0.0	0.93	2.329	1.713	2.329	2.329	2.329	2.329
SPAC2G11.04	rbm17	viable	V	0.0	-0.12	0.072	-0.177	-0.226	-0.339	-0.59	-0.157
SPAC2G11.05c	alx1	viable	V	0.0	-0.086	0.233	0.058	0.339	0.402	0.431	0.434
SPAC2G11.06	vps4	viable	V	0.0	1.257	3.411	4.049	4.259	4.457	4.372	4.299
SPAC2G11.07c	ptc3	viable	V	0.0	0.594	0.308	1.507	0.344	0.308	0.418	2.28
SPAC2G11.09	SPAC2G11.09	viable	V	0.0	0.508	0.879	0.65	1.146	1.024	0.492	0.724
SPAC2G11.10c	uba42	viable	V	0.0	0.285	0.598	1.086	1.611	2.196	2.57	2.985
SPAC2G11.11c	prh1	inviable	E	0.0	0.418	1.556	2.033	2.803	2.762	2.804	3.236
SPAC2G11.12	rqh1	viable	V	0.0	0.134	0.208	0.824	1.193	1.828	2.261	2.828
SPAC2G11.13	atg22	viable	V	0.0	-0.056	0.078	0.421	0.064	0.406	0.289	0.186
SPAC2G11.14	taf1	inviable	E	0.0	0.062	0.556	2.254	2.613	3.64	3.419	3.74
SPAC2G11.15c	tgs1	viable	Not_determined	0.0	-0.44	-0.265	0.065	0.585	1.194	1.896	2.336
SPAC2H10.01	SPAC2H10.01	viable	V	0.0	-0.327	0.3	0.077	0.613	-0.23	-0.166	-0.342
SPAC2H10.02c	nas2	viable	V	0.0	0.154	0.55	0.705	0.367	-0.009	0.278	0.408
SPAC2H10.04	SPAC2H10.04	unknown	Not_determined	0.0	0.241	0.991	0.548	0.972	0.48	-0.002	0.42
SPAC30.01c	sec72	viable	V	0.0	-0.144	0.301	-0.006	0.398	0.453	0.264	0.397
SPAC30.02c	kti12	viable	V	0.0	0.087	0.7	1.622	2.851	3.762	4.648	4.745
SPAC30.03c	tsn1	viable	V	0.0	0.3	0.55	0.503	0.964	0.775	0.701	1.063
SPAC30.04c	abc4	viable	V	0.0	0.212	0.413	0.523	0.46	0.611	0.376	0.471
SPAC30C2.02	mmd1	viable	V	0.0	-0.008	0.723	0.865	1.624	2.243	2.402	2.412
