Systematic ID	Name	FYPOviability	DeletionLibrary_essentiality	0h	YES0	YES1	YES2	YES3	YES4	YES5	YES6
SPAC20H4.06c	gpl1	viable	V	0.0	0.0	0.006	0.355	0.768	0.923	0.962	0.969
SPAC20H4.07	rad57	viable	V	0.006	0.021	0.217	1.339	1.9	2.065	2.103	2.111
SPAC20H4.08	whi2	viable	V	0.075	0.06	0.03	0.003	0.0	0.0	0.0	0.0
SPAC20H4.09	gih35	viable	V	0.001	0.002	0.008	0.074	0.193	0.316	0.405	0.45
SPAC20H4.10	ufd2	viable	V	0.001	0.002	0.007	0.058	0.155	0.27	0.366	0.422
SPAC20H4.11c	rho5	viable	V	-0.061	-0.028	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC212.04c	SPAC212.04c	viable	V	0.058	0.075	0.138	0.335	0.514	0.658	0.757	0.809
SPAC212.08c	SPAC212.08c	viable	V	0.0	0.0	0.0	0.002	0.161	0.475	0.603	0.631
SPAC212.12	SPAC212.12	unknown	Not_determined	0.03	0.04	0.08	0.242	0.453	0.69	0.911	1.065
SPAC21E11.03c	pcr1	viable	V	0.11	0.201	0.584	1.348	1.582	1.644	1.658	1.661
SPAC21E11.04	aca1	viable	V	-0.055	-0.066	-0.102	-0.215	-0.335	-0.457	-0.568	-0.645
SPAC21E11.05c	cyp8	viable	V	0.01	0.017	0.051	0.117	0.138	0.143	0.144	0.144
SPAC21E11.07	iba57	inviable	E	0.002	0.01	0.156	1.337	2.021	2.229	2.278	2.288
SPAC222.03c	tim10	inviable	E	0.031	0.065	0.285	1.281	1.972	2.292	2.409	2.442
SPAC222.04c	ies6	condition-dependent	V	0.362	0.551	1.303	3.356	4.558	5.136	5.37	5.446
SPAC222.05c	mss1	viable	V	0.0	0.0	0.0	0.022	0.259	0.586	0.755	0.808
SPAC222.07c	hri2	viable	V	-0.066	-0.054	-0.03	-0.004	-0.0	-0.0	-0.0	-0.0
SPAC222.08c	sno1	viable	V	0.002	0.003	0.015	0.172	0.586	1.229	1.909	2.381
SPAC222.09	seb1	inviable	E	0.123	0.224	0.653	1.506	1.769	1.838	1.854	1.857
SPAC222.11	hem13	inviable	E	0.178	0.26	0.579	1.495	2.105	2.44	2.595	2.651
SPAC222.12c	atp2	viable	V	0.192	0.256	0.492	1.22	1.847	2.313	2.606	2.749
SPAC222.13c	SPAC222.13c	viable	V	0.005	0.002	0.0	0.0	0.0	0.0	0.0	0.0
SPAC222.14c	sey1	viable	V	0.028	0.038	0.078	0.246	0.471	0.726	0.965	1.13
SPAC222.15	meu13	viable	V	0.0	0.001	0.012	0.094	0.14	0.153	0.157	0.157
SPAC222.16c	csn3	viable	V	0.036	0.059	0.152	0.382	0.49	0.532	0.546	0.55
SPAC222.17	SPAC222.17	viable	Not_determined	0.032	0.039	0.06	0.126	0.197	0.269	0.334	0.38
SPAC222.18	SPAC222.18	unknown	Not_determined	0.052	0.096	0.279	0.644	0.756	0.785	0.792	0.793
SPAC227.01c	erd1	viable	V	0.022	0.049	0.251	1.534	2.784	3.526	3.857	3.97
SPAC227.02c	rrp15	inviable	E	0.0	0.001	0.049	1.257	2.346	2.722	2.813	2.83
SPAC227.03c	yea6	viable	V	-0.033	-0.06	-0.173	-0.4	-0.469	-0.487	-0.492	-0.492
SPAC227.04	atg10	viable	V	0.034	0.062	0.18	0.415	0.488	0.507	0.511	0.512
SPAC227.05	pfd4	viable	V	0.001	0.004	0.034	0.468	1.264	1.978	2.404	2.583
SPAC227.06	yip5	viable	V	0.004	0.005	0.007	0.016	0.024	0.033	0.042	0.047
SPAC227.07c	pab1	viable	V	0.136	0.25	0.726	1.675	1.967	2.044	2.061	2.065
SPAC227.09	fol3	inviable	E	0.124	0.226	0.657	1.518	1.783	1.852	1.868	1.871
SPAC227.10	pfd2	viable	V	0.561	0.54	0.453	0.112	0.0	0.0	0.0	0.0
SPAC227.11c	yos9	viable	V	0.0	0.0	0.0	0.0	0.103	0.591	0.871	0.936
SPAC227.12	rna4	inviable	E	0.155	0.285	0.827	1.909	2.242	2.33	2.349	2.353
SPAC227.14	yfh7	viable	V	0.025	0.045	0.132	0.305	0.358	0.372	0.376	0.376
SPAC227.15	reg1	viable	V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPAC227.17c	SPAC227.17c	viable	V	0.0	0.0	0.002	0.055	0.26	0.64	1.071	1.373
SPAC22A12.01c	pso2	viable	V	0.0	0.0	0.0	0.0	0.003	0.115	0.528	0.913
SPAC22A12.02c	mug103	viable	V	0.005	0.003	0.0	0.0	0.0	0.0	0.0	0.0
SPAC22A12.03c	csn4	viable	V	0.002	0.003	0.011	0.075	0.208	0.39	0.574	0.701
SPAC22A12.04c	rps2201	viable	V	0.203	0.342	0.917	2.255	2.809	2.999	3.054	3.068
SPAC22A12.06c	fsh2	viable	V	0.024	0.036	0.082	0.212	0.295	0.339	0.359	0.366
SPAC22A12.07c	ogm1	viable	V	0.076	0.14	0.406	0.937	1.1	1.143	1.153	1.155
SPAC22A12.08c	crd1	inviable	E	0.003	0.012	0.192	1.904	3.096	3.514	3.625	3.648
SPAC22A12.09c	sap114	inviable	E	0.197	0.361	1.05	2.423	2.846	2.957	2.982	2.987
SPAC22A12.10	ept1	viable	V	0.168	0.208	0.348	0.793	1.252	1.687	2.045	2.272
SPAC22A12.11	dak1	viable	V	0.051	0.094	0.272	0.628	0.737	0.766	0.773	0.774
SPAC22A12.12c	rrp40	inviable	E	0.0	0.001	0.009	0.138	0.465	0.872	1.198	1.373
SPAC22A12.14c	SPAC22A12.14c	viable	V	0.006	0.008	0.016	0.045	0.078	0.111	0.139	0.156
SPAC22A12.16	acl2	viable	V	0.117	0.147	0.253	0.585	0.912	1.202	1.425	1.556
SPAC22A12.17c	SPAC22A12.17c	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC22E12.01	pet3	viable	V	0.552	0.422	0.122	0.0	0.0	0.0	0.0	0.0
SPAC22E12.02	SPAC22E12.02	inviable	E	0.006	0.01	0.036	0.244	0.669	1.252	1.84	2.246
SPAC22E12.03c	sdj1	viable	V	0.171	0.142	0.077	0.011	0.001	0.0	0.0	0.0
SPAC22E12.04	ccs1	viable	V	0.078	0.104	0.203	0.561	0.948	1.307	1.586	1.749
SPAC22E12.05c	rer1	viable	V	0.005	0.014	0.095	0.423	0.563	0.603	0.612	0.614
SPAC22E12.06c	gmh3	viable	V	0.04	0.074	0.215	0.497	0.583	0.606	0.611	0.612
SPAC22E12.08	rrn10	inviable	E	0.277	0.375	0.738	1.85	2.775	3.432	3.826	4.01
SPAC22E12.09c	krp1	inviable	E	0.256	0.469	1.364	3.15	3.699	3.843	3.876	3.882
SPAC22E12.11c	set3	viable	V	0.036	0.044	0.072	0.157	0.245	0.33	0.404	0.452
SPAC22E12.14c	sck2	viable	V	0.0	0.0	0.0	0.0	0.009	0.16	0.575	0.933
SPAC22E12.16c	pik1	inviable	E	0.283	0.519	1.509	3.484	4.091	4.251	4.287	4.294
SPAC22E12.17c	glo3	inviable	E	0.093	0.17	0.493	1.139	1.338	1.39	1.402	1.404
SPAC22E12.18	SPAC22E12.18	viable	V	0.194	0.266	0.548	1.551	2.55	3.379	3.951	4.252
SPAC22E12.19	snt1	viable	V	0.027	0.035	0.061	0.159	0.274	0.399	0.514	0.594
SPAC22F3.03c	rdh54	viable	V	0.001	0.003	0.019	0.094	0.133	0.147	0.151	0.151
SPAC22F3.04	mug62	viable	V	0.019	0.022	0.035	0.073	0.114	0.155	0.193	0.219
SPAC22F3.05c	alp41	inviable	E	0.268	0.491	1.427	3.294	3.869	4.019	4.054	4.06
SPAC22F3.06c	lon1	viable	V	0.041	0.053	0.099	0.244	0.38	0.492	0.569	0.611
SPAC22F3.07c	atp20	viable	V	0.036	0.043	0.069	0.147	0.23	0.313	0.385	0.434
SPAC22F3.08c	rok1	viable	V	0.179	0.268	0.617	1.594	2.2	2.51	2.643	2.689
SPAC22F3.09c	res2	viable	V	0.005	0.008	0.021	0.104	0.246	0.425	0.6	0.721
SPAC22F3.10c	gcs1	condition-dependent	V	0.185	0.248	0.478	1.187	1.795	2.243	2.523	2.659
SPAC22F3.11c	snu23	viable	V	0.032	0.038	0.059	0.124	0.193	0.264	0.328	0.373
SPAC22F3.12c	rgs1	viable	V	-0.034	-0.063	-0.182	-0.421	-0.494	-0.514	-0.518	-0.519
SPAC22F3.13	tsc1	viable	V	0.198	0.311	0.769	1.961	2.585	2.854	2.951	2.98
SPAC22F3.15	aim41	unknown	Not_determined	0.005	0.013	0.061	0.204	0.258	0.272	0.276	0.276
SPAC22F8.02c	pvg5	viable	V	0.075	0.104	0.21	0.533	0.789	0.961	1.058	1.102
SPAC22F8.03c	SPAC22F8.03c	viable	V	-0.344	-0.343	-0.335	-0.279	-0.132	-0.004	-0.0	-0.0
SPAC22F8.04	pet1	viable	V	0.103	0.123	0.191	0.402	0.625	0.854	1.061	1.206
SPAC22F8.05	SPAC22F8.05	viable	V	-0.066	-0.054	-0.03	-0.004	-0.0	-0.0	-0.0	-0.0
SPAC22F8.07c	rtf1	viable	V	0.037	0.067	0.195	0.45	0.529	0.55	0.554	0.555
SPAC22F8.08	sec24	inviable	E	0.02	0.037	0.107	0.247	0.29	0.301	0.303	0.304
SPAC22F8.09	rrp16	viable	V	0.124	0.184	0.438	1.313	2.041	2.52	2.779	2.888
SPAC22F8.10c	sap145	inviable	E	-0.368	-0.368	-0.367	-0.36	-0.333	-0.229	-0.031	-0.0
SPAC22F8.11	plc1	condition-dependent	V	0.144	0.264	0.767	1.772	2.081	2.162	2.18	2.183
SPAC22F8.12c	shf1	viable	V	0.0	0.0	0.0	0.089	0.868	1.493	1.683	1.721
SPAC22G7.01c	fra1	viable	V	0.011	0.013	0.02	0.042	0.065	0.089	0.11	0.125
SPAC22G7.02	kap111	condition-dependent	V	-0.191	-0.166	-0.106	-0.023	-0.003	-0.0	-0.0	-0.0
SPAC22G7.03	SPAC22G7.03	viable	V	-0.052	-0.042	-0.022	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC22G7.04	pan2	viable	V	0.123	0.154	0.263	0.604	0.942	1.245	1.481	1.622
SPAC22G7.05	kri1	viable	V	0.134	0.245	0.712	1.644	1.931	2.006	2.023	2.027
SPAC22G7.06c	ura1	viable	V	0.105	0.18	0.488	1.191	1.468	1.56	1.585	1.591
SPAC22G7.07c	ime4	viable	V	0.049	0.077	0.191	0.486	0.639	0.704	0.728	0.735
SPAC22G7.08	ppk8	viable	V	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPAC22G7.09c	nup45	inviable	E	0.164	0.313	0.983	2.407	2.859	2.979	3.006	3.011
SPAC22H10.02	SPAC22H10.02	viable	V	-0.013	-0.031	-0.147	-0.502	-0.636	-0.672	-0.681	-0.682
SPAC22H10.03c	kap114	viable	V	0.003	0.006	0.018	0.108	0.28	0.511	0.741	0.899
SPAC22H10.04	ppa3	viable	V	0.068	0.087	0.156	0.372	0.575	0.745	0.866	0.933
SPAC22H10.05c	SPAC22H10.05c	inviable	E	-0.553	-0.544	-0.505	-0.282	-0.025	-0.0	-0.0	-0.0
SPAC22H10.06c	SPAC22H10.06c	unknown	Not_determined	-0.044	-0.022	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC22H10.07	scd2	viable	V	0.118	0.141	0.219	0.46	0.717	0.978	1.216	1.382
SPAC22H10.08	SPAC22H10.08	viable	V	0.157	0.129	0.07	0.01	0.001	0.0	0.0	0.0
SPAC22H10.09	cbp8	viable	V	0.006	0.009	0.025	0.096	0.167	0.219	0.25	0.264
SPAC22H10.10	alp21	inviable	E	0.191	0.35	1.016	2.346	2.755	2.862	2.887	2.891
SPAC22H10.11c	crf1	viable	V	0.25	0.32	0.57	1.353	2.094	2.72	3.172	3.424
SPAC22H12.01c	mug35	viable	V	0.44	0.432	0.4	0.215	0.017	0.0	0.0	0.0
SPAC22H12.02	tfg3	viable	V	0.141	0.172	0.28	0.628	1.014	1.414	1.779	2.034
SPAC22H12.03	pah2	viable	V	0.049	0.09	0.261	0.604	0.709	0.736	0.743	0.744
SPAC22H12.04c	rps102	viable	V	0.314	0.567	1.624	3.8	4.508	4.704	4.75	4.759
SPAC22H12.05c	fsc1	viable	V	0.122	0.146	0.227	0.475	0.74	1.011	1.256	1.428
SPAC23A1.02c	ted1	viable	V	0.146	0.121	0.066	0.01	0.001	0.0	0.0	0.0
SPAC23A1.03	apt1	viable	V	0.134	0.245	0.712	1.643	1.93	2.005	2.022	2.025
SPAC23A1.04c	mnl1	viable	V	0.006	0.008	0.02	0.084	0.184	0.306	0.423	0.504
SPAC23A1.05	tsc3	inviable	E	0.274	0.226	0.123	0.018	0.001	0.0	0.0	0.0
SPAC23A1.06c	cmk2	viable	V	0.04	0.053	0.101	0.248	0.377	0.476	0.54	0.572
SPAC23A1.07	rnf170	viable	V	0.015	0.023	0.052	0.135	0.186	0.212	0.223	0.226
SPAC23A1.10	tef102	viable	Not_determined	0.0	0.0	0.0	0.0	0.005	0.298	0.732	0.864
SPAC23A1.11	rpl1602	viable	V	0.0	0.001	0.043	0.73	1.258	1.432	1.474	1.482
SPAC23A1.14c	SPAC23A1.14c	viable	V	-0.004	-0.003	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC23A1.17	bbc1	viable	V	0.047	0.079	0.229	0.719	1.028	1.176	1.235	1.253
SPAC23A1.18c	mrp51	inviable	E	0.134	0.219	0.567	1.422	1.818	1.969	2.018	2.031
SPAC23A1.19c	hrq1	condition-dependent	E	0.027	0.038	0.084	0.279	0.517	0.75	0.936	1.046
SPAC23A1.20	new11	unknown	Not_determined	0.022	0.041	0.119	0.274	0.322	0.334	0.337	0.338
SPAC23C11.01	ice2	viable	V	0.023	0.042	0.123	0.285	0.334	0.347	0.35	0.351
SPAC23C11.03	mpp10	inviable	E	0.175	0.32	0.931	2.149	2.524	2.622	2.645	2.649
SPAC23C11.04c	pnk1	viable	V	0.094	0.113	0.175	0.366	0.571	0.779	0.968	1.101
SPAC23C11.06c	SPAC23C11.06c	viable	V	0.018	0.033	0.097	0.223	0.262	0.272	0.274	0.275
SPAC23C11.07	SPAC23C11.07	viable	V	-0.295	-0.295	-0.295	-0.289	-0.268	-0.187	-0.027	-0.0
SPAC23C11.08	php3	viable	V	0.185	0.222	0.344	0.722	1.124	1.534	1.907	2.168
SPAC23C11.10	mpn1	viable	V	0.008	0.013	0.037	0.181	0.416	0.693	0.944	1.105
SPAC23C11.11	cka1	inviable	E	0.159	0.291	0.846	1.954	2.295	2.384	2.404	2.408
SPAC23C11.13c	hpt1	viable	V	0.251	0.459	1.335	3.082	3.62	3.761	3.793	3.799
SPAC23C11.14	zhf1	viable	V	0.121	0.222	0.644	1.487	1.747	1.815	1.83	1.833
SPAC23C11.15	pst2	condition-dependent	V	0.188	0.241	0.431	1.05	1.669	2.221	2.64	2.885
SPAC23C4.02	crn1	viable	V	0.049	0.077	0.188	0.481	0.638	0.706	0.732	0.739
SPAC23C4.03	hrk1	viable	V	0.004	0.013	0.079	0.334	0.44	0.47	0.477	0.478
SPAC23C4.04c	SPAC23C4.04c	viable	Not_determined	0.079	0.146	0.423	0.977	1.147	1.192	1.202	1.204
SPAC23C4.05c	les1	viable	V	0.1	0.157	0.388	0.989	1.306	1.443	1.492	1.507
SPAC23C4.06c	efm6	viable	V	0.015	0.018	0.028	0.058	0.09	0.123	0.153	0.174
SPAC23C4.07	tht2	viable	V	-0.026	-0.031	-0.048	-0.1	-0.156	-0.213	-0.264	-0.301
SPAC23C4.08	rho3	condition-dependent	V	0.237	0.434	1.262	2.913	3.421	3.555	3.585	3.59
SPAC23C4.09c	SPAC23C4.09c	viable	V	-0.041	-0.033	-0.016	-0.002	-0.0	-0.0	-0.0	-0.0
SPAC23C4.10	sec2	inviable	E	0.177	0.324	0.941	2.172	2.55	2.65	2.672	2.676
SPAC23C4.12	hhp2	viable	V	0.01	0.014	0.031	0.112	0.229	0.365	0.495	0.585
SPAC23C4.14	alg1	inviable	E	0.101	0.185	0.537	1.241	1.457	1.514	1.527	1.529
SPAC23C4.16c	atg15	viable	V	0.115	0.211	0.614	1.418	1.665	1.73	1.745	1.748
SPAC23C4.17	trm402	viable	V	0.0	0.0	0.002	0.243	0.6	0.744	0.78	0.787
SPAC23C4.18c	rad4	inviable	E	-0.367	-0.367	-0.366	-0.359	-0.333	-0.232	-0.034	-0.0
SPAC23C4.19	spt5	inviable	E	0.075	0.158	0.585	1.631	1.986	2.081	2.103	2.107
SPAC23D3.01	pdp3	viable	V	0.018	0.032	0.093	0.215	0.253	0.262	0.265	0.265
SPAC23D3.02	rfc2	inviable	E	0.0	0.001	0.038	0.634	1.091	1.242	1.278	1.285
SPAC23D3.03c	SPAC23D3.03c	viable	V	0.024	0.046	0.149	0.373	0.445	0.465	0.469	0.47
SPAC23D3.04c	gpd2	viable	V	-0.066	-0.086	-0.16	-0.389	-0.597	-0.76	-0.87	-0.928
SPAC23D3.06c	nup146	inviable	E	0.187	0.224	0.348	0.729	1.135	1.549	1.926	2.189
SPAC23D3.08	usp108	inviable	E	0.0	0.0	0.004	0.33	1.212	1.924	2.249	2.352
SPAC23D3.09	arp42	viable	V	0.262	0.342	0.631	1.533	2.351	3.002	3.442	3.673
SPAC23D3.10c	eng2	viable	V	0.047	0.092	0.304	0.778	0.932	0.973	0.982	0.984
SPAC23D3.11	ayr1	viable	V	-0.053	-0.064	-0.099	-0.207	-0.323	-0.44	-0.547	-0.622
SPAC23D3.12	pho842	viable	V	0.028	0.052	0.15	0.346	0.406	0.422	0.425	0.426
SPAC23D3.13c	SPAC23D3.13c	viable	V	0.05	0.072	0.16	0.413	0.584	0.68	0.725	0.742
SPAC23D3.14c	aah2	viable	Not_determined	0.06	0.096	0.244	0.617	0.8	0.875	0.9	0.907
SPAC23D3.16	lam4	viable	Not_determined	0.234	0.428	1.244	2.873	3.373	3.505	3.535	3.54
SPAC23D3.17	SPAC23D3.17	viable	Not_determined	-0.25	-0.249	-0.244	-0.213	-0.12	-0.008	-0.0	-0.0
SPAC23E2.01	fep1	viable	V	0.017	0.04	0.189	0.641	0.811	0.857	0.868	0.87
SPAC23E2.02	lsd2	inviable	E	0.181	0.298	0.778	1.943	2.466	2.659	2.721	2.736
SPAC23E2.03c	sms1	viable	V	0.365	0.329	0.205	0.005	0.0	0.0	0.0	0.0
SPAC23G3.01	rpb2	inviable	E	0.109	0.2	0.581	1.341	1.575	1.636	1.65	1.653
SPAC23G3.02c	sib1	viable	V	-0.043	-0.026	-0.004	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC23G3.03	sib2	viable	V	0.012	0.017	0.034	0.085	0.127	0.156	0.173	0.181
SPAC23G3.04	ies4	viable	V	0.046	0.061	0.116	0.287	0.436	0.547	0.618	0.653
SPAC23G3.05c	SPAC23G3.05c	viable	V	0.008	0.015	0.044	0.101	0.118	0.123	0.124	0.124
SPAC23G3.07c	snf30	viable	V	0.014	0.016	0.025	0.053	0.083	0.113	0.141	0.16
SPAC23G3.08c	ubp7	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC23G3.09	taf4	inviable	E	0.153	0.264	0.813	2.843	4.289	5.047	5.369	5.476
SPAC23G3.10c	ssr3	condition-dependent	V	0.167	0.306	0.89	2.056	2.414	2.508	2.53	2.534
SPAC23G3.11	rpn6	inviable	E	0.124	0.226	0.658	1.518	1.783	1.852	1.868	1.871
SPAC23G3.12c	htr12	viable	V	0.002	0.003	0.004	0.009	0.014	0.019	0.024	0.027
SPAC23H3.02c	ini1	inviable	E	-0.03	-0.055	-0.161	-0.371	-0.436	-0.453	-0.456	-0.457
SPAC23H3.03c	npr2	viable	V	0.212	0.388	1.128	2.603	3.057	3.176	3.203	3.208
SPAC23H3.04	SPAC23H3.04	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC23H3.05c	swd1	viable	V	0.031	0.073	0.327	1.062	1.332	1.406	1.423	1.426
SPAC23H3.06	apl6	viable	V	0.0	0.0	0.003	0.048	0.206	0.486	0.796	1.013
SPAC23H3.07c	mrp2	inviable	E	0.157	0.287	0.833	1.924	2.259	2.347	2.367	2.371
SPAC23H3.08c	bub3	viable	V	0.035	0.062	0.177	0.416	0.496	0.519	0.524	0.525
SPAC23H3.09c	gly1	viable	V	0.26	0.361	0.743	1.892	2.782	3.363	3.681	3.818
SPAC23H3.10	ssr2	inviable	E	0.105	0.166	0.42	1.157	1.6	1.812	1.897	1.925
SPAC23H3.11c	max1	viable	V	-0.137	-0.117	-0.07	-0.013	-0.001	-0.0	-0.0	-0.0
SPAC23H3.12c	SPAC23H3.12c	viable	V	0.024	0.043	0.126	0.291	0.342	0.355	0.358	0.359
SPAC23H3.13c	gpa2	viable	V	0.154	0.193	0.333	0.816	1.363	1.929	2.435	2.778
SPAC23H3.14	avl9	viable	V	-0.005	-0.009	-0.027	-0.062	-0.072	-0.075	-0.076	-0.076
SPAC23H3.15c	ddr48	condition-dependent	V	0.0	0.0	0.0	0.002	0.208	0.663	0.858	0.899
SPAC23H4.01c	osh3	viable	V	0.081	0.148	0.429	0.992	1.164	1.21	1.22	1.222
SPAC23H4.02	ppk9	viable	V	-0.046	-0.038	-0.02	-0.003	-0.0	-0.0	-0.0	-0.0
SPAC23H4.03c	erv25	inviable	E	0.133	0.179	0.355	0.982	1.631	2.2	2.616	2.848
SPAC23H4.04	slm3	inviable	E	0.213	0.391	1.136	2.622	3.079	3.199	3.226	3.231
SPAC23H4.05c	SPAC23H4.05c	unknown	Not_determined	-0.205	-0.179	-0.115	-0.026	-0.003	-0.0	-0.0	-0.0
SPAC23H4.08	iwr1	viable	V	0.048	0.063	0.121	0.346	0.632	0.947	1.24	1.443
SPAC23H4.09	cdb4	viable	V	0.057	0.081	0.173	0.444	0.642	0.762	0.824	0.849
SPAC23H4.10c	thi4	viable	V	0.011	0.018	0.046	0.115	0.149	0.163	0.167	0.169
SPAC23H4.12	alp13	condition-dependent	V	0.173	0.231	0.445	1.139	1.781	2.293	2.637	2.815
SPAC23H4.13c	SPAC23H4.13c	unknown	Not_determined	0.005	0.015	0.091	0.377	0.495	0.528	0.536	0.537
SPAC23H4.14	vam6	viable	V	0.221	0.404	1.176	2.714	3.187	3.312	3.34	3.345
SPAC23H4.15	tsr1	inviable	E	0.268	0.39	0.864	2.23	3.152	3.668	3.91	4.0
SPAC23H4.16c	not11	viable	V	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SPAC23H4.17c	srb10	viable	V	-0.274	-0.244	-0.166	-0.044	-0.006	-0.0	-0.0	-0.0
SPAC23H4.18c	rbx1	inviable	E	0.077	0.141	0.41	0.946	1.111	1.154	1.164	1.166
SPAC23H4.21	SPAC23H4.21	unknown	Not_determined	0.014	0.025	0.073	0.168	0.198	0.206	0.207	0.208
SPAC24B11.05	SPAC24B11.05	viable	V	-0.066	-0.085	-0.152	-0.363	-0.561	-0.726	-0.843	-0.908
SPAC24B11.06c	sty1	viable	V	0.303	0.556	1.616	3.73	4.38	4.551	4.59	4.597
SPAC24B11.07c	SPAC24B11.07c	viable	V	0.042	0.054	0.099	0.239	0.367	0.471	0.542	0.58
SPAC24B11.08c	erv46	viable	V	0.0	0.0	0.005	0.123	0.226	0.262	0.27	0.272
SPAC24B11.09	mpc2	viable	V	0.013	0.02	0.051	0.225	0.506	0.852	1.187	1.418
SPAC24B11.10c	cfh1	viable	V	0.015	0.018	0.028	0.059	0.092	0.126	0.156	0.178
SPAC24B11.11c	sid2	inviable	E	0.0	0.0	0.0	0.0	0.099	0.898	1.464	1.602
SPAC24B11.12c	dnf2	viable	V	0.115	0.211	0.612	1.413	1.66	1.724	1.739	1.742
SPAC24B11.13	hem3	viable	V	0.011	0.021	0.06	0.14	0.164	0.17	0.172	0.172
SPAC24B11.14	SPAC24B11.14	unknown	Not_determined	0.017	0.032	0.093	0.214	0.251	0.261	0.263	0.264
SPAC24C9.02c	cyt2	viable	V	0.062	0.119	0.374	0.915	1.087	1.133	1.143	1.145
SPAC24C9.04	med9	inviable	E	0.161	0.295	0.858	1.982	2.327	2.418	2.438	2.442
SPAC24C9.05c	mug70	viable	V	0.0	0.0	0.0	0.017	0.205	0.371	0.423	0.433
SPAC24C9.06c	aco1	inviable	E	0.12	0.157	0.292	0.711	1.089	1.388	1.588	1.693
SPAC24C9.07c	bgs2	viable	V	0.002	0.003	0.009	0.044	0.101	0.174	0.245	0.294
SPAC24C9.08	cps1	viable	V	-0.012	-0.026	-0.109	-0.335	-0.416	-0.437	-0.442	-0.443
SPAC24C9.09	SPAC24C9.09	inviable	E	0.215	0.394	1.144	2.641	3.102	3.223	3.25	3.255
SPAC24C9.10c	mrp4	inviable	E	0.13	0.238	0.691	1.596	1.875	1.948	1.964	1.967
SPAC24C9.11	sgd1	inviable	E	0.203	0.371	1.079	2.492	2.926	3.04	3.066	3.071
SPAC24C9.12c	shm1	viable	V	0.033	0.041	0.068	0.153	0.239	0.32	0.386	0.428
SPAC24C9.13c	mrp10	inviable	E	0.155	0.284	0.827	1.909	2.242	2.329	2.349	2.353
SPAC24C9.14	otu1	viable	V	-0.029	-0.053	-0.153	-0.354	-0.415	-0.432	-0.435	-0.436
SPAC24C9.15c	spn5	viable	V	-0.251	-0.25	-0.249	-0.241	-0.209	-0.107	-0.003	-0.0
SPAC24C9.16c	cox8	viable	V	-0.355	-0.355	-0.354	-0.346	-0.315	-0.204	-0.02	-0.0
SPAC24H6.01c	gup1	inviable	E	0.231	0.424	1.231	2.843	3.339	3.469	3.498	3.504
SPAC24H6.02c	zim17	viable	V	-0.012	-0.018	-0.038	-0.097	-0.139	-0.164	-0.177	-0.182
SPAC24H6.03	cul3	viable	V	0.071	0.093	0.172	0.42	0.643	0.819	0.938	0.999
SPAC24H6.04	hxk1	viable	V	0.067	0.031	0.001	0.0	0.0	0.0	0.0	0.0
SPAC24H6.05	cdc25	inviable	E	0.103	0.155	0.372	1.083	1.624	1.952	2.116	2.18
SPAC24H6.06	sld3	inviable	E	0.223	0.419	1.28	3.073	3.636	3.784	3.818	3.824
SPAC24H6.08	SPAC24H6.08	viable	V	-0.087	-0.073	-0.041	-0.007	-0.001	-0.0	-0.0	-0.0
SPAC24H6.09	gef1	viable	V	0.115	0.21	0.61	1.409	1.654	1.719	1.733	1.736
SPAC24H6.10c	aro4	viable	V	0.463	0.432	0.317	0.027	0.0	0.0	0.0	0.0
SPAC24H6.11c	vsb1	viable	V	0.058	0.106	0.307	0.708	0.831	0.864	0.871	0.873
SPAC24H6.12c	uba3	inviable	E	0.202	0.371	1.077	2.487	2.921	3.035	3.061	3.066
SPAC24H6.13	SPAC24H6.13	viable	V	0.018	0.025	0.049	0.151	0.284	0.434	0.574	0.671
SPAC25A8.01c	fft3	condition-dependent	V	0.219	0.287	0.53	1.289	1.976	2.52	2.887	3.079
SPAC25A8.02	atg14	viable	V	-0.013	-0.018	-0.038	-0.098	-0.142	-0.168	-0.182	-0.187
SPAC25A8.03c	SPAC25A8.03c	viable	V	0.065	0.079	0.13	0.287	0.449	0.603	0.732	0.815
SPAC25B8.01	dap1	viable	V	-0.039	-0.072	-0.21	-0.485	-0.569	-0.591	-0.596	-0.597
SPAC25B8.02	sds3	inviable	E	-0.566	-0.565	-0.564	-0.554	-0.514	-0.358	-0.053	-0.0
SPAC25B8.03	psd2	viable	V	-0.002	-0.006	-0.077	-0.542	-0.788	-0.861	-0.879	-0.882
SPAC25B8.04c	mss51	viable	V	0.0	0.0	0.0	0.0	0.016	0.16	0.318	0.377
